"name"	"longitude"	"latitude"	"subspecies"	"medius"	"bellii"	"arizonae"	"pusillus"	"numSubsppGroups"	"assigned"
"Vireo bellii Audubon, 1844"	-105.3	22.21	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-103.31	20.72	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.39	20.9	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.26	20.68	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-99.23	19.01	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.53	20.77	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.3	20.73	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.25	20.66	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.3	20.78	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.33	20.93	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-106.29	23.17	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-84.32	30.52	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-96.14	15.77	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-104.96	21.5	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-106.36	23.42	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-109.68	23.05	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.53	20.31	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-103.83	19.39	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-99.14	19.03	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.28	20.68	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.46	20.84	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-97.63	16.09	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-106.95	23.9	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-111.35	25.92	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-96.08	15.81	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-101.55	17.62	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.21	20.84	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-96.33	19.49	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-114.61	32.72	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.28	21.53	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-96.19	15.74	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-111.05	27.96	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.22	20.59	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-110.35	24.11	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-95.58	15.95	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-96.2	15.78	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-94.72	16.59	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-89.55	14.34	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-95.02	16.33	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-105.29	20.7	"unknown"	0	0	0	0	0	"none"
"Vireo bellii Audubon, 1844"	-95.03	16.44	"unknown"	0	0	0	0	0	"none"
