"name"	"longitude"	"latitude"	"subspecies"	"medius"	"bellii"	"arizonae"	"pusillus"	"numSubsppGroups"	"assigned"
"Vireo bellii"	-100.98	29.27	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.87	30.92	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.92	30.6	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.66	30.37	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.22	29.28	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.18	29.31	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.01	29.18	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-100.42	29.46	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-100.43	29.48	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.24	30.21	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.06	29.82	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.24	30.03	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.89	30.63	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.2	29.4	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.34	29.28	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.61	29.26	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-102.99	29.18	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.14	29.27	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.34	29.34	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.21	29.3	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-102.94	29.21	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.57	30.04	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-102.96	29.18	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.13	29.24	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.01	29.13	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.77	30.73	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.24	29.71	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.78	29.26	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.64	29.97	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.15	29.17	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.09	29.09	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.45	29.63	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.31	29.33	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.24	30.21	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.49	31.42	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-101.52	30.18	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.27	29.9	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-102.93	29.58	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-104.32	29.83	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-102.94	29.57	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-104.59	30.22	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.51	29.13	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-104.66	30.55	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-104.67	30.55	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius"	-103.35	29.29	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii"	-103.24	30.13	"unknown"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.36	29.22	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.06	29.82	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-102.94	29.21	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.57	30.04	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.21	29.3	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.34	29.34	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.34	29.28	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.14	29.27	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.61	29.26	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.89	30.63	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.64	29.97	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.2	29.4	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-102.99	29.18	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-104.59	30.22	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-102.1	28.5	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.35	29.29	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-102.94	29.57	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.31	29.33	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.77	30.73	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.45	29.63	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.24	29.71	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.24	30.21	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.24	30.03	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.13	29.24	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.09	29.09	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.01	29.13	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.15	29.17	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-102.96	29.18	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.25	29.81	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-103.49	31.42	"medius"	1	0	0	0	1	"medius"
"Vireo bellii medius Oberholser, 1903"	-104.69	30.63	"medius"	1	0	0	0	1	"medius"
