"name"	"longitude"	"latitude"	"subspecies"	"bangsi"	"bilineata"	"belvederei"	"deserticola"	"grisea"	"numSubsppGroups"	"assigned"
"Amphispiza bilineata"	-97.58	26.24	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.49	25.91	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.43	27.78	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.45	25.99	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-98.22	26.42	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-97.22	26.07	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-99.09	27.53	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.48	26.07	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-97.5	25.9	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-97.4	27.8	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-98.14	27.23	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.48	25.93	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.7	26.19	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.43	27.77	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.48	26.19	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-97.5	25.88	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.22	26.08	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-99.1	26.64	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-98.78	26.72	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-98.78	26.76	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-98.89	26.96	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-97.72	26.69	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.5	25.9	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-99.08	26.45	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-98.56	26.28	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.21	26.07	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-98.33	26.16	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata"	-98.46	26.95	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-98.23	26.4	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.45	26.15	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata bilineata"	-97.4	27.8	"unknown"	1	0	0	0	0	1	"bangsi"
"Amphispiza bilineata (Cassin, 1850)"	-110.43	24.13	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.33	24.3	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.29	24.26	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.3	24.26	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.32	24.32	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.31	24.27	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.38	24.56	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-109.64	23.62	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.29	24.17	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.37	24.48	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.31	24.09	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.71	25.04	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.58	25.01	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.26	24.2	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.19	24.09	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.31	24.14	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-109.83	23.99	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.09	24	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.52	24.18	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.1	24.01	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.3	24.1	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.3	24.09	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-109.97	24.04	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-109.7	23.8	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.33	24.28	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-111.69	24.46	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-109.73	23.8	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-111	24.07	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-112.04	24.75	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-109.68	23.64	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.2	24.08	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.57	24.83	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-112.13	24.63	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.32	24.3	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.58	24.83	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.3	24.21	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-109.7	23.7	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.31	24.34	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.56	24.82	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.57	24.82	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.38	24.51	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-112.12	25.19	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.18	24.08	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-109.72	23.76	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-112.14	24.73	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata (Cassin, 1850)"	-110.34	24.17	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.1	24.01	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.3	24.09	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.31	24.09	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.3	24.1	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.52	24.18	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.09	24	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-109.83	23.99	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.56	24.82	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.43	24.18	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.31	24.14	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.29	24.09	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.15	24.02	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.19	24.09	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.26	24.2	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.58	25.01	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.71	25.04	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.37	24.46	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.31	24.28	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.37	24.48	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.29	24.17	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-109.64	23.62	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.38	24.56	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.31	24.27	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.32	24.32	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.3	24.26	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.29	24.26	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.33	24.3	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.43	24.13	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.57	24.82	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.38	24.51	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-111.73	24.69	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-109.99	24.05	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.3	24.11	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.29	24.11	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-112.13	24.62	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.24	24.15	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.25	23.94	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.23	24.16	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.73	24.49	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.3	24.19	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.89	24	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.9	24	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.78	24.57	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.69	24.84	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.23	24.15	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.33	24.29	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.76	24.64	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.29	24.34	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.18	24.08	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.31	24.26	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.33	24.32	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.3	24.18	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.38	24.49	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.36	24.48	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-112.14	24.63	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.3	24.33	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.25	24.21	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.28	24.18	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.27	24.07	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.14	24.24	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.32	24.25	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.29	24.06	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.3	24.13	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.3	24.04	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.29	24.23	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-109.68	23.64	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-109.77	23.57	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.2	24.09	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.37	24.11	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.25	24.09	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.29	24.04	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.39	24.51	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.46	24.15	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.41	24.48	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata belvederei"	-109.92	24.32	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.56	24.83	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.31	24.16	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.3	24.15	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-111.82	24.42	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.3	24.12	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-112.13	24.65	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-111.85	24.66	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-111.8	24.45	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata belvederei"	-109.86	24.24	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.08	23.83	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-110.25	24.15	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata belvederei"	-109.86	24.26	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.32	24.13	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.59	24.88	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.31	24.11	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.58	24.84	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-112.22	24.91	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-111.77	24.45	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.31	24.14	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-111.85	24.46	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.33	24.42	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.25	24.15	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-111.85	24.66	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata deserticola"	-111.85	24.66	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata deserticola"	-111.83	24.42	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-112.12	25.36	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-111.83	24.5	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.42	24.47	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.63	24.83	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-112.13	24.73	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-110.25	24.15	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-111.8	24.45	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-110.58	25	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-110.33	24.42	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-109.86	24.24	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.25	23.95	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.34	24.32	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-111.81	24.46	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.35	24.5	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.34	24.11	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.43	24.04	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-111.84	24.66	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.28	24.07	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bangsi"	-110.58	25	"unknown"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-112.13	24.65	"bilineata"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-110.25	24.15	"bilineata"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-110.58	25	"bilineata"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-111.8	24.45	"bilineata"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-110.71	25.29	"bilineata"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata bilineata"	-110.33	24.42	"bilineata"	0	1	0	0	0	1	"bilineata"
"Amphispiza bilineata"	-102.58	22.77	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-102.12	22.71	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-104.39	23.47	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-102.62	22.79	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-102.73	23.22	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-102.23	22.56	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-102.44	22.74	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-102.63	22.76	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-102.55	22.82	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-102.64	22.76	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-102.35	23.23	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-102.23	22.35	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata"	-103	23.35	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata grisea"	-103.22	23.56	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata grisea"	-102.63	22.81	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata grisea"	-102.87	23.18	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata grisea"	-102.93	23.5	"unknown"	0	0	1	0	0	1	"belvederei"
"Amphispiza bilineata (Cassin, 1850)"	-103.21	29.33	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.28	29.31	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.95	28.97	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-104.31	29.82	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.42	29.29	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.41	29.24	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.84	29.3	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.25	29.25	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.43	29.18	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.19	29.4	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.47	29.49	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.19	29.34	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.37	29.21	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-102.92	29.2	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.31	29.28	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.42	29.16	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.37	29.25	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-104.02	29.87	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.37	29.22	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103	29.18	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.25	29.33	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-102.94	29.67	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.44	29.43	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.45	29.52	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.43	29.16	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.25	29.27	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-102.96	29.18	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-102.99	29.18	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-102.95	29.18	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.21	29.41	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.22	29.38	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.58	29.91	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.3	29.27	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.3	29.38	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.44	29.17	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.52	29.14	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-102.97	29.19	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.14	29.27	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.18	29.31	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-104.31	29.81	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.19	29.41	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-102.91	29.24	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-104.02	29.49	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.77	29.46	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.76	29.47	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.42	29.21	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.43	29.51	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.61	29.32	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.61	29.17	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-103.38	29.29	"unknown"	0	0	0	1	0	1	"deserticola"
"Amphispiza bilineata (Cassin, 1850)"	-104	29.48	"unknown"	0	0	0	1	0	1	"deserticola"
