"name"	"longitude"	"latitude"	"subspecies"
"Geococcyx californianus (Lesson, 1829)"	-119.375854	35.90652	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-102.95318	29.178244	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.8443	33.6405	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.66787	33.644062	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.62206	35.079056	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-94.91147	33.510715	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.277214	33.630882	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.21183	35.810947	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.22776	31.410025	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-113.59991	37.080254	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.98605	31.855215	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.95101	31.742647	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.82432	32.22985	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.01993	31.454565	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.01993	31.454565	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.13108	36.144325	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-100.073524	28.276064	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-102.95318	29.178244	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.19468	34.023994	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.685616	35.13109	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.74968	30.376816	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.08785	30.218245	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.63999	35.195107	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.960396	34.149597	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.62119	35.09824	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-107.3113	32.89112	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.81139	32.313107	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.002144	36.074978	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.16615	32.949486	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.75866	32.82149	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.03309	34.087975	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.33944	28.471727	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.30111	29.274837	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-101.318794	29.695036	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.3291	33.209915	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.41883	27.859558	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.41883	27.859558	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.77168	33.281963	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.84172	36.11529	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.95545	36.09364	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.945435	31.888636	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.3291	33.209915	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.24427	33.242565	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.018745	36.095165	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-112.64278	33.315933	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.98384	36.08773	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.20063	35.810226	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.86647	32.257668	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.82432	32.22985	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.95101	31.742647	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.11818	34.79012	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.02249	32.27855	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.84415	33.63313	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.98384	36.08773	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.35159	26.21124	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.07199	27.972345	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.9261	32.55291	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.07199	27.972345	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.09264	31.789124	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.18585	29.302229	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.18585	29.302229	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-102.95571	29.180923	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.849754	33.580875	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.94775	36.190464	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.30314	29.264345	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.30314	29.264345	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.08079	32.133614	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.95545	36.09364	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.19981	33.327835	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.2784	34.34457	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.69806	31.598417	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-108.57371	32.866795	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.69806	31.598417	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.08079	32.133614	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.11192	32.187874	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.22804	31.380423	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.61071	35.099663	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.077736	32.447384	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-113.51349	37.091335	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.53089	32.555935	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.856674	33.583862	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.99266	32.24514	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.98553	33.362885	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.84415	33.63313	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-99.145294	26.583614	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-113.59991	37.080254	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.949905	32.405014	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.09198	35.629665	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.614784	32.556168	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.08079	32.133614	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.11818	34.79012	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.614784	32.556168	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-112.78719	33.970234	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.84371	33.660988	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-104.73401	31.929712	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.81769	30.504864	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.36448	33.90131	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.7303	32.2806	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.63457	33.281296	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.002144	36.074978	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.015625	31.794804	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.015625	31.794804	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.42374	25.61546	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-96.752754	33.73848	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.02246	36.100697	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.21523	23.430187	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-100.7274	20.917831	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.34752	26.228508	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.12339	29.753473	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.34752	26.228508	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-105.1922	31.946259	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.34752	26.228508	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.88786	35.435497	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-112.111885	33.84661	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-113.59991	37.080254	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.74301	32.32315	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.614784	32.556168	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.781425	32.24266	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.29805	29.27225	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.45798	33.76676	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.48593	29.873695	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.769585	33.234783	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.91057	34.21963	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.91057	34.21963	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.66388	35.13165	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.98605	31.855215	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.35159	26.21124	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.66388	35.13165	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.35159	26.21124	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.903206	32.273235	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.931465	31.889578	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.03072	32.26242	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.7303	32.2806	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-112.259766	33.3894	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.72461	35.126972	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.359955	36.437664	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.48621	35.30413	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-102.967964	29.18587	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.11818	34.79012	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.4095	33.269516	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.98384	36.08773	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.21523	23.430187	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.313576	33.659378	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.4095	33.269516	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.779175	30.282122	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-107.305954	32.8669	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.1353	29.2712	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-113.582855	37.070953	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.09264	31.789124	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-107.305954	32.8669	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.287865	35.693455	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.287865	35.693455	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.88	33.802	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.88	33.802	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.8766	33.85911	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.08079	32.133614	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.94809	32.35303	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.64711	33.051804	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.7193	30.9618	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.11818	34.79012	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.73395	33.36145	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.25357	31.34594	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.73395	33.36145	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.02866	31.836878	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.681625	35.129772	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-108.91304	26.913265	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.97665	32.3967	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.63747	35.1256	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.63747	35.1256	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.37939	26.18497	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.7303	32.2806	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-101.00325	33.44627	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-108.9448	32.11389	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.350464	34.874767	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.66773	33.986847	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-120.93802	36.98473	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-120.93802	36.98473	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.777214	33.064434	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-108.83947	26.992384	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-113.59991	37.080254	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.07109	32.8254	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.671425	35.24317	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.932	32.1812	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.84268	33.663727	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-104.207306	32.38561	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.96958	32.849503	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.93265	32.28007	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.91239	32.424404	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.04787	35.26279	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.48168	35.135773	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-94.67934	32.196114	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.554214	33.806877	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.98604	32.210022	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.24502	25.59601	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.58502	32.67671	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.50301	35.139843	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.68164	33.340282	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.68164	33.340282	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.967	31.88328	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-101.170006	36.356922	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.2784	34.34457	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.2784	34.34457	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.68257	33.889442	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-112.05584	34.75695	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-112.85032	32.44994	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.12536	32.56339	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.12022	35.351376	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.02249	32.27855	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.02249	32.27855	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.762405	34.551052	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-94.91147	33.510715	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.02246	36.100697	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.2334	31.744196	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-104.15108	30.846104	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-104.15108	30.846104	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.4655	32.591778	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.58502	32.67671	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.96958	32.849503	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.60898	35.08999	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.12348	33.149372	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.015625	31.794804	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.42187	36.513462	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.84268	33.663727	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.734314	32.380924	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.715355	34.847404	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.009926	36.095688	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.679596	35.000645	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-95.89999	32.719315	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.61955	35.104206	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.9607	33.5738	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-99.153465	26.584768	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.675446	34.97898	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.02246	36.100697	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.47592	33.176605	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.01408	31.822552	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.72224	33.48547	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-104.82176	38.2801	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-107.36947	24.834002	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.48415	35.07879	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.82432	32.22985	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-113.352325	32.796986	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.657036	35.14518	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.77168	33.281963	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.88	33.802	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.02246	36.100697	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.82432	32.22985	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.009926	36.095688	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.02246	36.100697	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.009926	36.095688	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.09264	31.789124	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.2784	34.34457	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.42187	36.513462	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.98712	32.22075	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.91017	32.68712	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.645	33.556973	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.98712	32.22075	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.68808	36.704098	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.47592	33.176605	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.92942	31.879995	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-101.74756	33.563354	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.03465	32.285683	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-101.170006	36.356922	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.967	31.88328	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.002144	36.074978	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-100.62172	27.520756	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.80362	19.476244	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.74584	35.224712	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.02246	36.100697	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.967	31.88328	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.967	31.88328	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.66388	35.13165	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.13514	26.0813	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.89606	34.84938	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.943634	33.461815	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.943634	33.461815	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.99266	32.24514	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.91239	32.424404	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.49892	33.699722	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.38363	26.177467	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.05352	32.373375	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.37939	26.18497	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.583176	33.44398	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.002144	36.074978	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.61498	32.16526	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.655525	31.641703	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.10608	32.54048	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.900764	33.322014	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.10608	32.54048	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.6151	33.177467	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.63218	35.24011	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.1409	31.5479	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.98384	36.08773	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.42662	33.178555	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.75975	34.462128	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-100.62172	27.520756	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-100.7274	20.917831	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.02246	36.100697	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.715225	31.575138	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-100.7274	20.917831	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.39903	33.75427	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.91239	32.424404	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.63999	35.195107	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.862885	35.439972	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.60898	35.08999	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.70439	32.72033	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.70439	32.72033	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.84268	33.663727	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.970314	34.153492	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.943634	33.461815	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.9982	33.097366	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.015625	31.794804	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.54915	33.76099	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.54913	33.85035	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.98605	31.855215	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.37358	33.700367	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-119.14214	35.345245	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.653275	35.276432	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.54915	33.76099	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.80411	35.49966	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.80411	35.49966	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-120.94032	36.278885	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-120.94032	36.278885	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-116.54915	33.76099	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.91162	32.923054	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.94464	33.560627	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-100.41856	29.304888	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-118.48591	37.352814	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-112.444244	34.593952	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-109.09264	31.789124	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-114.842094	36.11183	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-115.02246	36.100697	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-100.073524	28.276064	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-100.073524	28.276064	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-97.77323	26.7733	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.94986	32.3429	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.13514	26.0813	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.74301	32.32315	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-117.84268	33.663727	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-110.98713	32.213417	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-113.59991	37.080254	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.88	33.802	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-106.64038	35.19503	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-98.37939	26.18497	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-103.7193	30.9618	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-112.07223	33.419247	"unknown"
"Geococcyx californianus (Lesson, 1829)"	-111.02336	31.81832	"unknown"
