"name"	"longitude"	"latitude"	"subspecies"	"acaciarum"	"numSubsppGroups"	"assigned"
"Auriparus flaviceps (Sundevall, 1850)"	-103.390339	25.550696	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.255103	33.918872	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.022264	32.279188	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.285639	23.534764	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.284903	23.540525	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.286519	23.535306	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.961056	32.379643	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.960924	32.378847	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.023934	32.27823	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.955347	32.379831	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.954178	32.375442	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.125524	32.327896	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.59882	33.459814	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.599816	33.304609	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.04363	32.273394	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.488291	28.257437	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.478673	33.820883	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.600194	33.306359	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.914033	32.315197	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.857788	25.443916	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.434214	28.292601	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.433456	28.29484	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.200267	33.73418	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.911263	33.320305	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.499762	33.807743	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.422481	28.321785	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.281361	24.283601	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.427184	28.314331	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.409387	25.62391	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.730285	32.281403	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.968527	32.289968	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-99.803863	20.68568	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.023431	32.278578	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.921156	32.210053	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.632693	33.848819	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-117.160566	34.090039	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-114.600808	32.720002	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-117.187653	34.513528	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.736376	33.361701	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.155895	33.277907	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-108.062806	25.474753	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.360381	36.438993	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.834328	32.287763	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.968879	32.290099	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.360569	36.438932	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.433237	28.293869	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.433218	28.293257	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.43354	28.293436	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-114.455942	32.6761	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.294077	24.257015	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.027244	36.104508	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-114.999167	36.080822	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-118.041219	33.709897	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.005318	36.080588	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.405736	33.669665	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.40827	33.671206	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-102.6	22.7	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.98969	32.343496	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.210647	33.809713	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.816017	32.176109	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.550687	33.808636	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.979653	32.452387	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.408259	33.781413	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.955941	32.23333	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.521706	33.811627	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.010486	29.53746	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.466052	33.413877	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.943547	33.459563	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.961662	32.221995	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.945453	33.455372	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-109.690623	23.055205	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.575413	28.919734	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.913435	33.503909	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-101.752033	24.625052	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-118.041216	33.709417	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-102.002425	21.231744	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.451	25.649416	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.432709	25.541072	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-104.965089	28.013834	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.727858	33.35163	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-102.137382	21.59904	"unknown"	0	0	"none"
