"spp1" "spp2" "SchoenersD" "modifiedHellingersI"
"1" "affinis" "anthonyi" "0.210297614375916" "0.335024450026491"
"2" "affinis" "brunneicapillus" "0.428447442223549" "0.666722716682366"
"3" "affinis" "bryanti" "0.232884983181437" "0.41424894209964"
"4" "affinis" "guttatus" "0.340607277964195" "0.503492290917944"
"5" "affinis" "sandiegensis" "0.0597517618264098" "0.208899015785176"
"6" "affinis" "seri" "0.012622578460579" "0.110048637660188"
"7" "anthonyi" "brunneicapillus" "0.249493902552424" "0.315948293081465"
"8" "anthonyi" "bryanti" "0.336081250537335" "0.527399918247205"
"9" "anthonyi" "guttatus" "0.398270673611307" "0.508104475903463"
"10" "anthonyi" "sandiegensis" "0.160944550057832" "0.373614254585017"
"11" "anthonyi" "seri" "0.0260209220462951" "0.157778058555805"
"12" "brunneicapillus" "bryanti" "0.237287159893708" "0.346935992573787"
"13" "brunneicapillus" "guttatus" "0.221117584929066" "0.318824518146765"
"14" "brunneicapillus" "sandiegensis" "0.0463465971188486" "0.166242438318783"
"15" "brunneicapillus" "seri" "0.0479888347522811" "0.215475852814649"
"16" "bryanti" "guttatus" "0.45767772061884" "0.647615659769129"
"17" "bryanti" "sandiegensis" "0.540718639509648" "0.699310016884909"
"18" "bryanti" "seri" "0.0171813512145448" "0.0971539753672953"
"19" "guttatus" "sandiegensis" "0.248741728811474" "0.461463684439549"
"20" "guttatus" "seri" "0.0167102413381415" "0.127031085537231"
"21" "sandiegensis" "seri" "0" "-2.22044604925031e-16"
