"name"	"longitude"	"latitude"	"subspecies"	"affinis"	"sandiegensis"	"numSubsppGroups"	"assigned"
"Campylorhynchus brunneicapillus"	-115.28	33.02	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-116.41	33.03	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-115.32	33.03	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-116.98	32.73	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-116.98	32.7	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-115.55	32.79	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-116.79	32.78	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.02	32.77	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.04	32.73	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.03	32.66	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.09	32.67	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.1	32.67	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus couesi"	-115.53	32.98	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus couesi"	-115.61	32.79	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus couesi"	-115.67	32.85	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.05	32.78	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.14	32.78	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.09	32.89	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-116.97	32.86	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-116.91	32.75	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-115.54	32.86	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-115.45	32.79	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-116.41	33.02	"unknown"	0	1	1	"sandiegensis"
