"spp1" "spp2" "SchoenersD" "modifiedHellingersI"
"1" "affinis" "anthonyi" "0.205017527611312" "0.331505551393913"
"2" "affinis" "brunneicapillus" "0.422210447616136" "0.666702262977449"
"3" "affinis" "bryanti" "0.216624165393011" "0.396610495654348"
"4" "affinis" "guttatus" "0.3380124611589" "0.496168203497546"
"5" "affinis" "sandiegensis" "0.0633596132975272" "0.2144954290068"
"6" "affinis" "seri" "0.00855290752948845" "0.0915122451978378"
"7" "anthonyi" "brunneicapillus" "0.246665340483992" "0.307751058083414"
"8" "anthonyi" "bryanti" "0.347823241733101" "0.537095878291025"
"9" "anthonyi" "guttatus" "0.407025723944601" "0.514919427715292"
"10" "anthonyi" "sandiegensis" "0.168264749101285" "0.37038066412045"
"11" "anthonyi" "seri" "0.0168720198833734" "0.128487616757448"
"12" "brunneicapillus" "bryanti" "0.202378836519086" "0.303127578753947"
"13" "brunneicapillus" "guttatus" "0.212175333227915" "0.301226789394289"
"14" "brunneicapillus" "sandiegensis" "0.0415191357648802" "0.157682875031687"
"15" "brunneicapillus" "seri" "0.0316891055722516" "0.176427225689343"
"16" "bryanti" "guttatus" "0.446561112093965" "0.644575201929575"
"17" "bryanti" "sandiegensis" "0.541029984218048" "0.706890155937675"
"18" "bryanti" "seri" "0.0106471506619501" "0.0728570314078183"
"19" "guttatus" "sandiegensis" "0.259342191021683" "0.472474856872092"
"20" "guttatus" "seri" "0.0122133034917212" "0.109525305700408"
"21" "sandiegensis" "seri" "0" "-2.22044604925031e-16"
