"name"	"longitude"	"latitude"	"subspecies"	"affinis"	"brunneicapillus"	"anthonyi"	"bryanti"	"guttatus"	"sandiegensis"	"numSubsppGroups"	"assigned"
"Campylorhynchus brunneicapillus"	-110.29	24.09	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.16	24	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.35	24.11	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.31	24.1	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.3	24.19	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-109.99	24.05	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.33	24.13	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.33	24.18	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.33	24.12	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.31	24.17	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.43	24.13	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.31	24.14	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.28	24.23	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.45	24.07	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.4	24.06	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.15	24.24	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.26	24.08	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.25	24.14	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.73	24.66	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.74	24.61	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.22	24.16	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.22	23.96	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.3	24.21	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.4	24.09	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.25	24.15	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.35	24.12	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.73	24.49	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.9	24	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-109.99	24.06	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.72	24.49	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.71	24.47	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-109.98	24.04	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.35	24.14	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.76	24.64	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.32	24.14	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.29	24.34	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-109.99	24.07	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110	24.07	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-109.99	24.1	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.33	24.11	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.36	24.12	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-111.29	24.91	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.19	24.09	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.87	24.03	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.32	24.25	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.31	24.16	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.42	24.13	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.3	24.17	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.29	24.07	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.3	24.18	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.74	24.7	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.31	24.04	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-109.9	23.97	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.34	24.1	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.32	24.15	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.3	24.06	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.16	24.25	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.32	24.1	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.28	24.06	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.45	24.17	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.34	24.14	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.35	24.17	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.33	24.17	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.36	24.17	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.3	24.15	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.3	24.12	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-111.94	25.34	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-109.83	23.99	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.31	24.16	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.31	24.27	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.25	24.15	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.34	24.32	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-111.14	25.46	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.98	24.37	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.31	24.14	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-111.85	24.66	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affine"	-110.25	24.15	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus purus"	-110.83	25.08	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.3	24.05	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.3	24.13	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-111.92	25.51	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-109.86	24.24	"unknown"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.35	24.11	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.34	24.32	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.3	24.05	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-111.14	25.46	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.3	24.17	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.25	24.15	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-111.85	24.66	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-111.92	25.5	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-111.92	25.51	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.3	24.12	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-111.94	25.34	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.31	24.14	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.31	24.08	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.3	24.15	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.3	24.07	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.31	24.16	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis Xantus de Vesey, 1860"	-110.31	24.27	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.3	24.18	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.35	24.11	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.3	24.15	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.3	24.12	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-111.94	25.34	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.31	24.16	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.31	24.27	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.25	24.15	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.34	24.32	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-111.14	25.46	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.31	24.14	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-111.85	24.66	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus"	-110.25	24.15	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-110.3	24.05	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus affinis"	-111.92	25.51	"affinis"	1	0	0	0	0	0	1	"affinis"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-110.91	29.06	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-110.93	29.69	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-111	28.56	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-111.01	28.6	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-110.84	29.24	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-110.59	28.19	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-110.91	29.07	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-110.95	29.01	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-110.94	29.15	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-111.02	29.06	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-111.07	29.06	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-110.97	29.16	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-111.9	28.79	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-112.17	29.03	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-111.42	28.29	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-110.95	29.15	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus (Lafresnaye, 1835)"	-109.89	29.48	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.91	29.13	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.81	29.59	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.91	29.06	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.59	28.19	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.84	29.24	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111	28.56	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.01	28.6	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.05	29.06	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.93	29.69	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.95	29.15	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.39	29.43	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.87	29.18	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.05	29.16	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.03	29.17	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.01	29.21	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.98	29.17	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.96	29.16	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.95	29.14	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.43	28.3	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.94	29.09	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.61	29.29	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.58	28.8	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.01	28.27	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.98	28.81	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.93	29.15	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.48	28.84	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-112	28.92	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.97	28.98	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.2	28.99	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.97	29.16	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.03	28.96	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.88	29.31	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.13	28.9	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.33	28.34	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.95	29.13	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.06	29.05	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.28	28.94	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.96	29.15	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.93	29.13	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.95	29.02	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.97	29.15	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.93	29.06	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111	29.21	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.07	29.04	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.94	29.15	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.93	29.07	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.92	29.06	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.35	28.34	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.05	28.91	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.9	29.15	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.32	28.33	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.07	29.06	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111	29.18	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.9	29.15	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-111.03	29.06	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.95	28.96	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.62	29.25	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.94	28.99	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.96	29.14	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
"Campylorhynchus brunneicapillus"	-110.92	29.17	"unknown"	0	1	0	0	0	0	1	"brunneicapillus"
