"name"	"longitude"	"latitude"	"subspecies"	"californianus"	"numSubsppGroups"	"assigned"
"Geococcyx velox (Wagner, 1836)"	-95.02	16.35	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.7	12.51	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.71	21.41	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.93	16.56	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.13	21.48	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.25	20.07	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.92	16.91	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.27	16.67	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.29	20.73	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.14	16.46	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.45	15.2	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-106.5	23.35	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.96	15.86	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.79	20.48	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.48	20.7	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.99	13.93	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.54	17.25	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.31	15.49	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-95.98	16.55	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.08	14.15	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.1	20.76	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-99.16	17.63	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.43	19.82	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.51	14.82	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.73	16.61	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.14	13.23	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.73	15.02	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.03	14.19	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.87	14	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.46	13.2	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.73	15.06	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.55	14.59	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.45	13.19	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.03	14.79	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.14	13.24	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-99.56	18.43	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.78	20.48	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.46	13.19	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.87	14.62	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.57	16.7	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.04	21.44	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.38	13.03	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.38	19.93	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-99.15	18.63	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.09	16.13	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-106.22	23.72	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.29	21.02	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.48	15.32	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.75	14.6	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.02	20.58	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.49	14.93	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-95.17	16.5	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-107.4	24.93	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.02	20.67	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.59	15.04	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.54	15.06	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.95	14.41	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.32	15.27	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.58	21.03	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-97.79	17.68	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-95.08	16.52	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.59	15.03	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.95	15.86	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.91	20.75	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.52	20.73	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.95	16.57	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-95.17	16.48	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.63	15.03	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.08	20.32	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.67	20.91	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-99.35	18.57	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-97.81	17.67	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.79	19.45	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-108.92	27.01	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.44	13.73	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.64	14.64	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.29	21.03	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-97.36	18.41	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.71	21.48	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.77	16.53	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.46	15.41	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.56	14.7	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-99.1	18.96	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.58	15.22	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.04	20.65	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.54	21	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.49	14.57	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.26	13.97	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.52	14.82	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-108.73	27.04	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.02	20.71	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.81	14.57	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-109.45	28.55	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.26	21.31	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.28	20.7	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.24	20.7	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.05	14.16	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-107.56	25.58	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.28	20.71	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-101.45	19.2	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.13	15.25	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-99.35	18.58	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.28	13.19	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.63	14.56	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.06	14.16	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.9	14.49	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-99.27	18.8	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-99.28	18.8	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.21	20.68	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.71	19.41	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-95.17	16.44	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-95.16	16.44	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-109.53	28.96	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.95	19.44	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-95.46	16.67	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.6	21.27	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.05	21.45	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.5	15.37	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.46	15.36	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.23	20.74	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-101.69	19.56	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.53	20.98	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.52	15.34	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.83	14.53	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.11	21.53	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.73	15.9	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.18	21.45	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.74	14.52	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.31	21.01	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.37	14.11	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.49	14.37	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.61	14.57	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-99.01	18.43	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.87	21.4	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-102.53	20.43	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.42	20.95	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.73	16.56	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-108.69	27.16	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.23	16.21	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.69	14.41	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.24	20.97	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.56	19.4	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.27	20.66	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.21	21.43	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.79	16.46	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.58	20.68	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.57	20.71	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.87	14.65	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.75	16.56	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.9	16.56	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-98.86	18.98	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.67	16.94	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.3	20.74	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.49	16.88	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.24	14.35	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.87	19.9	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.41	16.36	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.79	14.83	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.11	14.79	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.34	12.95	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-108.76	27.09	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.51	19.81	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.17	14.03	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.72	19.25	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.58	14.77	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.93	15.81	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.89	14.34	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.88	16.45	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.92	13.43	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.93	13.37	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.76	16.6	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.65	21.25	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.2	14.12	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.46	14.33	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.77	21.13	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.57	21.04	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.42	16.46	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.07	13.94	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-97.28	17.65	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.65	20.72	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.55	21.03	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.16	21.45	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.38	19.77	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.24	12.08	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.41	14.73	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.31	19.68	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-97.37	18.83	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.27	14.45	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.91	20.77	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.53	20.37	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.32	20.56	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.08	13.98	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.66	21.26	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-105.08	20.82	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.79	16.19	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.93	20.56	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.51	15.38	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.1	12.8	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-111.04	27.96	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.19	13.78	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.37	19.8	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.83	20.55	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.86	18.99	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.35	14.64	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.31	15.59	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.2	14.65	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.58	19.27	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.85	20.88	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.92	21.39	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.42	15.05	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-106.81	23.66	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.37	19.78	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.2	21.14	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.83	20.79	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.62	21.15	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.01	13.98	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-97.38	18.37	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.7	14.61	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.07	21.56	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.11	16.45	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.63	21.37	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.19	14.61	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.79	14.55	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.96	13.92	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88	13.88	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93	16.84	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.6	14.57	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.18	19.78	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.99	16.82	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.23	14.6	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.17	14.9	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.99	16.83	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.62	14.71	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.8	19.43	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.38	19.67	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.72	19.76	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.59	14.57	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.62	20.87	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.02	13.98	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.38	14.17	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-108.92	26.77	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.54	16.97	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.13	19.86	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.15	19.81	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.66	16.32	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.65	16.34	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.65	16.33	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.67	16.35	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.68	16.34	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.6	16.16	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.7	16.28	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.69	16.29	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-101.73	18.97	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.6	21.11	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.61	20.88	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.23	16.68	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.14	13.25	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.12	12.35	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.47	14.34	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-97.39	18.8	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.79	20.33	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.27	13.49	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.85	19.36	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-92.89	17.05	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-94.17	16.64	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.03	20.59	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.76	14.54	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.11	14.96	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.5	19.61	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.65	14.49	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.56	19.53	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.79	14.77	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.54	16.17	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.71	16.28	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-110.99	32.21	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-97.41	17.11	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-102.48	19.99	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.52	17.06	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.2	20.65	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-108.79	27	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.49	15.39	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-93.76	16.43	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-89.79	14.73	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.29	14.63	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.78	15.07	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.72	14.6	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.73	14.58	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.05	20.69	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-88.22	21.55	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-103.71	19.48	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-100.46	19.48	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-100.43	19.38	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-95.3	16.34	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.67	18.77	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.35	14.7	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-96.51	17.07	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.03	15.34	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.93	13.41	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.81	15.43	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.48	15.28	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.71	15.02	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-104.94	20.8	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-87.73	14.7	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.61	15.07	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-86.86	15.38	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-95.4	16.44	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.29	15.17	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-90.35	15.37	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-100.24	17.35	"velox"	1	1	"californianus"
"Geococcyx velox (Wagner, 1836)"	-91.2	14.66	"velox"	1	1	"californianus"
