"name"	"longitude"	"latitude"	"subspecies"	"leucophrys"	"gambelii"	"nuttalli"	"numSubsppGroups"	"assigned"
"Zonotrichia leucophrys leucophrys"	-84.08	44.57	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.82	41.65	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-91.57	41.66	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.43	42.33	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-72.53	43.57	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.15	40.2	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.02	40	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-77.98	40.77	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.66	42.31	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-75.74	45.34	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.42	42.67	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.52	41.99	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.64	42.3	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.38	43.63	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.47	45.92	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.61	42.32	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.48	39.93	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-75.8	45.36	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-76.06	45.42	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-78.69	44.67	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.83	42.28	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-84.54	39.2	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.45	43.9	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-85.93	46.11	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.93	39.63	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-78.17	43.97	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.67	42.27	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.24	41.82	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.5	41.68	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.65	42.27	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.42	43.75	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.55	40.2	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.62	42.96	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.87	39.94	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.5	43.02	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.59	42.58	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.57	44.11	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-77.35	43.95	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.39	43.67	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-77.46	43.97	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.34	41.6	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.73	42.21	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.09	41.65	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.44	45.13	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.62	42.97	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.41	44.61	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.65	40.23	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.24	42.95	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.3	41.66	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-84.14	42.35	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-84.07	42.48	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.75	42.65	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.95	39.97	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.03	42.28	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.69	41.85	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.26	42.02	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-72.49	42.79	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80	43.8	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.54	43.15	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-84.24	42.34	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.98	41.67	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.78	40.77	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.31	43.66	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.88	42.36	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-75.67	45.45	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.47	39.93	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-78.5	44.45	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-84.41	42.25	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-72.29	41.15	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-78.48	46.03	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.43	43.69	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.41	43.7	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.21	40.12	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-85.56	45.66	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.37	42.96	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83	39.96	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.35	43.64	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.37	43.9	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-73.54	40.79	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.63	39.75	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.52	43.72	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-72.69	41.76	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.67	44.43	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-84.4	42.32	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-75.42	45.25	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-84.32	42.32	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.53	41.67	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.3	41.58	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.75	42.28	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.51	43.01	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-75.22	40.15	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-86.63	41.88	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-72.28	42.38	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.92	42.42	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.6	41.79	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.25	42.17	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-85.33	42.11	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.56	41.74	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.69	41.97	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.91	42.43	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.06	44.8	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.83	42.16	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.84	43.46	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.97	42.29	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.95	43.22	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-86.22	40.13	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.15	42.37	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.28	44.73	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.11	41.52	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.4	43.71	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.63	42.6	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.26	43	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.44	46.32	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.23	43.53	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.32	45.53	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.24	43.41	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-74.77	45.48	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.28	45.22	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-75.5	43	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.27	43.13	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.08	42.13	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.78	43.02	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.93	42.3	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.32	40.7	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.94	42.78	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.54	43.68	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-77	41.24	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.42	43.7	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.39	43.66	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.43	43.66	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.6	41.76	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-75.49	43.79	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.8	41.69	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-75.47	43.74	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-85.17	40.73	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.98	42.29	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-84.15	42.13	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-84.16	42.13	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.43	42.18	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.15	41.47	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.44	43.65	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.32	43.69	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.74	43.98	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-91.42	42.37	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.98	43.73	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-77	41.25	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.99	42.83	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-85.67	42.96	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.94	40.8	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-74.14	41.09	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-77.58	44.11	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-73.13	41.18	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-73.12	41.21	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.79	43.28	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-77.02	41.33	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-73	40.96	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.89	43.59	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-78.07	43.22	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-73.96	40.65	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.85	43.25	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-85.53	42.24	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.88	43.52	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-86.67	41.24	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.59	41.79	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.15	39.01	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-72.93	41.31	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-81.67	41.5	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-73.06	41.22	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.37	41.42	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-88.97	42.9	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.8	42.11	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.03	39.64	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.01	39.97	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-82.92	40.12	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.89	41.81	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.47	42.37	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-87.68	41.83	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-91.66	42.03	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-76.21	39.16	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-76.18	39.18	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-76.51	39.47	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-86.82	41.27	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-88.09	41.86	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.78	42.1	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.63	41.93	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.51	42.44	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.59	42.42	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-77.94	43.21	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.5	43.02	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-72.99	40.94	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-75.56	39.75	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.08	40.01	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.82	41.65	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.26	39.79	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-77.19	40.2	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.62	43.3	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-74.7	39.32	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.46	42.34	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-77.28	42.89	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-75.49	43.79	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-75.47	43.74	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-73.91	40.9	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-72.29	41.15	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-79.34	43.63	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys ssp?"	-79.25	43.78	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-84.56	42.73	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.73	42.27	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-85.53	42.24	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.69	42.27	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.44	44.03	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.12	42.31	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-88.91	43.08	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-85.13	40.69	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.65	42.31	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys gambelii"	-84.41	42.25	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys gambelii"	-85.93	46.11	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-84.47	42.31	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.67	46	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-86.25	41.69	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.89	42.3	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-85.69	46.34	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.57	42.93	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys gambelii"	-87.88	42.36	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-88.07	41.88	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.66	42.28	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.56	40.21	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.56	40.28	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-75.72	39.54	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-86.01	40.04	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-76.51	42.44	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-73.23	42.52	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys ssp."	-77.94	43.21	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.44	42.45	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-80.45	44.57	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83	42.29	"leucophrys"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys gambelii"	-80.46	44.56	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-85.52	42.17	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-85.59	42.36	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.8	42.28	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.92	42.39	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys gambelii"	-86.63	41.88	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys gambelii"	-84.35	46.5	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-84.24	42.34	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys gambelii"	-85.59	42.29	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-85.97	46.28	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-84.94	45.73	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.25	42.79	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-73.51	43.7	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-89.42	43.07	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-75.51	42.95	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-86.13	44.75	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-77.6	41.11	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.72	41.46	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.62	45.24	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.48	42.46	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.46	42.56	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.22	45.37	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.52	41.9	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-74.65	45.52	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-84.39	39.15	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.23	44.92	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.53	41.95	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.1	42.1	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.17	43.97	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-75.7	45.42	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.22	43	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76	44.73	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.42	42.58	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.5	42.83	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.02	43.82	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.17	42.42	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-75.85	45.4	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-75.75	45.27	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.03	45.35	"unknown"	1	0	0	1	"leucophrys"
