"name"	"longitude"	"latitude"	"subspecies"	"adusta"	"kenaiensis"	"numSubsppGroups"	"assigned"
"Melospiza melodia (A.Wilson, 1810)"	-122.23	37.75	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.56	38.12	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.47	37.81	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.27	37.77	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.5	37.73	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.39	37.46	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.44	37.74	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.96	37.99	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.94	36.98	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.25	37.85	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.95	36.52	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.41	37.8	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.91	36.62	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.08	37.54	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.17	37.3	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122	37.57	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.7	37.32	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.4	37.45	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.26	37.53	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.27	37.53	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.94	38.11	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.12	36.97	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.43	37.47	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.21	37.62	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.02	37.6	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.22	37.49	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.07	37.28	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.51	37.51	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.83	38.02	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-123.04	38.32	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.91	36.42	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-123.11	38.42	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-123.11	38.43	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.62	38.92	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.51	37.56	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.87	38.05	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-119.76	38.95	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.73	38.59	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.51	37.94	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.47	37.8	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.39	37.45	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.99	38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.73	36.82	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.87	38.06	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.75	38.36	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.8	38.53	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.12	37.44	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.42	37.83	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.5	37.79	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.97	38.13	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-122.43	37.42	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.8	36.74	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia (A.Wilson, 1810)"	-121.9	37.35	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.5	37.5	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.74	36.84	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.97	37.24	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.1	37.44	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.73	36.84	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.06	36.96	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.95	37.48	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.49	37.58	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.94	37.47	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.45	37.73	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.45	37.49	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.46	37.77	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.49	37.62	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-119.86	37.8	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-119.85	37.84	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-119.8	37.75	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-119.75	37.7	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.75	37.93	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.91	36.46	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.46	37.74	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.31	37.87	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.96	37.44	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.21	37.73	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.76	37.17	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.26	37.89	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.88	38.08	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-119.78	36.3	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.39	37.18	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.8	36.74	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.06	36.95	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.47	37.77	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.1	36.96	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.09	37.56	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.87	37.24	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.34	38.14	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.02	38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.02	36.98	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.81	38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.82	38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.85	36.29	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.08	36.96	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.51	37.78	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.5	37.77	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.31	37.9	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.11	37.45	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.94	36.51	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.03	36.95	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.54	37.85	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.55	38.48	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.8	38.04	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.48	37.97	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.93	36.45	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.3	37.55	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.76	38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.26	37.87	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.98	36.96	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.69	37.92	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia pusillula"	-122.23	37.54	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-120.02	38.8	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.28	38.27	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.19	37.51	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.89	36.54	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.49	37.74	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.74	36.83	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.74	36.82	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.21	37.74	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.18	36.49	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.09	37.44	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.58	37.88	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.43	37.81	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.81	37.28	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.9	36.59	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.46	37.8	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.28	38.18	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.4	37.45	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.82	38.06	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.23	37.5	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.76	38.52	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.04	38.32	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.72	36.66	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.51	37.53	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.33	37.91	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.04	37.92	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.9	36.54	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.36	37.42	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.07	36.95	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.44	37.8	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.48	37.77	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.79	37.18	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.52	38.03	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.49	37.77	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.98	37.43	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.5	37.73	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.05	37.92	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.11	37.46	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.06	36.98	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.05	37.22	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.94	36.52	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.76	36.51	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.94	36.98	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.77	36.24	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122	37.88	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.55	37.86	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.08	37.53	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.51	38.02	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.23	37.06	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.94	37.75	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.9	37.35	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.1	37.46	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.88	37.24	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.17	37.36	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.89	36.97	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.25	37.91	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.44	38.27	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.24	37.89	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.82	36.87	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.23	38.63	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.11	38.42	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.61	38.52	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.54	37.84	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.65	38.11	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.43	37.42	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.86	36.6	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.56	38.12	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.51	38.03	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.86	38.04	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.02	37.43	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.97	38.13	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.86	38.02	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.07	37.53	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.36	37.99	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.64	38.56	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.62	38.53	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.54	37.86	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.18	37.38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.5	37.79	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.02	37.42	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-120.06	38.94	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.11	37.44	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.4	37.99	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.34	37.2	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.71	37.34	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.19	37.37	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.12	37.44	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.26	37.69	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.35	38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.43	37.7	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.63	38.55	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.59	38.54	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.59	38.53	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.5	37.51	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.39	37.46	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.39	37.45	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.64	38.05	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.18	36.48	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.52	37.9	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.35	37.19	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.41	37.22	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia gouldii"	-122.45	37.76	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.14	37.63	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-119.84	38.7	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.15	37.88	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.31	38.2	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.31	37.12	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.46	37.79	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.09	36.96	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.17	37.68	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.07	37.44	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.95	37.47	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.94	37.46	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.93	37.46	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-120.67	38.74	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.86	38.26	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.76	36.91	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.18	37.37	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.44	38.26	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.25	37.82	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-120.05	38.94	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.09	37.55	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.32	37.87	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.48	37.8	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.48	37.83	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.45	37.8	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.19	37.84	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.95	38.12	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.47	37.8	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.52	38.75	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.95	36.52	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.03	38.22	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.03	38.21	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.82	38.43	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.89	37.51	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-119.89	38.54	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.39	37.4	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.14	38.02	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.89	36.6	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.81	37.34	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.01	37.43	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.77	37.19	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.2	38.65	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.42	37.83	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.62	38.55	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.96	37.41	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.06	38.33	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.88	38.03	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.24	37.5	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.26	37.53	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.46	37.51	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.12	38.45	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.93	36.55	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.41	37.26	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.41	37.27	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.94	36.62	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.45	37.47	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.2	37.84	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.31	37.89	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.91	36.98	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.51	37.56	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.52	37.52	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.82	38.41	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.81	38.41	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.27	37.56	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.95	37.41	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.48	37.51	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-119.74	38.3	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-120.8	37.18	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.29	38.02	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.47	38.12	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.06	38.31	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.06	38.3	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.41	37.23	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.02	38.21	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.15	36.49	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.43	37.68	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.38	37.38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.14	37.65	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.89	38.05	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.47	38.11	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.58	38.23	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.72	38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.24	37.88	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.51	37.94	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.48	37.81	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.71	38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.81	38.42	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.5	37.6	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.95	37.75	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.31	37.84	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.91	37.54	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.22	37.5	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.88	37.47	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.88	37.46	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.34	38.59	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.5	37.62	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.72	37.34	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.8	36.84	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.83	38.08	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.34	37.91	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.02	38.31	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia gouldii"	-122.45	37.74	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia rufina"	-122.49	37.71	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.34	37.19	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.38	37.44	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.77	36.41	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.02	36.97	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia samuelsis"	-122.28	38.18	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.13	37.49	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.1	37.43	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-123.33	38.57	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-122.98	38	"unknown"	0	1	1	"kenaiensis"
"Melospiza melodia"	-121.25	38.63	"unknown"	0	1	1	"kenaiensis"
