"name"	"longitude"	"latitude"	"subspecies"	"coloradense"	"numSubsppGroups"	"assigned"
"Toxostoma crissale Henry, 1858"	-111.341225	34.284473	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.318375	33.847713	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.59024	32.32773	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.15687	33.827587	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.725334	32.40694	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-111.86487	34.893307	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-107.56944	32.92467	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-104.78523	33.015957	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.424576	35.0634	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-108.330864	31.919447	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.10765	31.438429	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.74301	32.32315	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-111.32643	31.815287	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-109.4496	32.14993	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.47499	35.325718	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.4883	32.819473	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.011734	32.26959	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.28794	32.150322	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.85397	32.46652	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.73351	32.60832	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.71417	36.711864	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.02324	37.143417	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-107.29564	32.89158	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-115.112686	36.06856	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-109.12535	31.775644	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.893745	31.740503	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-109.68784	32.057224	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.7233	32.260227	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-109.128265	31.921225	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.42187	36.513462	"unknown"	0	0	"none"
