"name"	"longitude"	"latitude"	"subspecies"	"coloradense"	"crissale"	"numSubsppGroups"	"assigned"
"Toxostoma crissale Henry, 1858"	-110.67	32.33	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.75	32.07	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.25	31.53	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.76	32.14	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.04	31.61	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.72	31.59	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.96	32.43	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.7	32.23	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.03	31.93	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.09	32.48	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.94	31.67	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.36	31.59	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.18	31.57	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.09	31.4	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.64	32.23	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.93	32.58	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.72	32.53	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.06	31.72	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.91	31.56	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.73	32.56	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.75	31.46	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.77	32.34	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.06	31.93	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.75	32.5	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.24	31.49	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.35	31.84	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.37	31.84	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.39	31.68	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.7	31.47	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.71	32.19	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.45	32.39	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.18	31.89	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.86	31.77	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.24	31.52	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.74	32.18	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.69	32.22	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.75	31.47	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.39	31.81	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.17	31.63	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.69	32.34	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.95	32.37	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.72	32.54	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.26	31.43	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.68	32.18	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.82	32.23	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.67	31.76	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.75	32.49	"unknown"	0	1	1	"crissale"
