"name"	"longitude"	"latitude"	"subspecies"	"celsum"	"maculatum"	"oberholseri"	"numSubsppGroups"	"assigned"
"Toxostoma curvirostre (Swainson, 1827)"	-98.21	26.23	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.07	27.96	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.86	26.31	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.51	28.13	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.52	26.51	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.21	26.22	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.79	26.16	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.62	26.72	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.08	26.5	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.66	26.79	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.53	26.53	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.42	26.01	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.09	25.89	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.28	25.81	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.22	28.02	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.15	25.8	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.48	25.76	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.43	25.99	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.42	25.76	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.59	26.49	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.54	26.59	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.49	25.62	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.6	26.55	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.25	25.82	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.6	26.53	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.03	25.9	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.77	26.79	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.35	25.8	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.3	28.45	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.51	25.62	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.23	26.38	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.35	26.34	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.21	25.81	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.55	25.39	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.52	25.94	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.25	28.47	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.71	26.09	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.66	27.3	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.62	27.9	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.17	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.43	25.7	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.44	25.65	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.42	25.65	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.59	25.7	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.57	25.76	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.4	25.64	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.5	25.62	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.52	25.49	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.53	25.49	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.58	25.49	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.52	26.54	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.08	25.73	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.6	25.39	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.65	26.15	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.52	26.55	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.6	26.48	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.16	25.94	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.31	26.26	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.88	26.14	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.27	26.2	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98	26.16	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.96	26.12	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.89	26.27	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.51	26.57	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.21	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.98	26.36	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.59	26.23	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.05	26.48	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.42	27.86	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.71	27.32	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.38	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.16	26.4	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.16	26.53	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.96	26.13	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.65	26.17	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.58	26.24	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.12	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.15	26.59	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.58	26.23	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.49	26.34	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.71	26.13	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.67	26.14	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.72	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.3	26.1	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.68	26.14	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.72	26.17	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.49	25.89	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.16	26.08	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.09	26.53	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.98	26.21	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.91	27.52	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98	26.35	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.76	26.3	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.11	26.52	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.26	26.1	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.27	26.21	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.38	26.19	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.01	26.45	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.57	25.96	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.02	26.22	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.35	26.23	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.58	25.96	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.15	26.58	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.48	26.02	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.34	25.63	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.47	26.34	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.96	26.15	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.14	26.07	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.12	26.51	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.15	26.07	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.95	26.13	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.13	27.22	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.63	26.15	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.1	26.2	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.67	26.05	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.33	25.8	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.05	26.51	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.16	26.16	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.27	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.62	28.6	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.72	26.2	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.36	25.82	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.36	26.19	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.06	26.53	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.63	28.6	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.25	27.8	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.51	25.93	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.11	26.53	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.18	26.16	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.45	26.44	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.3	25.77	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.34	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.17	26.13	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.79	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.6	25.97	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.52	27.51	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.47	27.55	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.41	25.76	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.37	26.17	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.49	25.9	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.26	26.03	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.33	26.17	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.29	25.94	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.35	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.34	26.19	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.57	26	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.44	25.98	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.31	27.08	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.95	26.12	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.52	26.22	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.02	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.82	26.49	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.3	26	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.29	28.54	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.13	26.08	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.55	26.47	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.7	28.46	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.49	25.91	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.35	26.21	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.54	26.5	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-100.07	28.28	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.8	27.52	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.14	26.55	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.41	26.35	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-99.28	26.91	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.69	27.81	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.71	26.16	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.48	26.3	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.34	28.47	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.06	26.34	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.35	26.19	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.81	26.21	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.23	26.28	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.69	26.19	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.05	26.56	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.83	26.96	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.66	27.29	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.46	26.08	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.24	26.25	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.81	26.49	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.78	27.3	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.99	26.21	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.12	26.31	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-97.96	26.41	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre (Swainson, 1827)"	-98.06	26.35	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.16	26	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.14	26.29	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.13	25.9	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.62	25.37	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.66	26.19	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.31	26.26	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.69	26.15	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.27	26.2	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-99.41	28.3	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.88	26.14	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.58	25.49	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.53	25.49	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.52	25.49	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.16	25.94	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.9	27.99	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.6	26.48	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.52	26.55	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.65	26.15	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.6	25.39	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.08	25.73	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.15	26.2	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.52	26.54	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.5	25.62	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.4	25.64	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.57	25.76	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.59	25.7	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.42	25.65	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.44	25.65	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.43	25.7	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.17	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.52	26.51	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.62	27.9	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.66	27.3	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.43	25.77	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.02	26.17	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.71	26.09	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.48	26.02	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.38	26.19	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.66	27.29	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.25	28.47	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.52	25.94	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-99.3	24.72	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.22	26.47	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.55	25.39	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.21	25.81	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.35	26.34	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.23	26.38	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.51	25.62	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.3	28.45	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.6	26.54	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.68	27.29	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.35	25.8	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.77	26.79	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.37	26.19	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.03	25.9	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.6	26.53	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.25	25.82	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.6	26.55	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.49	25.62	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.54	26.59	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.59	26.49	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.48	25.76	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.42	25.76	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.43	25.99	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.47	26.41	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.05	24.79	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.51	26.52	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.15	25.8	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-99.15	26.58	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.37	25.68	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.42	26.01	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.3	26.11	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.22	28.02	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.28	25.81	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.9	27.52	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.53	26.53	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.66	26.79	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-99.08	26.5	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-98.23	26.18	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.62	26.72	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.56	26.27	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-100.11	25.9	"unknown"	0	0	1	1	"oberholseri"
"Toxostoma curvirostre"	-97.45	25.92	"unknown"	0	0	1	1	"oberholseri"
