"name"	"longitude"	"latitude"	"subspecies"	"celsum"	"curvirostre"	"numSubsppGroups"	"assigned"
"Toxostoma curvirostre"	-108.98	32.1	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-110.11	31.45	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.15	31.96	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.06	31.84	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-110.17	30.33	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.38	30.58	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre curvirostre"	-109.24	31.59	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.37	32.07	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.33	32.02	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.22	31.94	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.75	31.39	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.56	31.36	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.74	32.72	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.34	31.7	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.02	31.38	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-108.75	31.39	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.08	30.6	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri"	-109.31	31.96	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.79	31.44	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.87	31.42	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.28	32.78	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre curvirostre"	-108.15	32.8	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.48	32.33	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.38	32.03	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-110.04	32.03	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-110.25	32.77	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.34	31.95	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.75	31.88	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre curvirostre"	-108.99	31.37	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.38	31.93	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.29	31.9	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.32	31.75	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.61	31.37	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.02	31.37	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.22	31.93	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri"	-110.31	32.19	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.28	32.77	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-108.78	31.41	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-108.71	31.51	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.31	31.96	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.34	30.09	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri"	-109.83	32.25	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-108.87	31.89	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.17	31.94	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-108.79	31.42	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.47	32.24	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.35	32.05	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.38	32.02	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.35	32.02	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-108.36	32.54	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-110.13	31.53	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.24	31.87	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.74	32.69	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.3	30.1	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.95	30.63	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.19	30.38	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.27	32.77	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-110.21	31.9	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.33	31.98	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.08	31.33	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-110.18	31.72	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri x celsum"	-109.22	31.93	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum x palmeri"	-109.22	31.93	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri"	-109.89	31.43	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre curvirostre"	-108.93	31.42	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri"	-109.32	31.12	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.45	31.9	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.03	31.84	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.75	31.88	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri"	-109.22	31.93	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri"	-109.55	31.34	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri"	-110.28	31.45	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.71	31.69	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.25	32	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.25	32.1	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.08	31.32	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.05	31.38	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum x palmeri"	-109.38	30.44	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-108.28	32.77	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre"	-108.73	32.68	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri"	-108.28	32.77	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.93	31.42	"unknown"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.14	31.91	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.53	31.53	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.5	31.74	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.88	32.31	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.69	31.68	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.15	31.91	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.27	31.34	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.98	32.1	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.51	31.59	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.4	31.48	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.56	31.59	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.4	31.35	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.05	32.08	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.68	31.6	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.49	32.23	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.03	31.84	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.04	31.36	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.08	31.33	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.44	32.16	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.07	32.41	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.09	31.47	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.12	32.36	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109	32.79	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.13	31.92	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.63	31.39	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.51	31.34	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.59	31.36	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.72	32.21	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.93	32.34	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.76	31.96	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.18	31.89	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.19	31.93	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.17	31.96	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.01	31.91	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.75	31.88	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.17	31.94	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.34	31.7	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.61	31.37	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.56	31.36	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.32	31.75	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.75	31.39	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.74	32.69	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.07	30.6	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.08	30.6	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.08	31.32	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.05	31.38	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-110.04	32.03	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.74	32.72	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.83	32.25	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.46	32.62	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.27	32.77	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.48	32.33	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.79	31.44	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.87	31.42	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.93	31.42	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.22	31.93	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.29	31.85	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.31	31.96	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.29	31.9	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.71	31.69	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.22	31.94	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.33	32.02	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.38	31.93	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.37	32.07	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.25	32	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.25	32.1	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-110.21	31.9	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-109.33	31.98	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-110.18	31.72	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.3	30.1	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.35	30.09	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.28	32.78	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum R.T.Moore, 1941"	-108.28	32.77	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.14	31.91	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.37	32.07	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.33	32.02	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.22	31.94	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.75	31.39	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.56	31.36	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.74	32.72	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.34	31.7	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.08	30.6	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.79	31.44	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.87	31.42	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.28	32.78	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.48	32.33	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.83	32.25	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre"	-110.04	32.03	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre"	-109.75	31.88	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.38	31.93	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.29	31.9	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.32	31.75	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.61	31.37	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.22	31.93	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.28	32.77	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.31	31.96	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.34	30.09	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.17	31.94	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.74	32.69	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.3	30.1	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.27	32.77	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-110.21	31.9	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.33	31.98	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.08	31.33	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-110.18	31.72	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre palmeri x celsum"	-109.22	31.93	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum x palmeri"	-109.22	31.93	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.03	31.84	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.75	31.88	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.71	31.69	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.25	32	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.25	32.1	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.08	31.32	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-109.05	31.38	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum x palmeri"	-109.38	30.44	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre celsum"	-108.93	31.42	"celsum"	1	0	1	"celsum"
"Toxostoma curvirostre (Swainson, 1827)"	-99.21	19.5	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.75	20.18	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.14	19.31	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.03	19.25	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.15	19.32	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-97.41	18.46	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.02	19.34	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.31	19.7	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.31	19.37	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.11	19.91	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.22	19.34	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.07	19.46	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.2	19.41	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-97.29	17.45	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.06	19.59	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.15	19.26	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.22	19.72	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.14	19.39	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.16	19.27	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.98	19.33	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.17	19.34	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-100.02	19.25	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.03	19.37	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.05	19.59	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.17	19.39	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.98	19.31	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-100.64	20.07	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.18	18.85	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.16	19.65	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.99	19.7	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-100.01	19.25	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.05	19.46	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-100.02	19.26	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.19	19.42	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.09	19.34	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.14	19.34	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-100.14	19.2	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.17	19.31	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-97.45	18.33	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.4	20.2	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.11	19.87	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-97.31	18.72	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.06	19.37	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.2	19.5	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.23	19.32	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.14	19.5	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.14	19.48	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.16	19.41	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-100.11	19.15	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.9	19.85	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.21	19.3	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-100.6	20.11	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.36	19.63	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.12	19.28	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.2	19.69	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.08	19.46	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.19	19.32	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.07	19.59	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.09	19.3	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.09	19.29	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.21	19.44	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.04	19.57	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.07	19.48	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-97.37	17.87	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.07	19.29	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.79	20.02	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.23	19.33	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.18	19.3	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.2	19.61	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.2	18.88	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-97.36	17.61	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.72	20.06	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.12	19.61	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.55	19.25	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.2	19.29	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.35	19.06	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.19	19.53	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.3	19.2	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.28	19.16	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.03	19.39	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.05	19.47	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-98.26	19.05	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.01	19.59	"unknown"	0	1	1	"curvirostre"
"Toxostoma curvirostre (Swainson, 1827)"	-99.11	19.34	"unknown"	0	1	1	"curvirostre"
