"name"	"longitude"	"latitude"	"subspecies"	"amaka"	"atlantica"	"beata"	"numSubsppGroups"	"assigned"
"Melospiza melodia (A.Wilson, 1810)"	-73.15	40.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.06	36.91	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-78.17	38.22	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.14	41.98	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-70.85	41.64	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.4	39.06	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.57	37.12	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.86	37.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-72.82	41.77	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.28	41.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.18	40.9	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.2	40.86	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.03	41.57	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.14	41.97	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.18	41.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.96	40.78	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.2	42	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.43	41.69	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.12	40.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.25	41.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.48	38.31	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-70.89	41.64	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.97	40.78	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.2	40.69	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.28	41.81	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-72.93	41.32	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-72.76	41.78	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.03	41.01	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.5	37.09	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.26	41.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.22	40.52	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.53	38.7	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.75	39.67	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.46	41.4	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.87	41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.84	40.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.3	39.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.19	39.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.74	40.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.31	41.51	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.59	40.54	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.6	39.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-70.77	41.87	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.03	39.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.07	40.09	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.08	40.09	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.41	39.09	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.66	41.75	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-78.18	38.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.19	40.32	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.76	40.19	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-72.62	41.94	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.5	40.53	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.24	41.71	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.34	40.04	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.55	40.83	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.45	41.81	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.88	41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.37	39.87	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.7	38.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.45	41.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.46	41.38	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.18	41.57	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.23	41.14	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.99	41.86	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.94	38.94	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.34	38.97	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.99	40.65	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.65	41.66	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.29	41.71	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.05	40.63	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.1	40.73	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.4	41.45	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.76	40.76	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.78	41.25	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-72.88	40.79	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.41	39.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-72.93	41.31	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.22	36.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.23	40.63	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-72.6	41.63	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.06	38.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.66	40.33	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.32	41.58	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77	38.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.92	40.58	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.95	38.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.1	40.43	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.87	41.31	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.88	41.31	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.87	41.34	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.93	38.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.86	41.33	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.88	41.34	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.42	40.49	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.93	38.98	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.12	36.83	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.66	40.32	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.44	38.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.68	41.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.22	38.91	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.39	39.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.39	39.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-78.12	38.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.93	41.04	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.96	40.65	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.3	37.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.19	40.06	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.07	40.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.96	41.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.54	41.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.54	41.04	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.36	41.72	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.05	38.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.86	40.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.62	40.62	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.91	40.21	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.24	40.33	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.1	40.3	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.05	40.67	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.28	40.04	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.29	41.41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.17	39.98	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.27	41.75	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.13	38.87	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.26	40	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.19	39.98	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.13	39.73	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.57	40.59	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.68	37.42	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.39	40.02	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.41	38.7	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.14	41.69	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.99	40.66	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.97	38.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.09	40.11	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.5	40.83	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.24	41.16	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.29	41.34	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.31	41.44	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-71.33	41.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.06	38.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.39	40.27	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-73.6	40.59	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.51	40.39	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.66	40.35	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-77.1	39	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-72.69	41.29	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.25	40.5	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.23	40.07	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.13	39.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.72	41.7	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-74.91	39.85	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.77	40.07	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-72.36	41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-72.35	40.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-75.21	40.05	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia (A.Wilson, 1810)"	-76.96	38.91	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.53	39.49	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.06	38.86	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.09	40.11	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.12	41.3	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.18	40.75	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.42	39.45	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.26	40.8	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.4	41.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.83	40.62	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.47	40.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.48	40.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74	40.65	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.05	38.96	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.02	40.69	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.51	40.6	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.04	38.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.01	40.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.97	40.65	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.15	38.9	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.87	40.73	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-74.02	40.69	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.36	38.94	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.09	38.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.94	38.91	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.95	38.91	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.97	40.66	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.2	41.24	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.06	38.41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.01	38.89	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.23	38.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.34	37.02	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.29	40.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.93	38.96	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.55	41.25	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.54	41.25	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.04	41.48	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.26	39.89	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.61	39.39	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74	40.45	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.07	40.33	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.12	40.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.11	40.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.88	41.31	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.96	40.67	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.02	39.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.89	41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.39	40.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.99	37.17	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.98	38.97	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.1	41.17	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.72	39.23	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.97	41.43	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.2	41.59	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-71.46	41.42	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.52	41.55	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.23	40.16	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.07	38.81	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.54	41.52	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.48	37.56	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.24	38.64	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.49	39.98	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.6	39.77	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.99	38.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.74	40.15	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.12	38.86	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.29	40.24	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.35	38.94	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.51	39.9	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.1	41.39	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.14	38.91	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.09	38.79	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.2	41.6	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.03	40.69	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.41	39.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.27	41.48	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.65	41.59	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.79	39.67	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.01	40.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.07	39.91	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.06	38.84	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.88	41.35	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.62	41.58	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.94	38.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.84	40.48	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.62	41.46	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.97	40.78	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.64	40.68	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.34	38.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.45	41.11	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.16	40.23	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.15	40.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.01	40.9	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.15	40.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.47	39.26	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.06	38.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.48	39.94	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.1	40.79	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.86	40.73	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.57	37.67	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.77	41.78	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.25	38.83	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.16	40.47	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.65	41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.77	39.06	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.31	41.45	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.13	36.86	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.89	41.18	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.14	40.54	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.55	41.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.94	41.33	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.34	38.97	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.99	40.66	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.66	41.36	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.92	40.58	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.06	40.29	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.95	38.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.78	39.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.34	37.11	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.13	41.3	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.29	41.22	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.6	37.67	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.27	38.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.09	38.9	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.03	40.12	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.01	36.8	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.15	40.81	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.55	40.87	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.29	38.84	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.58	39.29	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.34	40.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.46	40	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.18	39.97	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.2	40.62	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.16	40.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.16	38.21	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.21	41.63	"unknown"	0	1	0	1	"atlantica"
