"name"	"longitude"	"latitude"	"subspecies"	"amaka"	"atlantica"	"saltonis"	"numSubsppGroups"	"assigned"
"Melospiza melodia fallax"	-115.66	33.14	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.53	32.81	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.67	32.85	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-116.36	32.97	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.51	32.83	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.52	32.8	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-111.74	33.08	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia morphna"	-116.09	33.9	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-115.57	33.24	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-110.19	31.72	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-117.09	32.67	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-110.59	31.83	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-117.08	32.66	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-116.84	33.02	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-116.95	33.09	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-110.19	31.72	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia cooperi"	-117.08	32.66	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.87	32.19	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia cooperi"	-116.92	32.86	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-115.53	32.98	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-111.91	33.41	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-109.54	33.79	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-111.44	32.82	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-110.99	32.27	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-114.34	34.1	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-114.31	34.15	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-114.4	34.48	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-109.38	33.76	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-112.42	33.45	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia merrilli"	-110.81	32.32	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-111.11	32.36	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia cooperi"	-111.13	32.37	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia"	-110.64	32.69	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia merrilli"	-110.64	32.69	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia montana"	-111	32.24	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-111.13	33.67	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fisherella"	-115.83	33.33	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.19	31.72	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-117	32.79	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-117.03	32.77	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-116.51	34.07	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia montana"	-115.97	33.69	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.61	33.48	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.68	33.18	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.47	32.88	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-117.09	33.12	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-117	32.75	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.6	32.72	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-116.81	34.2	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia heermanni"	-116.35	32.6	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.52	33.6	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-116.07	33.56	"unknown"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.73	33.43	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-112.32	33.24	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-112.42	33.45	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.48	32.8	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-110.79	31.51	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-110.76	31.54	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-110.76	31.5	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.56	32.79	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.5	32.82	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.51	32.82	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.5	32.83	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.66	33.57	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-110.87	32.27	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.3	34.17	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.62	32.72	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.68	33.43	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.56	32.78	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.59	32.78	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-111.13	33.67	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-110.87	32.26	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-116.07	33.57	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-114.62	32.73	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-110.19	31.72	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-110.22	31.88	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-112.07	33.45	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis Grinnell, 1909"	-112.08	33.59	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.82	32.26	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.76	31.54	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.28	31.55	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-111.74	33.36	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.65	33.15	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.95	33.52	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.85	31.5	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.83	31.5	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-112.7	33.93	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-111.16	33.28	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-111.73	33.36	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.74	32.24	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-111.02	32.28	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.13	31.54	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.14	31.55	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.73	32.24	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.81	32.31	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.77	31.53	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-112.32	33.38	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-111.04	31.62	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-111.23	32.57	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-112.69	33.93	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.54	33.57	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-109.72	31.56	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-109.7	32.75	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-111.05	31.56	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.62	33.18	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-111.05	31.61	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-110.91	32.23	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-111.13	32.39	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.71	33.08	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.51	32.82	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-110.79	31.51	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-110.76	31.54	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-110.76	31.5	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.59	32.78	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.62	32.73	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-110.22	31.88	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-112.07	33.45	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-116.07	33.57	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-112.32	33.24	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.66	33.57	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.73	33.43	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.56	32.78	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-110.87	32.26	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.68	33.43	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-110.86	32.18	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-116.07	33.57	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.97	33.69	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.53	33.62	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.7	33.33	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.68	33.23	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.5	33.01	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.47	32.89	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.49	32.82	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.54	32.78	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.53	32.77	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.72	32.72	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.75	32.73	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.53	33.05	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.62	33.17	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.71	33.42	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.57	33.17	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.66	33.14	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.53	32.81	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.67	32.85	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.51	32.83	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-110.19	31.72	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-112.42	33.45	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-111.13	33.67	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.61	33.48	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.68	33.18	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.47	32.88	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.6	32.72	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.52	33.6	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-116.07	33.56	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia [fallax Group]"	-114.05	34.27	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia [fallax Group]"	-114.5	33.02	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-114.8	32.58	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.56	32.79	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.3	34.17	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.5	32.83	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.5	32.82	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-114.62	32.72	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-116.08	33.57	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia [fallax Group]"	-114.28	34.17	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia [fallax Group]"	-114.6	33.48	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia fallax"	-115.15	32.63	"saltonis"	0	0	1	1	"saltonis"
"Melospiza melodia saltonis"	-110.87	32.27	"saltonis"	0	0	1	1	"saltonis"
