"name"	"longitude"	"latitude"	"subspecies"	"amaka"	"atlantica"	"inexspectata"	"mailliardi"	"numSubsppGroups"	"assigned"
"Melospiza melodia"	-88.75	48.47	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-81.77	36.87	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-98.19	19.03	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-98.29	19.19	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-74.1	40.79	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-71.17	42.34	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.04	37.92	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.86	40.73	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.37	47.71	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-75.8	45.37	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.57	37.67	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.77	41.78	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-121.9	36.54	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.78	45.64	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-124.11	40.81	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-125.31	49.74	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.79	45.63	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-75.9	45.31	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-99.19	19.32	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.41	44.9	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-78.31	44.32	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.68	45.68	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.25	38.83	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.8	45.24	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.11	39.62	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-65.84	46.95	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-71.52	42.48	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.66	43.19	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-75.16	40.47	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.65	41	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-86.41	39.37	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-86.59	39.27	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-86.45	39.21	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.74	42.97	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-117.33	33.81	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-113.73	53.6	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-120.64	35.14	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-125.24	49.89	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.37	34	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-118.57	34.08	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-88.14	41.96	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-91.79	43.3	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-88.04	41.89	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-88.16	42.12	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-88.07	41.88	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.46	46.48	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-83.62	35.25	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.2	41.11	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-69.14	44.44	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-93.39	44.97	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-121.93	42.58	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.36	37.42	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.45	43.79	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-74.77	39.06	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.77	45.64	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-119.35	34.41	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-99.97	50.66	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-118.13	34.21	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-105.12	39.69	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.61	43.06	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.13	44.61	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-135.49	59.27	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-78.75	38.41	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-60.54	45.91	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-63.46	45.88	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-81.25	43.01	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.24	33.82	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-118.15	34.22	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-91.67	41.99	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.88	45.62	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-99.15	19.32	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.85	45.59	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.89	45.61	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.73	45.4	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-112.83	53.67	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia melodia"	-75.66	42.84	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-71.31	41.45	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.44	45.62	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-117.27	33	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-117.28	33	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.89	42.56	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-123.36	48.41	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-71.37	42.35	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-124	44.9	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.13	41.71	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.09	41.6	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.08	41.74	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.79	47.06	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-81.61	38.34	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.13	36.86	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-69.16	44.05	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.07	36.95	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.44	45.65	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-75.69	45.38	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.8	45.45	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-132.11	53.06	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.92	46.23	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.91	46.23	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.92	46.22	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.53	39.18	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-107.95	34.98	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-63.68	44.7	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.81	46.26	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.42	42.49	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.45	39.37	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.51	43.67	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-114.78	53.57	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-89.21	48.37	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-71.27	46.86	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-89.22	48.4	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-120.84	35.34	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-78.51	38.03	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.48	43.74	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.12	43.79	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-117.65	33.47	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-60.19	46.13	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-119.88	34.41	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia fallax"	-110.76	31.54	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-61	46.35	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.83	45.38	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-123.94	45.73	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.46	45.64	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-83.9	46.3	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.48	45.61	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.72	36.38	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-121.88	42.64	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.3	45.7	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-106.67	52.11	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.89	41.18	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-89.55	44.12	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-124.36	40.29	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.17	44.97	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.87	45.63	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.89	45.62	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.87	45.62	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.44	37.8	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.52	43.52	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.24	42.94	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.25	42.57	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-123.82	47.5	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-106.28	40.62	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-119.84	34.44	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-90.66	43.17	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-67.06	45.08	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.71	44.76	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-106.82	39.2	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-82.79	35.28	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-89.73	43.47	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-90.26	48.2	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.72	44.46	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-83.64	42.54	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-118.93	34.23	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-104.74	39.72	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-67.4	44.7	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-115.59	51.19	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-111.03	32.28	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-85.24	37.99	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-99.1	19.3	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.4	43.28	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-99.3	19.31	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-88.13	42.64	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.71	47.08	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-63.58	45.83	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-68.45	44.13	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.57	45.44	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-74.14	40.54	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.73	53.92	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-78.86	42.85	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.49	43.52	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-98.37	19.9	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-119.65	49.51	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-119.58	49.45	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-71.55	41.74	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.36	43.39	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.25	43.3	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-64.37	45.09	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-66.11	45.29	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-74.99	44.67	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-123.13	45.34	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-91.11	44.77	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-71.27	46.78	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.93	44.6	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-123.98	45.49	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.07	42.17	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.97	41.86	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-81.66	41.43	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-93.02	44.79	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.51	47.3	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.17	44.44	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-117.12	32.57	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia melodia"	-72.69	44.48	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-88.39	43.39	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-88.34	43.22	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.85	42.84	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.55	43.58	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-89.09	43.91	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-66.75	44.73	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.94	41.33	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.48	37.77	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-85.58	42.24	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.73	43.73	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-75.16	43.87	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.34	38.97	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-85.9	37.53	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.45	42.48	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-121.79	37.18	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.52	43.83	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.5	41.83	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.42	41.94	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.47	45.61	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.96	40.18	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-69.4	48.35	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.96	42.81	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.29	44.86	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-118.05	34.14	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-86.64	34.72	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.69	45.49	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.99	44.52	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.04	39.73	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-81.86	42.28	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-71.11	42.35	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-65.78	44.56	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-63.48	44.66	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.59	44.35	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.25	39.06	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.18	47.16	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-117.13	47.64	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-99.15	19.45	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.99	40.66	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-118.29	33.78	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.27	39.88	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-116.58	32.99	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-126.7	55.43	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.8	45.33	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.72	47.08	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-115.59	51.17	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-78.91	40.28	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-71.19	46.8	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-96.47	46.86	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-123.88	46.15	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-113.41	52.98	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-111.83	40.7	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-135.85	58.47	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-78.9	35.64	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-71.49	43.39	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-93.46	45.07	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.92	45.46	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.66	41.36	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-63.35	44.65	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.33	47.84	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-89.43	43.25	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.61	44.22	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.83	39.44	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-116.59	43.69	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-89.58	43.87	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.54	44.71	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.43	46.57	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.59	46.53	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.92	40.58	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.14	43.81	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.06	43.87	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.4	47.16	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.47	43.46	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.02	41.67	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.55	44.1	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-123.12	49.3	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-64.31	45.11	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-85.15	35.18	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-103.92	44.35	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.57	45.93	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-88.42	42.85	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.52	38.03	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-99.17	19.34	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-78.66	35.77	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-99.11	19.25	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-82.65	41.43	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-75.06	40.29	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-74.95	38.95	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-74.78	39.03	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-97.22	49.82	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.76	43.56	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-112.15	41.2	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.42	42.48	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-117.18	32.78	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.34	37.11	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.21	44.74	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-82.8	42.58	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.21	43.88	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.02	39.75	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.02	39.76	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.65	43.07	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.53	47.31	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-123.93	47.86	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.21	43.94	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-78.95	36	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-76.55	42.54	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.71	44.05	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-75.02	44.54	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-120.76	49.06	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-78.65	45.55	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-62.07	46.44	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.55	43.33	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-88.36	42.07	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-87.81	42.42	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.26	45.19	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.67	45.71	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-107.23	37.51	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-113.66	53.62	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.27	41.71	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-69.01	44.06	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.49	37.77	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-105.22	36.54	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-64.42	48.85	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.97	44.47	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-93.39	41.94	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-121.49	41.86	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-70.71	43.04	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.17	42.6	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.47	47.45	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.33	47.82	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-55.83	47.07	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-84.67	44.74	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-111.37	44.62	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-63.44	44.6	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.26	40.47	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-103.66	44.2	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-72.13	41.3	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-75.72	44.95	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-78.39	45.52	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.25	45.89	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.65	45.47	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.84	44.73	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-82.27	45.67	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-81.24	42.98	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.17	42.12	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-80.08	42.08	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-74.29	41.22	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-88.24	42.55	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.37	43.79	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-79.52	44.14	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-121.98	37.43	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-122.68	45.71	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-73.71	43.43	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.6	37.67	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-69.11	44.24	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-75.63	45.46	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.27	38.88	"unknown"	0	0	0	0	0	"none"
"Melospiza melodia"	-77.09	38.9	"unknown"	0	0	0	0	0	"none"
