"name"	"longitude"	"latitude"	"subspecies"	"beata"	"juddi"	"merrilli"	"pectoralis"	"numSubsppGroups"	"assigned"
"Melospiza melodia (A.Wilson, 1810)"	-122.05	49.09	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.14	47.78	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.96	49.1	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.38	47.56	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.26	47.26	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.04	47.38	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.12	47.32	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.49	47.24	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia morphna Oberholser, 1899"	-122.51	47.31	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.49	47.38	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.37	47.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.26	49.07	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.29	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.94	47.08	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.4	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.75	49.2	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.17	47.45	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.4	47.69	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.96	45.63	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.96	49.24	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-118.41	46.05	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.35	47.68	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.84	47.45	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.13	47.63	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.57	47.43	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-118.59	45.75	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia montana Henshaw, 1884"	-117.93	45.01	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.18	48.03	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.64	47.1	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.18	47.84	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia morphna Oberholser, 1899"	-122.38	47.71	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.99	47.71	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.55	47.61	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.95	49.16	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.55	47.25	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.21	47.76	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.92	49.12	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.63	47.1	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.33	47.21	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.34	47.68	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.42	47.68	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-123	47	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-123.01	47	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.15	47.73	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122	47.55	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122	47.56	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.11	47.68	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.17	48.04	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia morphna Oberholser, 1899"	-122.04	47.53	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.94	49.26	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.38	47.63	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.21	47.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.29	47.71	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.43	49.38	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.3	47.65	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.76	47.6	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.43	47.64	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.28	47.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.34	47.77	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.54	47.79	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.53	47.58	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.48	46.91	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.36	47.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.06	47.56	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia morphna Oberholser, 1899"	-117.42	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.22	47.54	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.51	47.34	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.03	47.53	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-120.91	45.62	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.26	47.41	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.86	45.21	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia montana Henshaw, 1884"	-117.93	45.22	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.11	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.4	47.22	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.51	45.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.17	47.86	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.5	47.39	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.5	47.3	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.77	49.3	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.88	49.08	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.9	47.69	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.56	47.17	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.9	47.02	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.56	47.64	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.5	47.6	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.55	47.6	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.53	47.91	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.28	47.6	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.21	45.28	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-124.09	46.79	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-120.88	45.53	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.25	47.68	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.36	47.75	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.08	47.86	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.33	47.63	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.27	47.68	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.42	47.64	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.38	47.81	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.33	47.68	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.76	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.95	49.13	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.89	47.37	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-123.62	46.56	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.4	47.67	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.55	47.77	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.14	47.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.25	47.46	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.06	47.64	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.41	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.23	47.43	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.34	47.65	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.03	47.27	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.41	47.69	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-120.18	45.24	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.32	47.33	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.33	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.5	47.35	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.42	47.53	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.67	47.92	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.91	45.33	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.45	47.42	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.91	49.03	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.94	46.95	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.35	47.67	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.1	47.72	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.8	49.2	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-118.94	46.03	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.05	45.6	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.64	47.58	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.37	47.75	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.75	47.09	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia merrilli Brewster, 1896"	-123.95	46.97	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia montana Henshaw, 1884"	-117.32	47.86	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.12	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.38	47.76	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.37	47.1	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.3	47.67	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-120.49	49.48	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.09	47.86	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-120.96	45.65	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.33	47.29	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.49	47.39	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.5	47.63	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-121.92	49.08	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.31	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.88	47.89	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.87	47.8	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.44	47.37	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.32	47.61	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia morphna Oberholser, 1899"	-122.53	47.31	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.25	47.37	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.6	47.16	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.46	47.2	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.49	47.28	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.9	47.13	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.27	47.39	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.5	47.41	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia morphna Oberholser, 1899"	-122.21	47.61	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.42	47.77	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.27	46.92	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.53	47.3	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.36	47.81	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.46	47.08	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.29	47.93	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.3	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia merrilli Brewster, 1896"	-118.38	46.04	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.53	47.23	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.46	47.19	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.39	47.23	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia montana Henshaw, 1884"	-117.31	45.42	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.33	47.62	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.57	47.53	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-122.25	47.56	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia (A.Wilson, 1810)"	-117.87	47.67	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia morphna"	-122.93	47.13	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.29	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.3	47.63	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.49	47.47	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-120.83	45.68	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-118.26	46.08	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.52	47.3	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.38	47.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.2	47.77	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.41	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.39	47.81	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.37	47.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.24	47.75	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-118.46	46.04	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.15	48.84	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.2	47.61	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.51	47.34	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia montana"	-118.03	45.29	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-124.64	47.92	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-120.79	49.06	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.38	47.71	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.5	47.35	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.48	47.39	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.77	47.12	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.93	47.49	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.24	47.41	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.47	47.39	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.46	47.43	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.25	47.74	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.29	47.94	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.5	47.8	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.4	47.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-119.77	49.33	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.11	47.74	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-120.78	49.06	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.16	48.83	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-121.94	49.26	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.05	47.71	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.25	47.68	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.71	47.07	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.15	48.52	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.31	47.62	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.93	47.09	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.21	47.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.41	47.67	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.46	47.42	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-124.59	47.88	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-121.9	45.67	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.14	47.56	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-121.92	49.1	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-121.08	49.21	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.22	47.84	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.37	47.71	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-123.82	47.5	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.71	47.08	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.51	47.3	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.18	47.16	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-117.13	47.64	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.72	47.08	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.33	47.84	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.4	47.16	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.53	47.31	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-123.93	47.86	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-120.76	49.06	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.47	47.45	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.33	47.82	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.2	47.31	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.18	47.84	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-117.23	45.34	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia montana"	-117.31	45.42	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia morphna"	-122.13	47.6	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.81	47.27	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.47	47.44	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.11	47.65	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-124.04	46.89	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.21	47.52	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia montana"	-117.95	45.27	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-124.11	46.84	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.5	47.42	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.52	47.8	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.69	47.64	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-119.31	46.27	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.32	47.67	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.88	47.18	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.27	47.24	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.36	47.1	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.36	47.17	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.43	47.66	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-117.87	47.67	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.55	47.7	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.38	47.39	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.53	47.91	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.18	47.15	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.18	47.17	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.5	47.38	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-119.31	46.28	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.13	47.68	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.29	47.65	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.25	47.56	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-122.73	47.09	"unknown"	0	0	1	0	1	"merrilli"
"Melospiza melodia"	-118.16	47.13	"unknown"	0	0	1	0	1	"merrilli"
