"name"	"longitude"	"latitude"	"subspecies"	"medius"	"arizonae"	"numSubsppGroups"	"assigned"
"Vireo bellii"	-88.52	30.34	"unknown"	0	0	0	"none"
"Vireo bellii"	-104.77	19.3	"unknown"	0	0	0	"none"
"Vireo bellii"	-103.87	19.13	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.28	25.67	"unknown"	0	0	0	"none"
"Vireo bellii"	-60.17	46.15	"unknown"	0	0	0	"none"
"Vireo bellii"	-73.07	41.2	"unknown"	0	0	0	"none"
"Vireo bellii"	-92.27	14.92	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.42	37.23	"unknown"	0	0	0	"none"
"Vireo bellii"	-89.99	35.15	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.96	36.97	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.4	40.7	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.91	36.14	"unknown"	0	0	0	"none"
"Vireo bellii"	-105.19	40.05	"unknown"	0	0	0	"none"
"Vireo bellii"	-88.14	41.57	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.06	34.42	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.33	38.5	"unknown"	0	0	0	"none"
"Vireo bellii"	-90.38	38.63	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.48	35.25	"unknown"	0	0	0	"none"
"Vireo bellii"	-90.12	41.92	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.37	44.83	"unknown"	0	0	0	"none"
"Vireo bellii"	-89.52	36.2	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.14	44.21	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.2	37.17	"unknown"	0	0	0	"none"
"Vireo bellii"	-89.51	41.76	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.53	42.53	"unknown"	0	0	0	"none"
"Vireo bellii"	-90.62	43.62	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.6	41.07	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-84	39.88	"unknown"	0	0	0	"none"
"Vireo bellii"	-88.86	38.75	"unknown"	0	0	0	"none"
"Vireo bellii"	-86.83	40.5	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.27	38.91	"unknown"	0	0	0	"none"
"Vireo bellii"	-74.94	38.95	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.14	36.42	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.09	40.18	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.28	44.79	"unknown"	0	0	0	"none"
"Vireo bellii"	-104.7	38.26	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.35	44.61	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.46	37.74	"unknown"	0	0	0	"none"
"Vireo bellii"	-92.62	43.89	"unknown"	0	0	0	"none"
"Vireo bellii"	-91.73	41.77	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.56	41.02	"unknown"	0	0	0	"none"
"Vireo bellii"	-87.52	41.74	"unknown"	0	0	0	"none"
"Vireo bellii"	-84.51	39.13	"unknown"	0	0	0	"none"
"Vireo bellii"	-84.58	40.09	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.37	41.68	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.92	38.69	"unknown"	0	0	0	"none"
"Vireo bellii"	-103.81	19.21	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.04	42.78	"unknown"	0	0	0	"none"
"Vireo bellii"	-84.68	39.66	"unknown"	0	0	0	"none"
"Vireo bellii"	-87.64	41.93	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.42	37.22	"unknown"	0	0	0	"none"
"Vireo bellii"	-90.4	34.78	"unknown"	0	0	0	"none"
"Vireo bellii"	-89.48	39.66	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.52	25.4	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.48	25.52	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.23	38.92	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.97	25.34	"unknown"	0	0	0	"none"
"Vireo bellii"	-89.57	36.1	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.97	36.05	"unknown"	0	0	0	"none"
"Vireo bellii"	-123.01	37.7	"unknown"	0	0	0	"none"
"Vireo bellii"	-87	13.99	"unknown"	0	0	0	"none"
"Vireo bellii"	-92.89	15.52	"unknown"	0	0	0	"none"
"Vireo bellii"	-98.66	43.09	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.52	42.87	"unknown"	0	0	0	"none"
"Vireo bellii"	-98.45	43.17	"unknown"	0	0	0	"none"
"Vireo bellii"	-87.06	45.71	"unknown"	0	0	0	"none"
"Vireo bellii"	-92.39	38.94	"unknown"	0	0	0	"none"
"Vireo bellii"	-89.77	43.36	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.96	40.65	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.76	38.48	"unknown"	0	0	0	"none"
"Vireo bellii"	-102.12	41.26	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.06	25.25	"unknown"	0	0	0	"none"
"Vireo bellii"	-104.96	19.41	"unknown"	0	0	0	"none"
"Vireo bellii"	-88.92	42.25	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.46	37.73	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.72	24.96	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.43	44.45	"unknown"	0	0	0	"none"
"Vireo bellii"	-89.72	40.9	"unknown"	0	0	0	"none"
"Vireo bellii"	-86.46	42.12	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.65	41.21	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.08	40.5	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.84	38.1	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.05	22.15	"unknown"	0	0	0	"none"
"Vireo bellii"	-87.87	41.58	"unknown"	0	0	0	"none"
"Vireo bellii"	-104.64	38.27	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.21	35.06	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.98	25.34	"unknown"	0	0	0	"none"
"Vireo bellii"	-88.22	41.83	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.69	41.02	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.94	40.76	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.31	25.74	"unknown"	0	0	0	"none"
"Vireo bellii"	-88.99	37.33	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.16	25.67	"unknown"	0	0	0	"none"
"Vireo bellii"	-89.19	37.85	"unknown"	0	0	0	"none"
"Vireo bellii"	-88.13	41.37	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.05	37.05	"unknown"	0	0	0	"none"
"Vireo bellii"	-90.73	38.7	"unknown"	0	0	0	"none"
"Vireo bellii"	-91.22	30.35	"unknown"	0	0	0	"none"
"Vireo bellii"	-92.14	41.64	"unknown"	0	0	0	"none"
"Vireo bellii"	-104.94	19.37	"unknown"	0	0	0	"none"
"Vireo bellii"	-88.1	30.25	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.16	40.03	"unknown"	0	0	0	"none"
"Vireo bellii"	-87.8	42.45	"unknown"	0	0	0	"none"
"Vireo bellii"	-93	44.73	"unknown"	0	0	0	"none"
"Vireo bellii"	-79.21	43.24	"unknown"	0	0	0	"none"
"Vireo bellii"	-86.98	13.99	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.49	35.24	"unknown"	0	0	0	"none"
"Vireo bellii"	-82.86	39.84	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.26	39.99	"unknown"	0	0	0	"none"
"Vireo bellii"	-82.83	39.76	"unknown"	0	0	0	"none"
"Vireo bellii"	-82.88	40.08	"unknown"	0	0	0	"none"
"Vireo bellii"	-104.94	19.36	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.54	35.27	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-70.54	41.92	"unknown"	0	0	0	"none"
"Vireo bellii"	-81.36	28.49	"unknown"	0	0	0	"none"
"Vireo bellii"	-87.39	46.58	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.57	25.4	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.99	37.91	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.9	35.97	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.26	38.55	"unknown"	0	0	0	"none"
"Vireo bellii"	-82.52	41.96	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.99	37.88	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.9	37.39	"unknown"	0	0	0	"none"
"Vireo bellii"	-86.86	37.35	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.26	40	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.98	36.05	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.44	35.17	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.13	34.52	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.45	25.69	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.47	42.9	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.03	34.45	"unknown"	0	0	0	"none"
"Vireo bellii"	-103.25	24.97	"unknown"	0	0	0	"none"
"Vireo bellii"	-70.54	41.92	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.08	36.15	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.56	43.09	"unknown"	0	0	0	"none"
"Vireo bellii"	-90.74	38.71	"unknown"	0	0	0	"none"
"Vireo bellii"	-92.41	38.83	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.84	40.29	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.84	40.28	"unknown"	0	0	0	"none"
"Vireo bellii"	-104.09	18.93	"unknown"	0	0	0	"none"
"Vireo bellii"	-84.78	39.21	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.24	40.59	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.21	44.84	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.14	26.15	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.42	23.31	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-90.31	38.57	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-91.65	40.88	"unknown"	0	0	0	"none"
"Vireo bellii"	-88.92	39.86	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-87.7	42.05	"unknown"	0	0	0	"none"
"Vireo bellii"	-88.11	41.53	"unknown"	0	0	0	"none"
"Vireo bellii"	-87.63	41.93	"unknown"	0	0	0	"none"
"Vireo bellii"	-99.59	42.72	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-99.34	38.87	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.64	37.04	"unknown"	0	0	0	"none"
"Vireo bellii"	-102.12	38.05	"unknown"	0	0	0	"none"
"Vireo bellii"	-102.26	40.99	"unknown"	0	0	0	"none"
"Vireo bellii"	-90.15	41.45	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.92	39.03	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.33	38.88	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.28	38.9	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.26	38.95	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.24	37.07	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.93	37.07	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.97	37.08	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.1	39.81	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.03	39.67	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.98	39.19	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.04	39.69	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.09	39.79	"unknown"	0	0	0	"none"
"Vireo bellii"	-98.71	36.16	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.9	39.37	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.93	39.7	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.57	39.04	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.31	39.01	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.2	39.13	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.17	38.87	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.51	39.09	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.59	39.09	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.44	39.13	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.55	39.12	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.36	39	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.68	39.19	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.83	38.9	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.65	38.78	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.64	37.97	"unknown"	0	0	0	"none"
"Vireo bellii pusillus"	-123.97	40.86	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-96.82	42.51	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.26	38.95	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-91.43	40.36	"unknown"	0	0	0	"none"
"Vireo bellii"	-104.53	19.25	"unknown"	0	0	0	"none"
"Vireo bellii"	-103.62	19.24	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.99	36.15	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.24	38.96	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.27	38.93	"unknown"	0	0	0	"none"
"Vireo bellii medius"	-103.93	18.93	"unknown"	0	0	0	"none"
"Vireo bellii medius"	-103.54	19.4	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-94.88	35.43	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-99.48	42.74	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-96.56	40.77	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.76	35.98	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.56	35.27	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.22	36.72	"unknown"	0	0	0	"none"
"Vireo bellii"	-98.6	36.14	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.41	35.13	"unknown"	0	0	0	"none"
"Vireo bellii"	-98.13	35.33	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.48	35.15	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.49	35.15	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.45	35.21	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.73	35.5	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.67	40.8	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.28	38.9	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.3	38.96	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-91.44	41.67	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-100.46	39.78	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-96.67	40.8	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-94.81	39.83	"unknown"	0	0	0	"none"
"Vireo bellii medius"	-100.46	39.86	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.14	36.26	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-88.21	40.12	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-98.66	36	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-96.96	40.63	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-98.83	43.21	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-102.12	38.06	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-89.98	38.67	"unknown"	0	0	0	"none"
"Vireo bellii"	-99.34	38.87	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.84	37.24	"unknown"	0	0	0	"none"
"Vireo bellii"	-98.21	38.21	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.09	37.39	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.19	39.84	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.92	36.13	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.89	37.29	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.26	38.96	"unknown"	0	0	0	"none"
"Vireo bellii"	-92.31	42.47	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.53	39.83	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.46	39.78	"unknown"	0	0	0	"none"
"Vireo bellii"	-91.58	40.39	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.29	38.56	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.93	36.14	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-97.1	39.82	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-94.39	39.15	"unknown"	0	0	0	"none"
"Vireo bellii"	-89.41	41.02	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-102.12	38.05	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-102.08	39.94	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.9	45.27	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.15	40.9	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-100.37	41.02	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.26	38.98	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.95	37.09	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.51	38	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.93	39.88	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.16	38.97	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.47	42.89	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.35	41.9	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.67	37.83	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.56	38.01	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.41	39.29	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-96.84	39.06	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.2	25.44	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-97.37	38.92	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-94.39	37.23	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.88	41.01	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-98.49	38.09	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.39	35.14	"unknown"	0	0	0	"none"
"Vireo bellii"	-98.57	36.13	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.88	35.42	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.59	35.5	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.42	36.74	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.43	35.24	"unknown"	0	0	0	"none"
"Vireo bellii"	-99.78	36.83	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.78	36.6	"unknown"	0	0	0	"none"
"Vireo bellii"	-98.17	36.79	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.41	35.14	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.41	35.15	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.2	35.06	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.37	35.75	"unknown"	0	0	0	"none"
"Vireo bellii"	-90.22	40.88	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.33	38.89	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-90.47	13.91	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.9	36.22	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.92	36.13	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.87	36.13	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-90.43	38.64	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.29	39.04	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.28	38.56	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.05	36.41	"unknown"	0	0	0	"none"
"Vireo bellii"	-86.59	41.92	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-100.67	42.56	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-83.75	42.31	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.28	38.91	"unknown"	0	0	0	"none"
"Vireo bellii"	-91.48	40.64	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.82	38.89	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.38	42.51	"unknown"	0	0	0	"none"
"Vireo bellii"	-91.4	40.41	"unknown"	0	0	0	"none"
"Vireo bellii"	-97.4	37.27	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.63	37.04	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.6	39.64	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.92	36.15	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.64	37.05	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-92.47	35.07	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.9	36.13	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.27	38.49	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-87.59	41.79	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.18	39.85	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.18	40.05	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.03	40.04	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.53	37.51	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.65	42.55	"unknown"	0	0	0	"none"
"Vireo bellii bellii/medius"	-100.46	42.91	"unknown"	0	0	0	"none"
"Vireo bellii"	-101.58	43.13	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.05	40.1	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-103.85	19.15	"unknown"	0	0	0	"none"
"Vireo bellii"	-102.22	40.08	"unknown"	0	0	0	"none"
"Vireo bellii"	-102.08	39.94	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-96.16	37.98	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.69	39.04	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-91.37	40.39	"unknown"	0	0	0	"none"
"Vireo bellii"	-80.36	25.55	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.35	38.88	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.5	38.89	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.05	40.1	"unknown"	0	0	0	"none"
"Vireo bellii belli"	-89.78	14.95	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.31	36.83	"unknown"	0	0	0	"none"
"Vireo bellii"	-96.2	36.97	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.94	41.26	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-96.66	39.67	"unknown"	0	0	0	"none"
"Vireo bellii"	-84.34	29.94	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-94.23	38.97	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-88.07	13.6	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-92.65	15.36	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.62	37.57	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.28	38.92	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-73.22	40.63	"unknown"	0	0	0	"none"
"Vireo bellii"	-83.03	39.94	"unknown"	0	0	0	"none"
"Vireo bellii medius"	-102.99	23.36	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.26	39.98	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.92	36.33	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.45	40.58	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.28	40.09	"unknown"	0	0	0	"none"
"Vireo bellii"	-100.63	42.55	"unknown"	0	0	0	"none"
"Vireo bellii"	-94.43	37.66	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-90.47	13.94	"unknown"	0	0	0	"none"
"Vireo bellii"	-99.78	36.13	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.71	39.03	"unknown"	0	0	0	"none"
"Vireo bellii medius"	-103.54	19.27	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-91.4	40.41	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-88.11	41.52	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-105.5	39	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-88.57	13.23	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.23	38.97	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.27	38.95	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-95.33	38.88	"unknown"	0	0	0	"none"
"Vireo bellii"	-95.23	38.9	"unknown"	0	0	0	"none"
"Vireo bellii"	-82.92	40.08	"unknown"	0	0	0	"none"
"Vireo bellii bellii"	-83.3	40.84	"unknown"	0	0	0	"none"
"Vireo bellii"	-86.67	39.18	"unknown"	0	0	0	"none"
"Vireo bellii"	-93.5	42	"unknown"	0	0	0	"none"
"Vireo bellii medius Oberholser, 1903"	-103.37	18.76	"medius"	0	0	0	"none"
"Vireo bellii medius Oberholser, 1903"	-103.35	18.27	"medius"	0	0	0	"none"
"Vireo bellii medius Oberholser, 1903"	-103.54	19.27	"medius"	0	0	0	"none"
"Vireo bellii medius Oberholser, 1903"	-101.37	25.29	"medius"	0	0	0	"none"
"Vireo bellii medius Oberholser, 1903"	-103.93	18.93	"medius"	0	0	0	"none"
"Vireo bellii medius Oberholser, 1903"	-103.54	19.4	"medius"	0	0	0	"none"
"Vireo bellii medius Oberholser, 1903"	-102.99	23.36	"medius"	0	0	0	"none"
"Vireo bellii medius Oberholser, 1903"	-100.46	39.86	"medius"	0	0	0	"none"
"Vireo bellii medius Oberholser, 1903"	-103.7	19.25	"medius"	0	0	0	"none"
"Vireo bellii medius"	-103.93	18.93	"medius"	0	0	0	"none"
"Vireo bellii medius"	-103.54	19.4	"medius"	0	0	0	"none"
"Vireo bellii medius"	-100.46	39.86	"medius"	0	0	0	"none"
"Vireo bellii bellii/medius"	-100.46	42.91	"medius"	0	0	0	"none"
"Vireo bellii medius"	-102.99	23.36	"medius"	0	0	0	"none"
"Vireo bellii medius"	-103.54	19.27	"medius"	0	0	0	"none"
"Vireo bellii bellii"	-94.57	37.53	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-96.56	38.42	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-96.42	36.85	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-123.37	48.58	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-87.8	42.45	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-88.11	41.39	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-70.54	41.92	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-100.46	42.91	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-83.19	40.06	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-83.19	40.05	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-102.82	40.84	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-95.05	40.1	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-103.35	18.27	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-94.88	35.43	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-90.47	13.94	"bellii"	0	0	0	"none"
"Vireo bellii bellii"	-90.47	13.91	"bellii"	0	0	0	"none"
