"name"	"longitude"	"latitude"	"subspecies"	"sinuatus"	"fulvescens"	"numSubsppGroups"	"assigned"
"Cardinalis sinuatus Bonaparte, 1838"	-110.97	31.88	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.4	33.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.25	31.4	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.69	29.14	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.72	23.03	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.34	27.67	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.11	31.39	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111	31.84	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.7	31.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.85	31.77	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.66	31.64	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.85	31.43	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.9	31.47	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-101.99	32	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.47	26.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.79	31.06	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.69	27.81	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-107.31	32.88	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.55	30.03	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.18	32.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.32	31.82	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.78	31.53	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.95	29.47	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.74	30.98	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.19	29.41	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.95	32.34	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.81	32.25	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.48	26.3	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.09	32.76	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.02	31.82	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.79	32.38	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.81	31.5	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.73	27.3	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.53	29.28	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.27	30.11	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.79	27.22	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.75	31.49	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.48	32.09	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-102.72	30.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.29	31.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.79	30.89	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.37	31.54	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.57	32.74	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.74	32.5	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.22	27.63	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.88	31.41	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.12	31.91	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.24	31.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.49	31.8	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.86	32.29	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.87	32.27	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.98	29.23	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.7	32.28	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.89	32.6	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.17	26.47	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.14	26.29	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-107.61	32.18	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.5	24.09	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.25	31.44	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.46	26.4	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-101.03	29.48	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.73	32.16	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.91	32.25	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.92	32.02	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.06	26.34	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.16	29.74	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.93	31.68	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.44	27.04	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.16	26.55	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.49	31.3	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.1	31.73	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.07	26.56	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.1	32.24	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.68	31.57	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.11	30.61	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.75	31.54	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-102.07	32.23	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.45	26.44	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.93	32.42	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.68	23.64	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.83	26.96	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.96	32.42	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.97	29.35	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.02	29.06	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.54	25.93	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-101.8	31.68	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.8	31.51	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.75	31.54	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.99	32.19	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-101.4	25.47	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.88	28.06	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.99	31.86	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.62	31.66	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.07	32.38	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.99	32.41	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.67	24.56	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.19	31.43	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.49	31.79	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.84	31.91	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.38	26.18	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.49	29.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.85	27.94	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.51	31.88	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.37	31.84	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.13	31.41	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.96	29.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-107.18	32.28	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.61	31.91	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.91	27.9	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.27	31.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.16	29.64	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.77	30.99	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.77	26.79	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.09	32.82	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.78	27.3	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.44	24.22	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.65	24.65	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.09	25.91	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.66	31.77	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.27	31.92	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.77	32.8	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.75	27.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.75	32.07	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.37	26.22	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.86	32.3	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.35	31.84	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.68	32.1	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.77	29.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.06	26.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.87	27.26	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.58	31.83	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.83	32.32	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.99	31.87	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.67	31.96	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.32	28.45	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.02	29.49	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.72	29.49	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.06	32.23	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-107.64	31.82	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.5	30	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.94	32.12	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.26	23.47	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.54	29.5	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.42	29.21	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-102.93	29.19	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111	32.2	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.79	32.29	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.63	26.64	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-107.59	32.21	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.06	26.53	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.74	31.54	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.72	32.2	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-112.28	33.55	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.08	26.24	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.67	30.36	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.11	31.68	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.43	32.05	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.43	29.51	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.22	27.62	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.61	29.32	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.43	27.54	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.06	30.9	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.23	31.7	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-105.04	39.74	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.21	27.87	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.59	32.02	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-105.04	39.73	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.47	27.49	"unknown"	0	0	0	"none"
"Cardinalis sinuatus peninsulae (Ridgway, 1887)"	-110.27	23.48	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.46	33.87	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.25	30.21	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-105.79	29.12	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.11	26.52	"unknown"	0	0	0	"none"
"Cardinalis sinuatus peninsulae (Ridgway, 1887)"	-109.43	23.44	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-112.68	33.92	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.74	34.67	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.67	31.95	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-105.41	28.33	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.37	26.45	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.99	39.74	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.09	25.9	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.46	25.6	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.86	39.76	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.1	25.87	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.15	25.88	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.1	25.86	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.95	31.74	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.14	25.89	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.13	25.89	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.14	25.91	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.13	25.91	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.1	25.89	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.23	31.41	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.88	32.27	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.73	32.3	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.94	27.17	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.11	32.35	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.99	31.47	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.93	32.43	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.71	27.33	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.84	31.87	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-107.25	33.12	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.79	29.36	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.73	32.22	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.79	23.5	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.85	32.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.05	31.57	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.63	31.77	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-107.21	33.15	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.62	28.99	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.35	25.92	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-108.58	26.54	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111	31.85	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.87	26.53	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.32	29.54	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.73	32.25	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.87	24.84	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.83	32.28	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-109.49	31.89	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.91	31.61	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.02	33.07	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.41	27.41	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.25	31.55	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.45	32.15	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.48	31.16	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.48	32.14	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.04	27.96	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.22	26.86	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.25	31.78	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.79	27.29	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.54	26.55	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.41	27.9	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.28	31.16	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.64	32.6	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.59	29.33	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.58	27.63	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.25	32.2	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.27	27.59	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-101.02	25.33	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.46	27.52	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.44	27.55	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.51	33.73	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.17	29.69	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.91	30.94	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.37	29.13	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.14	29.62	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-104.1	29.49	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.64	30.36	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.21	26.87	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.43	27.22	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-100.5	25.62	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.93	32.36	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.87	31.49	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.43	27.26	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.01	26.47	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.44	27.25	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.52	29.3	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.21	27.65	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.82	26.95	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.04	31.6	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.59	32.65	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-97.74	27.32	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-107.17	32.29	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.22	31.72	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.35	31.68	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.19	31.72	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.4	30.59	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-101.98	31.97	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.39	30.59	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.74	32.3	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-99.27	26.9	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-101.95	31.88	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.27	32.5	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-105.49	28.19	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-101.46	31.06	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.05	32.42	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.59	32.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-101.88	30.91	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-106.16	28.58	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.84	26.96	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-103.75	25.34	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-111.05	31.78	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-98.22	28.48	"unknown"	0	0	0	"none"
"Cardinalis sinuatus Bonaparte, 1838"	-110.67	31.91	"unknown"	0	0	0	"none"
