"name"	"longitude"	"latitude"	"subspecies"	"sinuatus"	"peninsulae"	"numSubsppGroups"	"assigned"
"Cardinalis sinuatus"	-106.74	32.28	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.02	30.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.54	32.34	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.9	30.59	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.74	34.67	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.04	39.73	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-107.21	33.15	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.46	32.11	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-100.39	33.25	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.9	33.84	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.86	32.37	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.74	32.32	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.79	30.37	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104	30.62	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.8	34.43	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.55	33.4	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.73	34.2	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.49	35.37	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.82	30.53	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.92	32.92	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.58	40.37	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.09	32.37	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.38	32.53	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.15	30.93	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.74	32.38	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-123.21	44.45	"unknown"	0	0	0	"none"
"Cardinalis cardinalis × sinuatus"	-86.14	33.72	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-102.78	33.96	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.93	34.21	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.87	33.83	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.02	30.78	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.58	29.87	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.91	33.53	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.56	30.02	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.88	33.78	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.72	32.28	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.98	33.66	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.08	30.75	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.73	32.36	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.66	32.27	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.69	33.53	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.64	30.36	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.22	33.35	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-99.66	34.42	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.38	32.18	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106	32.84	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.8	31.91	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.65	30.33	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.29	32.42	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.91	33.59	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.21	34.41	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.59	32.33	"unknown"	0	0	0	"none"
"Cardinalis cardinalis × sinuatus"	-97.06	49.95	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.79	30.69	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.02	30.3	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.35	33.19	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.83	32.65	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.94	32.93	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.44	32.18	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.68	32.38	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.69	30.42	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.62	33.49	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.76	32.32	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-107.21	33.19	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.94	32.78	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.38	32.56	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.91	30.58	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.91	32.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.66	32.29	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.31	30.24	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.58	32.37	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.73	32.25	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.93	32.56	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.97	32.94	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.72	19.25	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.12	30.7	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.74	30.95	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.73	32.29	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.75	32.95	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.09	32.38	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.02	32.53	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.88	33.81	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.8	30.54	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.57	30.05	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.63	30.37	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.6	32.33	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.64	30.81	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.08	32.45	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.79	30.94	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.76	31.82	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.28	32.45	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-142.34	38.05	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.95	32.98	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.91	32.91	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.9	33.78	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.9	33.77	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.56	30.03	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.47	32.09	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-98.04	37.18	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.02	29.88	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.1	29.95	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.31	34.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.32	34.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.98	32.77	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.87	31.95	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.75	32.28	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.56	30.01	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.92	32.86	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.63	30.33	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.16	33.67	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105.15	31.83	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.99	33.52	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.13	33.47	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.74	32.34	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.08	33.47	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-107.23	33.14	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.6	32.29	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.84	33.53	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.24	30.69	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.87	33.92	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-102.74	32.27	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.72	30.95	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-99.09	19.3	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.73	30.99	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-99.64	34.42	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-102.21	32.74	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-99.1	19.29	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.09	33.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.79	30.71	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.73	32.28	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.91	32.49	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.85	30.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-100.34	34.12	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.54	29.99	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.59	30	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.97	30.73	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.75	32.33	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.83	31.05	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.68	35.13	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.37	32.27	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.13	33.67	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.57	32.24	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-107.09	33.08	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-106.78	32.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.27	32.45	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.88	33.47	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.42	32.15	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.24	32.33	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.49	32.13	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.34	32.38	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.35	33.39	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.81	33.39	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.83	30.38	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.85	30.39	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.95	30.39	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.78	30.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.7	30.51	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.69	30.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.68	30.51	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.69	30.44	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.77	32.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.72	30.74	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-101.9	37.05	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-104.23	32.42	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.35	34.18	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.45	35.43	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.24	32.11	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.89	32.4	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.72	32.38	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-104.02	30.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus fulvescens"	-106.93	32.5	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.66	30.44	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.6	30.12	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.64	30.48	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.69	30.1	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-98.72	35.31	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-106.87	33.8	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-104.59	30.22	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-106.78	32.32	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-106.75	32.29	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.74	30.38	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuata"	-104.8	31.91	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.47	32.17	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-104.73	31.96	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-105	35	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.77	30.56	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-104.38	32.57	"unknown"	0	0	0	"none"
"Cardinalis sinuatus"	-103.91	32.46	"unknown"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.7	30.51	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.69	30.46	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.68	30.51	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.64	30.48	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.78	30.46	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.95	30.39	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.85	30.39	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-104.8	31.91	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.6	30.12	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.66	30.44	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.83	30.38	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-106.75	32.29	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-104.59	30.22	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.69	30.44	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.69	30.1	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-104.23	32.42	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-104.73	31.96	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-103.72	30.74	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-106.78	32.31	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-106.58	32.32	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-107.09	33.08	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-106.78	32.32	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-104.02	30.31	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-98.72	35.31	"sinuatus"	0	0	0	"none"
"Cardinalis sinuatus fulvescens (Van Rossem, 1934)"	-106.93	32.5	"fulvescens"	0	0	0	"none"
"Cardinalis sinuatus fulvescens"	-106.93	32.5	"fulvescens"	0	0	0	"none"
"Cardinalis sinuatus sinuatus"	-109.15	31.91	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-109.27	31.34	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-110.82	32.31	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-109.4	31.48	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-109.17	31.96	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-109.03	31.84	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-109.14	31.94	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-109.05	31.86	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.3	21.84	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.09	28.6	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-106.06	31.83	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.06	29.82	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.93	29.72	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.25	26.91	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.26	26.92	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.1	26.64	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.36	29.46	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-100.09	31.52	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.18	29.31	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-101.82	30.69	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-100.65	31.29	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-100.07	29.46	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-105.61	26.82	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-105.64	26.88	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.21	26.72	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.17	29.31	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-105.71	31.17	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-97.81	26.82	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.62	27.88	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-97.42	28.18	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-97.51	28.15	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-106.4	29.48	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-106.74	29.82	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-106.33	29.46	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-106.09	28.71	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-101.28	29.71	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-102.94	29.57	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-102.92	29.53	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.35	29.29	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.04	22.48	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.77	30.48	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.22	22.2	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-100.43	31.45	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.67	29.03	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-97.78	26.55	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-102.65	29.69	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-104.54	24.77	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-100.78	25.64	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.51	25.65	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-108.08	30.6	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.57	29.26	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.25	29.48	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.27	29.47	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.57	24.87	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.49	27.59	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-102.87	26.22	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.39	27.95	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.22	29.25	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.03	29.25	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-100.11	30.65	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.81	26.38	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-102.09	30.14	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-102.56	30.14	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.26	26.91	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.5	29.42	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.22	26.26	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-104.02	29.77	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.51	26.93	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-97.58	27.71	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-97.46	27.77	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.48	29.42	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.58	29.41	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.49	29.48	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.22	28.04	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-101.28	20.71	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-97.56	27.75	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.45	29.63	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-105.49	27.87	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-102.94	29.2	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.48	29	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-97.92	27.78	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-97.5	25.9	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-102.99	29.18	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-99.33	27.66	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.47	28.98	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.77	29.26	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-109.38	30.44	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.08	29.07	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.77	29.29	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.71	29.07	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.62	29.09	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.32	28.97	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.14	29.18	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.74	29.26	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.09	29.09	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.01	29.18	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.15	29.17	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.15	29.14	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-103.15	29.11	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.49	28.97	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-110.94	31.13	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.8	29.24	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.14	27.22	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-98.66	29.23	"sinuatus"	0	1	1	"peninsulae"
"Cardinalis sinuatus sinuatus"	-111.05	31.61	"sinuatus"	0	1	1	"peninsulae"
