"name"	"longitude"	"latitude"	"subspecies"	"affinis"	"cardinalis"	"seftoni"	"numSubsppGroups"	"assigned"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.11	31.54	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.83	30.18	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.17	31.97	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.52	41.12	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-110.86	31.49	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-87.48	33.19	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.47	29.71	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.9	36.13	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-85.15	33.03	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.55	28.07	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-155.89	19.91	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-94.26	36.47	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.5	38.01	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.73	45.46	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.87	38.44	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.77	29.83	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-86.72	36.08	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-90.29	38.45	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.47	35.32	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.49	35.22	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-71.32	42.11	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-85.99	39.91	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.99	39.64	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-89.49	43.11	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-96.97	32.61	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.25	29.96	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-93.72	38.34	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.25	33.83	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-87.93	43.04	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.35	27.12	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-111.69	33.74	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-96.67	33.03	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.27	37.11	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-111.79	34.86	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-71.83	42.3	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.61	33.92	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-86.95	34.62	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis igneus S.F.Baird, 1860"	-110.11	23.75	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.71	32.8	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-73.14	44.49	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.35	43.73	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.05	27.84	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-96.97	33.07	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-77.45	37.52	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.32	33.8	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-96	36.14	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.77	32.24	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-90.77	38.52	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-89.67	40.87	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-76.58	44.08	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-76.41	44.13	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.64	29.63	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.18	39.74	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.61	27.92	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.38	29.43	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.45	35.68	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.1	36.22	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.44	36.13	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.07	35.98	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.12	35.96	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.19	36.52	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.05	36	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.01	35.84	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.16	35.89	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.56	36.59	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.6	35.64	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.21	36.02	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.58	35.67	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.52	36.52	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.41	35.68	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.76	35.64	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.69	35.74	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.81	26.58	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.93	36	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80	36	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.19	35.9	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.16	35.85	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-76.64	37.39	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.58	35.75	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.53	36.35	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-99.12	30.02	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-99.14	30.03	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.32	33.86	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.9	36.08	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.71	35.95	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.3	29.42	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.32	29.48	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.2	29.49	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.34	29.49	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.19	33.01	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-96.34	30.59	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-73.22	44.46	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-96.33	30.59	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.21	29.57	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-71.6	42.85	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-83.87	33.37	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.88	28.07	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-73.86	45.45	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-90.53	38.67	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-96.84	32.52	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-96.59	39.19	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.14	26.47	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-90.5	42.6	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.47	29.61	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.26	32.75	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-111.8	33.69	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-86.45	33.54	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.93	39.67	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.53	38.01	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-93.99	44.17	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.87	39.7	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-93.65	45.76	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.68	35.78	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.29	29.34	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-88.26	40.15	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.77	41.94	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-100.52	31.48	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.25	33.69	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.64	27.76	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.61	45.29	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.76	45.33	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.7	45.35	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.77	45.31	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.71	33.55	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-96.62	32.86	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-68.64	45.01	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-71.63	41.8	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.32	28.16	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-87.98	43.04	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.34	36.18	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.73	35.74	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.73	35.78	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.76	28.23	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-87.93	30.67	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.18	32.72	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.05	34.98	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-85.05	33.16	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.34	30.12	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-100.45	25.76	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-93.4	44.84	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-85.87	31.35	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.22	32.67	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.87	27.99	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-111.31	25.8	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.96	43.84	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-96.32	30.7	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.76	33.38	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.47	35.68	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.42	35.69	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.19	35.72	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.15	35.64	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.65	35.65	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-90.53	38.98	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.69	35.78	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-73.22	44.45	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.77	30.57	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.77	30.26	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-91.06	30.52	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-103.85	29.09	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.61	45.3	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.78	45.21	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.91	40.54	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.1	43.81	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.7	29.85	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.1	28.49	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.02	34.04	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-89.42	43.06	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.1	43.37	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-99.45	27.54	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.73	35.31	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.55	35.75	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.76	34.28	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.42	35.7	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.44	35.71	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.46	29.56	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.46	29.43	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.63	26.31	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-90.74	38.71	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.89	39.67	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.89	39.79	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-85	32.47	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.92	39.81	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.69	30.17	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.39	43.72	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.78	44.58	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-109.89	22.9	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.39	29.72	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-71.19	42.37	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis cardinalis"	-76	44.63	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.76	39.25	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-157.76	21.4	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.68	35.79	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.63	29.83	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-83.95	35.74	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.82	40.77	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-71.37	42.35	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-103.93	30.6	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-71.85	42.78	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-102.95	29.18	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.91	36.2	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.6	29.58	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.78	32.66	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.66	32.68	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-84.75	32.68	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-93.15	44.9	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-86.66	30.43	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-111.03	25.32	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-88.17	37.1	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-94.3	35.49	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-92.07	30.4	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.71	45.45	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-76.39	43.19	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-76.4	43.19	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.42	37.25	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.71	29.26	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-71.84	42.28	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.76	29.72	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.51	28.39	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-111.8	33.79	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.94	30.22	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.9	30.27	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.86	30.21	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-101.11	34.51	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.54	29.82	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-89.03	40.45	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-75.81	45.29	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-81.11	28.48	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.38	26.19	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.66	25.4	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.77	41.3	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-111.35	25.92	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.66	30.37	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.61	29.82	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-101.68	34.81	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.54	28.41	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.88	30.36	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.59	29.62	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.15	32.79	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.47	43.63	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-82.81	27.88	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-73.55	45.39	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-98.35	29.4	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.63	29.78	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.5	30.22	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.73	43.62	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.21	43.86	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-89.52	43.06	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-89.44	43.01	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.94	43.52	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-78.3	35.67	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-92.04	30.39	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-89.55	43.13	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.34	25.68	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-79.13	43.08	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-95.05	46.93	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-65.6	44.67	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-83.92	34.06	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.79	30.43	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-80.03	39.48	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-74.17	45.52	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-87.11	20.88	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-86.81	21.15	"unknown"	0	0	0	0	"none"
"Cardinalis cardinalis (Linnaeus, 1758)"	-97.95	30.57	"unknown"	0	0	0	0	"none"
