"name"	"longitude"	"latitude"	"subspecies"	"curtata"	"numSubsppGroups"	"assigned"
"Polioptila melanura Lawrence, 1857"	-112.26	33.39	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.96	36.09	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-115.27	36.32	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-109.07	31.88	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.97	33.66	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.02	33.54	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.11	33.64	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.22	32.29	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.8	33.78	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-115.11	36.07	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.16	33.28	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.49	32.46	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.73	33.7	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.73	32.28	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.62	33.55	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.09	33.75	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.78	32.21	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.81	32.31	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.06	33.46	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.51	33.57	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.71	32.02	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.77	33.38	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.93	33.42	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.66	33.25	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.94	32.32	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.9	33.61	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.91	33.54	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.29	33.87	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.92	32.31	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.32	33.19	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.05	32.37	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.72	32.21	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.87	33.52	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.21	32.26	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-115	36.07	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.11	32.38	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.92	33.43	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-113.03	32.02	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-113.04	32.02	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.73	32.21	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.72	36.72	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.58	36.66	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-115.83	33.5	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.98	36.09	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-113.02	32.04	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-107.3	32.89	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-108.82	31.72	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.28	33.86	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.79	32.33	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.7	32.84	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.87	32.25	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-107.3	32.86	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-108.89	31.78	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-115.91	33.5	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.08	33.59	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.78	33.27	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.99	36.09	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.86	33.86	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.17	32.29	"unknown"	0	0	"none"
