"name"	"longitude"	"latitude"	"subspecies"	"celsum"	"numSubsppGroups"	"assigned"
"Toxostoma curvirostre (Swainson, 1827)"	-111.734417	33.361084	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-110.908204	32.247988	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-110.88131	32.216458	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.366688	26.178785	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.281466	31.580824	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.281506	31.580831	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.210797	32.313528	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.281499	31.580834	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-112.493037	33.583605	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-99.092682	19.343878	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.797432	33.688026	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.985919	33.36289	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-102.140406	32.028867	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.727928	20.909286	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.188255	18.980277	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.605665	26.867469	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-106.481792	35.068668	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.736283	33.362488	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-97.679482	27.290235	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-99.070925	28.942897	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.98449	37.983787	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-102.265484	21.921525	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-99.137633	19.337349	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.788307	33.681952	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.59775	26.539673	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.942855	33.461625	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-106.126174	28.615839	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.143659	19.195745	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.947078	33.462408	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.980203	19.334023	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.980887	19.333976	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.981363	19.333475	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.981282	19.33356	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.071378	32.278097	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-101.088458	25.326817	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.71616	33.255382	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.738442	33.362042	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.85778	25.443913	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-99.173313	19.308536	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-112.047694	33.775661	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-99.07136	28.944728	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-96.668124	17.089684	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-96.667761	17.08702	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.597081	26.539422	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.135282	26.29065	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-110.947927	32.418286	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-106.684205	35.116431	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.680213	33.515017	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.790745	32.30939	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-110.833303	32.233253	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-99.19949	19.410662	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-97.624558	26.174393	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-97.472611	26.022065	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.96453	33.891639	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-110.731744	32.28192	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.720846	25.23184	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-110.884758	32.653027	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-101.695776	19.812028	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-101.03661	25.353694	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.724553	25.237345	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.021575	19.253884	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.482422	33.455705	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-99.073909	19.460281	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-103.52399	20.449595	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.218283	32.304537	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.187523	19.055212	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-97.454734	18.328017	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-99.31402	27.137536	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.97589	19.311967	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.881258	33.450984	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-102.85667	23.157318	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-106.488267	35.112439	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-103.399728	20.662008	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-103.88777	30.583719	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-99.400831	20.198291	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-110.934629	32.255262	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.77098	33.234905	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-100.017653	19.254171	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-98.212809	19.008029	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-105.433554	28.292716	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.84004	33.761887	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.798348	33.750594	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-102.805869	22.925448	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-112.012246	33.415559	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-111.8546	33.527988	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-99.113346	19.874134	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-97.305758	18.715722	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-112.011536	33.826618	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-103.336295	20.713175	"unknown"	0	0	"none"
"Toxostoma curvirostre (Swainson, 1827)"	-103.671523	30.357696	"unknown"	0	0	"none"
