"name"	"longitude"	"latitude"	"subspecies"	"amaka"	"numSubsppGroups"	"assigned"
"Melospiza melodia"	-70.2752092209	41.709663432	"unknown"	0	0	"none"
"Melospiza melodia"	-123.9736987348	49.2062098241	"unknown"	0	0	"none"
"Melospiza melodia"	-73.1293096907	44.4862973679	"unknown"	0	0	"none"
"Melospiza melodia"	-96.80826805	50.1723160801	"unknown"	0	0	"none"
"Melospiza melodia"	-84.0680629585	46.4934843545	"unknown"	0	0	"none"
"Melospiza melodia"	-81.6817952901	35.082146216	"unknown"	0	0	"none"
"Melospiza melodia"	-76.3529255496	42.5329367809	"unknown"	0	0	"none"
"Melospiza melodia"	-76.3347872788	42.5147632895	"unknown"	0	0	"none"
"Melospiza melodia"	-76.5187911148	42.3147432826	"unknown"	0	0	"none"
"Melospiza melodia"	-123.349044529	48.4164910987	"unknown"	0	0	"none"
"Melospiza melodia"	-67.4839840079	44.6112903166	"unknown"	0	0	"none"
"Melospiza melodia"	-124.0288875833	41.2949800322	"unknown"	0	0	"none"
"Melospiza melodia"	-152.426773	57.839367	"unknown"	0	0	"none"
"Melospiza melodia"	-75.258709371	39.8893381526	"unknown"	0	0	"none"
"Melospiza melodia"	-123.1445915082	49.2964546451	"unknown"	0	0	"none"
"Melospiza melodia"	-123.1447137264	49.2953899717	"unknown"	0	0	"none"
"Melospiza melodia"	-122.470976738	47.3879378044	"unknown"	0	0	"none"
"Melospiza melodia"	-122.4605755335	47.4253655935	"unknown"	0	0	"none"
"Melospiza melodia"	-69.1481375645	48.0897477773	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0851391985	33.8839387051	"unknown"	0	0	"none"
"Melospiza melodia"	-122.2556521821	37.8720171394	"unknown"	0	0	"none"
"Melospiza melodia"	-118.31506	33.7167151	"unknown"	0	0	"none"
"Melospiza melodia"	-111.9881672401	54.772059451	"unknown"	0	0	"none"
"Melospiza melodia"	-75.0908583424	40.1063615283	"unknown"	0	0	"none"
"Melospiza melodia"	-114.8832463	47.4586308	"unknown"	0	0	"none"
"Melospiza melodia"	-115.5975387556	51.1689129089	"unknown"	0	0	"none"
"Melospiza melodia"	-123.2656611686	48.4509369348	"unknown"	0	0	"none"
"Melospiza melodia"	-113.7787768645	52.3177350484	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0635383333	32.5543016667	"unknown"	0	0	"none"
"Melospiza melodia"	-70.1182263012	43.8203563404	"unknown"	0	0	"none"
"Melospiza melodia"	-81.2357659574	41.1515240093	"unknown"	0	0	"none"
"Melospiza melodia"	-73.5608666667	45.4582472222	"unknown"	0	0	"none"
"Melospiza melodia"	-73.5602944444	45.4605722222	"unknown"	0	0	"none"
"Melospiza melodia"	-79.3667753186	43.6873416702	"unknown"	0	0	"none"
"Melospiza melodia"	-118.4740441552	34.1694369396	"unknown"	0	0	"none"
"Melospiza melodia"	-63.4165517892	44.6492978009	"unknown"	0	0	"none"
"Melospiza melodia"	-81.2595576	42.9908244	"unknown"	0	0	"none"
"Melospiza melodia"	-122.7249444444	49.0359083333	"unknown"	0	0	"none"
"Melospiza melodia"	-116.9311217512	32.6475655466	"unknown"	0	0	"none"
"Melospiza melodia"	-65.638862863	47.6151253844	"unknown"	0	0	"none"
"Melospiza melodia"	-63.5636506379	44.62357185	"unknown"	0	0	"none"
"Melospiza melodia"	-80.2316086739	44.5152889864	"unknown"	0	0	"none"
"Melospiza melodia"	-121.2550606395	35.6617615502	"unknown"	0	0	"none"
"Melospiza melodia"	-122.8406634182	44.6157981537	"unknown"	0	0	"none"
"Melospiza melodia"	-74.6056150832	39.3899308937	"unknown"	0	0	"none"
"Melospiza melodia"	-122.4741213797	37.7681481869	"unknown"	0	0	"none"
"Melospiza melodia"	-75.7045216667	45.3857216667	"unknown"	0	0	"none"
"Melospiza melodia"	-78.2689525704	44.4318986321	"unknown"	0	0	"none"
"Melospiza melodia"	-73.8126961649	45.6355579425	"unknown"	0	0	"none"
"Melospiza melodia"	-119.0354137304	34.165112106	"unknown"	0	0	"none"
"Melospiza melodia"	-119.0333241947	34.1631584938	"unknown"	0	0	"none"
"Melospiza melodia"	-121.9796666667	36.9628083333	"unknown"	0	0	"none"
"Melospiza melodia"	-123.0410833333	49.3289966667	"unknown"	0	0	"none"
"Melospiza melodia"	-123.202605	49.21117	"unknown"	0	0	"none"
"Melospiza melodia"	-122.730986306	45.5344874449	"unknown"	0	0	"none"
"Melospiza melodia"	-122.690725252	37.9216230844	"unknown"	0	0	"none"
"Melospiza melodia"	-122.2486762997	47.7354938	"unknown"	0	0	"none"
"Melospiza melodia"	-96.147838287	48.1134357108	"unknown"	0	0	"none"
"Melospiza melodia"	-84.5108697889	40.503227347	"unknown"	0	0	"none"
"Melospiza melodia"	-116.9853833333	32.727005	"unknown"	0	0	"none"
"Melospiza melodia"	-122.2904463038	47.9357012606	"unknown"	0	0	"none"
"Melospiza melodia"	-83.683667	41.0226019	"unknown"	0	0	"none"
"Melospiza melodia"	-120.6003339216	34.6907766533	"unknown"	0	0	"none"
"Melospiza melodia"	-99.5812167365	19.2474409092	"unknown"	0	0	"none"
"Melospiza melodia morphna"	-123.633202	48.611427	"unknown"	0	0	"none"
"Melospiza melodia"	-72.7277114443	46.1482137969	"unknown"	0	0	"none"
"Melospiza melodia"	-124.285011	49.466473	"unknown"	0	0	"none"
"Melospiza melodia"	-123.1500765285	48.585755275	"unknown"	0	0	"none"
"Melospiza melodia"	-122.3791023417	47.6970026539	"unknown"	0	0	"none"
"Melospiza melodia pusillula"	-122.2261189011	37.5445145387	"unknown"	0	0	"none"
"Melospiza melodia"	-73.9965916667	40.4483916667	"unknown"	0	0	"none"
"Melospiza melodia"	-125.1136038051	49.8578969448	"unknown"	0	0	"none"
"Melospiza melodia"	-76.4843205445	44.3200010482	"unknown"	0	0	"none"
"Melospiza melodia"	-73.98928	45.37498	"unknown"	0	0	"none"
"Melospiza melodia"	-125.01939998	48.7136278599	"unknown"	0	0	"none"
"Melospiza melodia"	-70.7549655842	47.1641154788	"unknown"	0	0	"none"
"Melospiza melodia"	-71.0813366667	42.3549383333	"unknown"	0	0	"none"
"Melospiza melodia"	-113.8222133333	49.1076816667	"unknown"	0	0	"none"
"Melospiza melodia"	-123.0867536	44.0520691	"unknown"	0	0	"none"
"Melospiza melodia"	-105.1876683333	40.0442216667	"unknown"	0	0	"none"
"Melospiza melodia montana"	-105.5450109859	36.4386546985	"unknown"	0	0	"none"
"Melospiza melodia"	-99.1979273169	19.4117839581	"unknown"	0	0	"none"
"Melospiza melodia"	-87.5743376	41.6855398	"unknown"	0	0	"none"
"Melospiza melodia"	-125.1136779556	49.8577923142	"unknown"	0	0	"none"
"Melospiza melodia"	-72.0635138333	42.0733195	"unknown"	0	0	"none"
"Melospiza melodia"	-136.0330806997	59.4431165	"unknown"	0	0	"none"
"Melospiza melodia"	-82.099228	45.598774	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0633235667	47.6371532032	"unknown"	0	0	"none"
"Melospiza melodia"	-122.4973205592	48.0103525404	"unknown"	0	0	"none"
"Melospiza melodia"	-122.8964315731	45.2530073992	"unknown"	0	0	"none"
"Melospiza melodia"	-122.8974175568	45.2538486459	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0476383333	32.7854532778	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0442816111	32.7883116667	"unknown"	0	0	"none"
"Melospiza melodia"	-118.4725366667	34.1739866667	"unknown"	0	0	"none"
"Melospiza melodia"	-99.2001341656	19.4185964153	"unknown"	0	0	"none"
"Melospiza melodia"	-118.4718540684	34.1760068743	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0484617474	32.7885365438	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0463944444	32.7879444444	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0442444444	32.7883388889	"unknown"	0	0	"none"
"Melospiza melodia"	-120.0198690706	38.7953721007	"unknown"	0	0	"none"
"Melospiza melodia"	-75.0673194721	40.3286902644	"unknown"	0	0	"none"
"Melospiza melodia"	-123.370682	48.774204	"unknown"	0	0	"none"
"Melospiza melodia"	-118.0066024	33.7023829	"unknown"	0	0	"none"
"Melospiza melodia"	-79.88032	43.2939866667	"unknown"	0	0	"none"
"Melospiza melodia"	-123.3653273847	48.4081391266	"unknown"	0	0	"none"
"Melospiza melodia"	-122.500325	47.7992861111	"unknown"	0	0	"none"
"Melospiza melodia"	-77.2148150261	44.9260645592	"unknown"	0	0	"none"
"Melospiza melodia"	-123.6502942363	48.7535076605	"unknown"	0	0	"none"
"Melospiza melodia"	-111.0459238	31.61259	"unknown"	0	0	"none"
"Melospiza melodia"	-122.4013916667	47.6981138889	"unknown"	0	0	"none"
"Melospiza melodia"	-75.0673182203	40.3287432864	"unknown"	0	0	"none"
"Melospiza melodia"	-86.1311555	40.4880366667	"unknown"	0	0	"none"
"Melospiza melodia"	-79.2969528872	43.6975209881	"unknown"	0	0	"none"
"Melospiza melodia"	-82.099586	45.599621	"unknown"	0	0	"none"
"Melospiza melodia"	-121.7339418559	40.537994641	"unknown"	0	0	"none"
"Melospiza melodia"	-81.3754508406	44.4994175811	"unknown"	0	0	"none"
"Melospiza melodia"	-82.72525	45.779163	"unknown"	0	0	"none"
"Melospiza melodia"	-73.8106520916	45.6313493836	"unknown"	0	0	"none"
"Melospiza melodia"	-124.4524839783	49.7818175017	"unknown"	0	0	"none"
"Melospiza melodia"	-124.456598819	49.7857745262	"unknown"	0	0	"none"
"Melospiza melodia"	-124.5433466667	50.40852	"unknown"	0	0	"none"
"Melospiza melodia"	-122.6798101994	49.0980202873	"unknown"	0	0	"none"
"Melospiza melodia"	-122.6176026487	45.3946674473	"unknown"	0	0	"none"
"Melospiza melodia"	-105.3606886116	41.1722979817	"unknown"	0	0	"none"
"Melospiza melodia melodia"	-84.2799215781	33.7668925509	"unknown"	0	0	"none"
"Melospiza melodia"	-123.3496026557	48.403484553	"unknown"	0	0	"none"
"Melospiza melodia"	-121.8266153413	39.3378389817	"unknown"	0	0	"none"
"Melospiza melodia"	-121.826747186	39.3385258196	"unknown"	0	0	"none"
"Melospiza melodia"	-84.2785371002	33.7679848753	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0296555556	32.8405	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0311805556	32.8407472222	"unknown"	0	0	"none"
"Melospiza melodia"	-122.3554854103	49.0517433238	"unknown"	0	0	"none"
"Melospiza melodia"	-65.3851894232	47.0734308552	"unknown"	0	0	"none"
"Melospiza melodia"	-118.3897596	34.2713627	"unknown"	0	0	"none"
"Melospiza melodia"	-62.7369378794	45.631076113	"unknown"	0	0	"none"
"Melospiza melodia"	-73.8742652455	42.7390025787	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0312583333	32.8407132778	"unknown"	0	0	"none"
"Melospiza melodia"	-119.1275185216	34.2735846449	"unknown"	0	0	"none"
"Melospiza melodia"	-81.3232416667	42.9263283333	"unknown"	0	0	"none"
"Melospiza melodia"	-124.0853585145	40.8504972348	"unknown"	0	0	"none"
"Melospiza melodia"	-75.0908866667	40.1063666667	"unknown"	0	0	"none"
"Melospiza melodia"	-77.4970552961	44.4819917095	"unknown"	0	0	"none"
"Melospiza melodia"	-71.332559	46.7870537	"unknown"	0	0	"none"
"Melospiza melodia"	-79.965857	44.8607555	"unknown"	0	0	"none"
"Melospiza melodia"	-122.6934681929	45.5741151129	"unknown"	0	0	"none"
"Melospiza melodia"	-77.7216833333	40.8084527778	"unknown"	0	0	"none"
"Melospiza melodia"	-100.2767960852	44.3388648598	"unknown"	0	0	"none"
"Melospiza melodia"	-83.5438152344	46.2588941409	"unknown"	0	0	"none"
"Melospiza melodia"	-96.1477288676	48.1134081723	"unknown"	0	0	"none"
"Melospiza melodia"	-122.2838197	38.2686507	"unknown"	0	0	"none"
"Melospiza melodia"	-86.9854515312	41.6763992566	"unknown"	0	0	"none"
"Melospiza melodia"	-79.8172854144	40.7701945654	"unknown"	0	0	"none"
"Melospiza melodia"	-70.5158711691	47.5019015416	"unknown"	0	0	"none"
"Melospiza melodia"	-73.11624	40.9468866667	"unknown"	0	0	"none"
"Melospiza melodia"	-73.1149583333	40.9465783333	"unknown"	0	0	"none"
"Melospiza melodia"	-77.05474604	38.96040346	"unknown"	0	0	"none"
"Melospiza melodia"	-73.1755740734	44.4422935886	"unknown"	0	0	"none"
"Melospiza melodia"	-75.5150655023	45.5261512728	"unknown"	0	0	"none"
"Melospiza melodia"	-122.1901856203	37.5115686471	"unknown"	0	0	"none"
"Melospiza melodia"	-122.9897091957	45.5001307552	"unknown"	0	0	"none"
"Melospiza melodia"	-116.797953259	45.3762613583	"unknown"	0	0	"none"
"Melospiza melodia"	-122.0486023684	39.1794647052	"unknown"	0	0	"none"
"Melospiza melodia"	-116.7983154022	45.3761849303	"unknown"	0	0	"none"
"Melospiza melodia"	-77.2016063333	39.1439647657	"unknown"	0	0	"none"
"Melospiza melodia"	-122.8368408921	48.6202459057	"unknown"	0	0	"none"
"Melospiza melodia"	-119.7664343946	49.3349237307	"unknown"	0	0	"none"
"Melospiza melodia"	-121.893998834	36.5372656625	"unknown"	0	0	"none"
"Melospiza melodia"	-134.191319241	56.917107497	"unknown"	0	0	"none"
"Melospiza melodia"	-64.3090516211	44.3759807896	"unknown"	0	0	"none"
"Melospiza melodia"	-65.3847679596	45.4266144549	"unknown"	0	0	"none"
"Melospiza melodia"	-111.2796434583	53.9841713024	"unknown"	0	0	"none"
"Melospiza melodia"	-111.2726075694	53.9830573696	"unknown"	0	0	"none"
"Melospiza melodia"	-118.1876338053	34.2205133911	"unknown"	0	0	"none"
"Melospiza melodia"	-117.1947302351	32.762273365	"unknown"	0	0	"none"
"Melospiza melodia"	-105.1759816667	40.9646733333	"unknown"	0	0	"none"
"Melospiza melodia"	-123.6896888744	49.0212247032	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0004485281	33.1712650375	"unknown"	0	0	"none"
"Melospiza melodia"	-73.5156317181	45.6909964712	"unknown"	0	0	"none"
"Melospiza melodia"	-73.516344377	45.6899503982	"unknown"	0	0	"none"
"Melospiza melodia"	-73.516393618	45.6898781121	"unknown"	0	0	"none"
"Melospiza melodia"	-122.6065952984	49.1400051032	"unknown"	0	0	"none"
"Melospiza melodia"	-122.1054609273	47.7442661495	"unknown"	0	0	"none"
"Melospiza melodia"	-117.8211338845	33.561336892	"unknown"	0	0	"none"
"Melospiza melodia"	-120.5167841166	35.1790670372	"unknown"	0	0	"none"
"Melospiza melodia"	-80.974486	35.369608	"unknown"	0	0	"none"
"Melospiza melodia"	-76.1151631235	45.0566159469	"unknown"	0	0	"none"
"Melospiza melodia"	-81.5162894	41.1388813519	"unknown"	0	0	"none"
"Melospiza melodia"	-64.9465653985	45.5994262125	"unknown"	0	0	"none"
"Melospiza melodia"	-83.9678426374	35.7583787477	"unknown"	0	0	"none"
"Melospiza melodia"	-81.323225	42.9263466667	"unknown"	0	0	"none"
"Melospiza melodia"	-122.4902948	37.7370001	"unknown"	0	0	"none"
"Melospiza melodia"	-123.9825689262	49.2045253187	"unknown"	0	0	"none"
"Melospiza melodia"	-117.2452211377	33.009967413	"unknown"	0	0	"none"
"Melospiza melodia"	-87.5797845541	41.7801671768	"unknown"	0	0	"none"
"Melospiza melodia"	-119.8456847363	34.4416203636	"unknown"	0	0	"none"
"Melospiza melodia"	-75.2631120661	39.8852339941	"unknown"	0	0	"none"
"Melospiza melodia"	-121.7384902861	36.8278908186	"unknown"	0	0	"none"
"Melospiza melodia"	-121.744801329	36.8218664484	"unknown"	0	0	"none"
"Melospiza melodia"	-71.8821858207	41.3083960499	"unknown"	0	0	"none"
"Melospiza melodia"	-60.5274903295	46.2985576547	"unknown"	0	0	"none"
"Melospiza melodia"	-122.0488186039	39.1873138176	"unknown"	0	0	"none"
"Melospiza melodia"	-120.781581	49.064647	"unknown"	0	0	"none"
"Melospiza melodia"	-103.4247290428	48.255236723	"unknown"	0	0	"none"
"Melospiza melodia"	-80.0267882247	42.0502644461	"unknown"	0	0	"none"
"Melospiza melodia"	-87.8575563308	41.6392373715	"unknown"	0	0	"none"
"Melospiza melodia"	-99.1117453203	19.3333312156	"unknown"	0	0	"none"
"Melospiza melodia"	-73.895598147	45.5140159711	"unknown"	0	0	"none"
"Melospiza melodia"	-73.9629364	40.6654320997	"unknown"	0	0	"none"
"Melospiza melodia"	-123.2133931599	49.2208351007	"unknown"	0	0	"none"
"Melospiza melodia"	-73.4944603008	45.7136229601	"unknown"	0	0	"none"
"Melospiza melodia"	-73.4885377131	45.7156289634	"unknown"	0	0	"none"
"Melospiza melodia"	-117.3888786927	33.9795284359	"unknown"	0	0	"none"
"Melospiza melodia"	-122.20755	37.7415883333	"unknown"	0	0	"none"
"Melospiza melodia"	-70.7965884528	42.7406995788	"unknown"	0	0	"none"
"Melospiza melodia"	-70.279699266	44.0941374089	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0624156614	33.0787603569	"unknown"	0	0	"none"
"Melospiza melodia"	-70.2783823013	44.0948337824	"unknown"	0	0	"none"
"Melospiza melodia"	-62.5819124627	46.4170160294	"unknown"	0	0	"none"
"Melospiza melodia"	-75.0187380191	39.8207639662	"unknown"	0	0	"none"
"Melospiza melodia"	-79.6740394386	43.5649123695	"unknown"	0	0	"none"
"Melospiza melodia"	-71.3679898158	42.552970876	"unknown"	0	0	"none"
"Melospiza melodia"	-93.2799535732	45.2176324171	"unknown"	0	0	"none"
"Melospiza melodia"	-88.23696419	40.0883347217	"unknown"	0	0	"none"
"Melospiza melodia"	-88.2361058833	40.0900255733	"unknown"	0	0	"none"
"Melospiza melodia"	-77.0124550909	39.1517192293	"unknown"	0	0	"none"
"Melospiza melodia"	-82.0502628	41.4007412	"unknown"	0	0	"none"
"Melospiza melodia"	-78.2840379399	45.0127221606	"unknown"	0	0	"none"
"Melospiza melodia"	-80.467378244	43.3848139738	"unknown"	0	0	"none"
"Melospiza melodia"	-80.3334883333	42.7059833333	"unknown"	0	0	"none"
"Melospiza melodia"	-73.8853642466	40.9978464679	"unknown"	0	0	"none"
"Melospiza melodia"	-75.6197118759	45.1152377876	"unknown"	0	0	"none"
"Melospiza melodia"	-118.4340733333	33.9789916667	"unknown"	0	0	"none"
"Melospiza melodia"	-118.434135	33.97907	"unknown"	0	0	"none"
"Melospiza melodia"	-118.43413	33.979085	"unknown"	0	0	"none"
"Melospiza melodia"	-118.43381	33.9791633333	"unknown"	0	0	"none"
"Melospiza melodia"	-80.2575022421	43.6221589632	"unknown"	0	0	"none"
"Melospiza melodia"	-123.9828034917	49.2045867378	"unknown"	0	0	"none"
"Melospiza melodia"	-76.8857216667	39.02538	"unknown"	0	0	"none"
"Melospiza melodia"	-83.3023216667	44.8153033333	"unknown"	0	0	"none"
"Melospiza melodia"	-87.5672148003	41.6925010868	"unknown"	0	0	"none"
"Melospiza melodia"	-70.1852860942	41.2732531644	"unknown"	0	0	"none"
"Melospiza melodia"	-112.0057972167	41.2511866667	"unknown"	0	0	"none"
"Melospiza melodia"	-118.6845177292	34.391367578	"unknown"	0	0	"none"
"Melospiza melodia"	-80.9471033333	46.425245	"unknown"	0	0	"none"
"Melospiza melodia"	173.1864	52.8565	"unknown"	0	0	"none"
"Melospiza melodia"	-98.4601	38.1057	"unknown"	0	0	"none"
"Melospiza melodia"	-117.0543	46.3693	"unknown"	0	0	"none"
"Melospiza melodia"	-103.6174616277	48.2032321444	"unknown"	0	0	"none"
"Melospiza melodia"	-114.3262473866	43.5209757985	"unknown"	0	0	"none"
"Melospiza melodia"	-87.8011278458	43.4930313852	"unknown"	0	0	"none"
"Melospiza melodia"	-83.9407562482	46.0675316278	"unknown"	0	0	"none"
"Melospiza melodia"	-117.8460577248	33.7787349948	"unknown"	0	0	"none"
"Melospiza melodia"	-99.1427066667	19.5357183333	"unknown"	0	0	"none"
"Melospiza melodia"	-80.3531419698	43.3796732904	"unknown"	0	0	"none"
"Melospiza melodia"	-75.3890442	40.0309444	"unknown"	0	0	"none"
"Melospiza melodia"	-75.9871318805	37.1677683306	"unknown"	0	0	"none"
"Melospiza melodia"	-75.4937645839	45.5030064216	"unknown"	0	0	"none"
"Melospiza melodia"	-87.6334521178	41.9627702522	"unknown"	0	0	"none"
"Melospiza melodia"	-76.9820795087	38.9721699962	"unknown"	0	0	"none"
"Melospiza melodia"	-81.3160633333	42.9296266667	"unknown"	0	0	"none"
"Melospiza melodia"	-73.8034287254	45.6305575534	"unknown"	0	0	"none"
"Melospiza melodia"	-75.7128153676	45.4552667893	"unknown"	0	0	"none"
"Melospiza melodia"	-85.3703164945	42.4104711085	"unknown"	0	0	"none"
"Melospiza melodia"	-113.9212344	43.333644	"unknown"	0	0	"none"
"Melospiza melodia"	-80.5834517666	43.5834614312	"unknown"	0	0	"none"
"Melospiza melodia"	-89.4295163931	43.0429163034	"unknown"	0	0	"none"
"Melospiza melodia"	-118.2594883333	34.0744716667	"unknown"	0	0	"none"
"Melospiza melodia"	-113.7787648981	52.3177173648	"unknown"	0	0	"none"
"Melospiza melodia"	-113.7788725595	52.3177464052	"unknown"	0	0	"none"
"Melospiza melodia"	-93.7192826728	45.4778581635	"unknown"	0	0	"none"
"Melospiza melodia"	-93.710890107	45.4802654392	"unknown"	0	0	"none"
"Melospiza melodia melodia"	-71.3357258801	42.4788115334	"unknown"	0	0	"none"
"Melospiza melodia"	-79.674082354	43.565005658	"unknown"	0	0	"none"
"Melospiza melodia"	-71.3292233333	42.4759433333	"unknown"	0	0	"none"
"Melospiza melodia"	-78.8694158541	43.0712916471	"unknown"	0	0	"none"
"Melospiza melodia"	-78.8063727371	43.1053201041	"unknown"	0	0	"none"
"Melospiza melodia"	-78.9802820087	43.0488740073	"unknown"	0	0	"none"
"Melospiza melodia"	-73.1003987809	41.174680868	"unknown"	0	0	"none"
"Melospiza melodia"	-124.5076216667	49.3664783333	"unknown"	0	0	"none"
"Melospiza melodia"	-124.0524514351	46.4609173848	"unknown"	0	0	"none"
"Melospiza melodia"	-88.5149994684	47.1053442578	"unknown"	0	0	"none"
"Melospiza melodia"	-122.3678875481	45.5527922914	"unknown"	0	0	"none"
"Melospiza melodia"	-122.1641132216	48.8318983754	"unknown"	0	0	"none"
"Melospiza melodia"	-122.3678361314	45.5528372326	"unknown"	0	0	"none"
"Melospiza melodia"	-79.6427430958	45.2625550882	"unknown"	0	0	"none"
"Melospiza melodia"	-70.4638141239	41.7584950807	"unknown"	0	0	"none"
"Melospiza melodia"	-73.9336956966	45.4718616563	"unknown"	0	0	"none"
"Melospiza melodia"	-83.9450131267	46.0633752015	"unknown"	0	0	"none"
"Melospiza melodia"	-122.45063	45.5306466667	"unknown"	0	0	"none"
"Melospiza melodia"	-99.1026880556	19.2881430556	"unknown"	0	0	"none"
"Melospiza melodia"	-81.3238249435	42.9737864172	"unknown"	0	0	"none"
"Melospiza melodia"	-122.3069234424	37.8670233802	"unknown"	0	0	"none"
"Melospiza melodia"	-123.3822848698	48.4215981797	"unknown"	0	0	"none"
"Melospiza melodia"	-117.2211650692	33.9383192168	"unknown"	0	0	"none"
"Melospiza melodia"	-121.941797996	49.2619638557	"unknown"	0	0	"none"
"Melospiza melodia"	-75.5766755356	45.4346905471	"unknown"	0	0	"none"
"Melospiza melodia"	-70.7971296	42.7497176	"unknown"	0	0	"none"
"Melospiza melodia"	-123.083996741	45.5072789921	"unknown"	0	0	"none"
"Melospiza melodia"	-92.954362642	44.9583510023	"unknown"	0	0	"none"
"Melospiza melodia"	-80.4734605261	43.3948893519	"unknown"	0	0	"none"
"Melospiza melodia"	-117.8450326688	33.6611833401	"unknown"	0	0	"none"
"Melospiza melodia"	-122.0935773017	37.4434809733	"unknown"	0	0	"none"
"Melospiza melodia"	-74.072175	39.9347283333	"unknown"	0	0	"none"
"Melospiza melodia"	-75.7206798932	39.2283377607	"unknown"	0	0	"none"
"Melospiza melodia"	-81.9886956217	40.432670125	"unknown"	0	0	"none"
"Melospiza melodia"	-73.6948142	45.6838	"unknown"	0	0	"none"
"Melospiza melodia"	-73.6729856534	45.5152324796	"unknown"	0	0	"none"
"Melospiza melodia"	-122.5825055556	37.8760111111	"unknown"	0	0	"none"
"Melospiza melodia"	-73.9684543993	41.4292225006	"unknown"	0	0	"none"
"Melospiza melodia"	-107.7474137054	38.1899910903	"unknown"	0	0	"none"
"Melospiza melodia"	-79.8602860887	44.8941429332	"unknown"	0	0	"none"
"Melospiza melodia"	-72.4816494669	44.2690678587	"unknown"	0	0	"none"
"Melospiza melodia"	-89.3898216667	42.278745	"unknown"	0	0	"none"
"Melospiza melodia"	-89.3875716667	42.27807	"unknown"	0	0	"none"
"Melospiza melodia"	-89.3905033333	42.2811666667	"unknown"	0	0	"none"
"Melospiza melodia"	-85.7235137	44.9290171	"unknown"	0	0	"none"
"Melospiza melodia"	-89.390655	42.280595	"unknown"	0	0	"none"
"Melospiza melodia"	-89.3902716667	42.2796966667	"unknown"	0	0	"none"
"Melospiza melodia"	-89.3827366667	42.2788583333	"unknown"	0	0	"none"
"Melospiza melodia"	-89.3816616667	42.27702	"unknown"	0	0	"none"
"Melospiza melodia"	-81.28572	31.6300386	"unknown"	0	0	"none"
"Melospiza melodia"	-111.51258	40.6082783333	"unknown"	0	0	"none"
"Melospiza melodia"	-105.5195262284	50.3854746691	"unknown"	0	0	"none"
"Melospiza melodia"	-117.1095024036	32.5402384635	"unknown"	0	0	"none"
"Melospiza melodia"	-81.6818288177	35.0820612739	"unknown"	0	0	"none"
"Melospiza melodia"	-123.1472299722	49.2953763889	"unknown"	0	0	"none"
"Melospiza melodia"	-123.1404563333	49.2970549722	"unknown"	0	0	"none"
"Melospiza melodia"	-131.8219462351	53.2547978457	"unknown"	0	0	"none"
"Melospiza melodia"	-122.4267283333	37.8068666667	"unknown"	0	0	"none"
"Melospiza melodia"	-118.3508446838	34.0028723162	"unknown"	0	0	"none"
"Melospiza melodia"	-87.5532008712	41.6426678817	"unknown"	0	0	"none"
"Melospiza melodia"	-118.3589533291	34.0001556706	"unknown"	0	0	"none"
"Melospiza melodia"	-126.6194677356	52.3793592167	"unknown"	0	0	"none"
"Melospiza melodia"	-100.5049676	47.0448552	"unknown"	0	0	"none"
"Melospiza melodia"	-84.0322960929	46.43073581	"unknown"	0	0	"none"
"Melospiza melodia"	-75.090874255	40.1063412063	"unknown"	0	0	"none"
"Melospiza melodia"	-80.232330254	45.3818108793	"unknown"	0	0	"none"
"Melospiza melodia"	-81.5753789642	41.4850806829	"unknown"	0	0	"none"
"Melospiza melodia"	-81.5756149986	41.4850967575	"unknown"	0	0	"none"
"Melospiza melodia"	-123.9396804571	39.9202865657	"unknown"	0	0	"none"
"Melospiza melodia"	-81.1672633603	37.9208732534	"unknown"	0	0	"none"
"Melospiza melodia"	-79.7985287649	43.7424636397	"unknown"	0	0	"none"
"Melospiza melodia"	-70.6017383333	41.8558416667	"unknown"	0	0	"none"
"Melospiza melodia"	-59.9835787258	45.9081038652	"unknown"	0	0	"none"
"Melospiza melodia"	-59.9827606518	45.9081249387	"unknown"	0	0	"none"
"Melospiza melodia"	-79.884565	43.2928666667	"unknown"	0	0	"none"
"Melospiza melodia"	-79.8871066667	43.28936	"unknown"	0	0	"none"
"Melospiza melodia"	-79.8875416667	43.2895966667	"unknown"	0	0	"none"
"Melospiza melodia"	-79.8869383333	43.2893216667	"unknown"	0	0	"none"
"Melospiza melodia"	-59.99583025	45.89604926	"unknown"	0	0	"none"
"Melospiza melodia"	-117.2758839921	33.0115812784	"unknown"	0	0	"none"
"Melospiza melodia"	-71.3316	46.747674	"unknown"	0	0	"none"
"Melospiza melodia"	-124.0177611313	48.4146835321	"unknown"	0	0	"none"
