"name"	"longitude"	"latitude"	"subspecies"	"leucophrys"	"gambelii"	"numSubsppGroups"	"assigned"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.29	49.37	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.26	45.47	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.39	45.43	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123	46.84	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.86	50.8	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.86	50.79	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.24	48.42	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.57	48.96	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.36	45.5	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.67	45.31	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.67	47.59	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.47	48.46	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.05	49.2	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.05	40.83	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.25	49.26	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.25	49.25	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.66	49.29	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.59	49.38	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.13	49.3	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.5	37.59	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.73	45.44	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.15	48.61	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.39	51.17	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.8	49.17	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.38	47.69	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.94	47.08	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.35	47.72	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.62	49.16	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.26	49.26	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.44	37.78	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.06	50.36	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.07	45.44	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.92	36.63	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.4	37.19	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.52	49.6	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-125	49.79	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.94	45.74	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.8	37.26	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.85	49.17	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.51	37.57	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.42	37.4	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.66	45.54	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys pugetensis Grinnell, 1928"	-122.67	45.51	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.45	45.33	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.35	48.75	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.32	47.57	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.08	49.38	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.3	46.8	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.18	41.75	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.48	37.83	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.2	47.48	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys pugetensis Grinnell, 1928"	-122.2	47.48	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.69	48.1	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.15	49.33	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.3	45.51	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.76	48.65	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.23	51.42	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.99	49.68	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.22	49.35	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.81	39.45	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.17	49.29	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.4	47.69	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.27	45.56	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.49	49.29	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.94	35.46	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.14	48.58	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.76	47.17	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.82	46.19	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.91	48.75	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-127.15	54.77	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.11	48.02	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.14	38.46	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.44	37.73	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.32	37.81	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.39	48.52	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-113.04	37.44	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys pugetensis Grinnell, 1928"	-124.07	44.83	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.11	49	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.52	37.53	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.83	49.19	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.32	37.86	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.95	49.26	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.5	48.85	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.35	48.87	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.3	47.19	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.87	45.52	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.07	44.68	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.09	44.05	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.51	37.54	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.01	44.99	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.06	44.83	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.14	49.75	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.14	41.06	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.68	45.62	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.75	45.51	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.92	48.38	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys oriantha Oberholser, 1932"	-120.2	39.54	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys pugetensis Grinnell, 1928"	-122.35	47.62	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.42	37.39	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.43	46.01	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.82	39.44	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.64	49.17	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.11	49.25	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys pugetensis Grinnell, 1928"	-123.41	48.12	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.98	45.22	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.74	50.12	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.36	48.49	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.79	50.06	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.9	48.53	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.38	48.89	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-125.87	49.11	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.33	47.71	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.94	45.61	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.97	45.48	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.75	48.07	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.68	49.04	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.08	44.44	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.19	49.3	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys nuttalli Ridgway, 1899"	-122.45	37.77	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.96	36.61	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.94	36.52	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.15	48.09	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.12	40.92	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.28	51.39	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.44	49.61	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.02	44.63	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.01	44.61	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.22	45.45	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.38	47.88	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.42	42.41	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.09	38.41	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys nuttalli Ridgway, 1899"	-122.08	36.95	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.59	48.18	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.15	44.74	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.78	51.31	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.27	47.4	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.87	35.3	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys nuttalli Ridgway, 1899"	-121.95	36.61	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.31	47.14	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys pugetensis Grinnell, 1928"	-123.44	49.46	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.81	39.47	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.14	44.74	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.06	46.35	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.07	46.27	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.76	48.14	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-125.11	49.86	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys oriantha Oberholser, 1932"	-118.59	37.24	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.14	40.78	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.87	38.02	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.61	48.2	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys pugetensis Grinnell, 1928"	-122.78	48.11	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.95	49.26	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.66	48.42	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.59	48.04	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.4	48.66	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.97	49.16	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.06	44.67	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.88	39.32	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.69	50.95	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.16	49.68	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys nuttalli Ridgway, 1899"	-122.44	37.45	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.3	44.52	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.51	37.53	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.89	49.28	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys nuttalli Ridgway, 1899"	-122.51	37.78	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.83	45.55	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.12	45.58	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.31	37.9	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.18	49.12	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.94	49.26	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys nuttalli Ridgway, 1899"	-122.45	37.75	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys nuttalli Ridgway, 1899"	-122.45	37.76	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.07	47.35	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.35	44.09	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys oriantha Oberholser, 1932"	-116.65	48.66	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-115.58	51.17	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.62	35.03	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.04	47.31	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.5	45.49	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.37	47.61	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.06	44.81	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.82	39.35	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.26	39.39	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-115.37	51.07	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.84	40.87	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.41	47.66	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.74	46.78	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.23	48.01	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.29	49.37	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.52	37.85	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.29	47.89	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.14	49.04	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.44	37.47	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.07	49.01	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.24	42.02	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.67	45.53	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.26	47.68	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.94	49.27	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-125.25	50.01	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.79	49.3	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.85	44.44	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.2	48.74	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.3	50.62	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys nuttalli Ridgway, 1899"	-122.89	38.03	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys nuttalli Ridgway, 1899"	-121.93	36.64	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.32	37.88	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-115.54	51.21	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.48	48.5	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.53	37.82	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.78	49.29	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.35	37.16	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.63	50.33	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.27	49.36	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.25	46.3	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.98	49.05	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.46	37.61	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.28	52.96	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.6	48.03	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.23	52.22	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.26	52.89	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.25	52.89	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.25	52.9	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.12	49.01	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.04	44.62	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.91	39.3	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-115.32	50.98	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.77	47.49	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.31	47.25	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.96	38.08	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.19	40.79	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123	44.9	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.36	37.73	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.33	47.82	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-115.63	51.18	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.26	49.32	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-112.83	37.64	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-115.53	51.21	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.77	48.02	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.77	48.01	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.57	45.49	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.98	49.25	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.51	47.54	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.64	47.73	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.03	41.36	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-124.12	44.18	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.45	37.76	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.91	39.31	"unknown"	0	1	1	"gambelii"
"Zonotrichia leucophrys nuttalli Ridgway, 1899"	-122.26	37.78	"unknown"	0	1	1	"gambelii"
