"name"	"longitude"	"latitude"	"subspecies"	"leucophrys"	"nuttalli"	"numSubsppGroups"	"assigned"
"Zonotrichia leucophrys"	-80.53	45.98	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.88	45.58	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.97	45.76	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.76	51.28	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-117.05	51.3	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-76.89	45.63	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-76.88	45.62	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-76.88	45.63	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.01	40.51	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.1	48.77	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.95	45.17	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-76.84	45.65	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-76.85	45.61	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.63	49.16	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.94	40.68	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-111.62	40.58	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-97.37	35.38	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-149.88	61.2	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.33	49.38	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.49	42.74	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.04	49.16	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.66	45.53	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-74.11	40.79	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-121.3	48.72	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.51	49.16	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-148.9	63.75	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.01	46.23	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.82	51.23	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.38	47.77	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.41	38.83	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.8	50.32	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.71	49.08	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.61	45.6	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.45	37.09	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-148.92	63.73	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.96	45.89	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-88.36	42.07	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-87.81	42.42	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-87.63	41.96	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.5	45.49	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.95	45.28	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.32	44.56	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.26	44.5	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.35	51.09	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-107.51	37.94	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115	36.08	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-165	64.44	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.56	39.11	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-161.77	60.79	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.84	49.62	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.51	42.75	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-73.99	40.65	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.38	44.57	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.52	47.62	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.76	49.03	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.01	48.52	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-80.25	43.54	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-111.37	45.47	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-112.48	45.99	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-117.36	52.89	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-107.57	37.76	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-107.71	37.74	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.76	46.1	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-148.83	63.66	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.99	27.94	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.27	49.37	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.42	36.56	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-149.96	61.14	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.33	48.54	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-149.29	63.74	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-118.06	52.89	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.53	47.91	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.14	49.29	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.06	49.02	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-114.16	62.61	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-79.88	47.51	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.97	40.81	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.48	47.46	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.39	45.59	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.24	45.55	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.01	45.34	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.84	47.45	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.59	48.04	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.07	47.85	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys pugetensis"	-123.72	48.36	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-116.27	51.39	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.25	46.28	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-70.14	41.29	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.06	48.98	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.78	32.15	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.79	51.07	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-116.49	34.16	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-126.7	55.43	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.89	44.72	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-147.74	64.86	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.54	48.32	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.65	48.42	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.4	36.22	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.07	44.21	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-113.74	48.82	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-112.2	33.69	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-125.25	50	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.37	45.55	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.41	48.42	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.96	45.85	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.12	47.67	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-141.94	64.07	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-79.51	43.67	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.8	49.24	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.14	44.74	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-125.18	49.94	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-111.64	33.55	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.58	41.31	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-116.14	45.18	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.43	36.56	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-107.21	38.87	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-83.46	44.25	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-150.24	62.3	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-113.66	53.62	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-113.73	48.69	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.43	48.12	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.07	38.87	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.39	48.09	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.49	49.29	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-94.2	58.79	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.6	47.8	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.63	47.57	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-96.15	41.16	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.51	48.96	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.09	45.51	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.2	48.75	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.56	37.96	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.38	47.58	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-114.99	51.37	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-113.91	49.03	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.67	44.1	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.58	43.88	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.85	44.49	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys oriantha"	-105.64	39.6	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.42	47.66	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-109.27	42.66	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.11	46.85	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.52	31.85	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-83.45	44.25	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.09	49.33	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.5	47.8	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys oriantha"	-117.95	45.28	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.31	41.36	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.32	41.35	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-114.32	49.44	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.14	39.41	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.42	49.19	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-113.46	49.01	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-113.97	49.1	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.11	46.84	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.23	41.35	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.68	43.79	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-133.74	68.36	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-107.94	39.05	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.09	49.01	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-68.92	44.46	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-149.02	63.87	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.59	44.42	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-149.44	60.1	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.68	44.1	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.03	47.7	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.7	44.09	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.77	49.2	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-125.01	49.72	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-125.02	49.72	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys oriantha"	-106.13	39.33	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-87.11	54.04	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-129.98	58.43	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-138.36	64.73	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-138.3	64.59	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.82	48.42	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.92	48.46	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-149.44	60.11	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.75	40.45	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.28	47.31	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-118.75	34.77	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.21	49.4	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.38	38.78	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys leucophrys"	-93.13	44.74	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys oriantha"	-105.45	36.6	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.45	36.6	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.8	48.06	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-121.95	49.16	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-75.15	40.04	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-99.81	30.44	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-138.22	64.51	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.95	49.26	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.88	39.66	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.76	40.44	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-103.53	25.54	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.99	50.09	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.51	48.79	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-107.79	37.93	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.48	40.56	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.16	39.5	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.13	39.33	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.41	48.12	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.2	47.53	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.84	49.1	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-79.3	43.02	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys gambelii"	-147.75	64.87	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.64	49.53	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.08	44.68	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.12	44.18	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.61	40.09	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.04	39.64	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.55	44.71	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.02	49.35	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.75	43.47	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.64	47.73	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-144.58	69.33	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys pugetensis"	-122.78	48.11	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.51	47.54	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.98	49.25	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.64	47.54	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.87	39.64	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-150.11	62.33	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-73.76	45.39	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-116.57	45.49	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.76	31.54	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-134.56	60.07	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-81.63	46.91	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.77	48.01	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.77	48.02	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.87	44.53	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.91	40.52	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.11	47.66	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.61	48.2	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.23	50.48	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.57	44.42	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.53	51.21	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-117.25	52.89	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-117.26	52.89	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-112.83	37.64	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-111.59	40.62	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.32	49.66	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.61	49.14	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-109.66	43.06	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.3	41.35	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.75	39.6	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.12	44.04	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.64	47.75	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.26	49.32	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.63	51.18	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.33	47.82	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-80.76	43.12	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.17	45.37	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.15	39.5	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.14	49.75	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-114.16	50.99	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-114.03	49.01	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123	44.9	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.36	47.69	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-108.08	39.06	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-109.33	40.43	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.04	39.52	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.01	39.59	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.31	47.25	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.89	40.71	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-78.69	45.58	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.08	48.97	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.75	40.44	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.77	47.49	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.32	50.98	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-116.23	51.42	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-100.43	46.75	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-117.22	52.9	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-113.93	49.03	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.4	48.43	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-81.1	28.73	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.71	49.53	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.6	49.52	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-78.5	45.58	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-96.37	30.67	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.79	49.24	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-144.62	68.81	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-133.03	69.45	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-117.02	46.72	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-118.17	47.64	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-124.04	44.62	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-116.16	34.09	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-107.03	38.91	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.12	49.01	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.2	47.68	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-109.72	31.56	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.14	31.55	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-107	38.98	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-117.25	52.9	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-111.67	33.37	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.58	40.08	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-117.23	52.22	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.6	48.03	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-77.58	44.22	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.74	43.75	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-117.28	52.96	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106	39.25	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.1	67.82	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.1	67.83	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-162.58	66.9	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-121.98	49.05	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.38	47.81	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.23	49.25	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.25	46.3	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.58	49.21	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-73.76	45.48	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.67	39.58	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.78	49.29	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-79.19	45.05	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-135.34	60.87	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-136.61	62.78	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.3	41.34	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.27	49.36	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.76	48.14	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.29	47.65	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.97	38.92	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-117.36	52.94	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-111.36	37.85	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-114.63	50.33	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123.3	44.63	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-116.45	45.51	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.8	40.44	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-109.77	37.56	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-107.68	37.57	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.48	48.72	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.32	51.05	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-147.86	64.86	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys pugetensis"	-122.84	47.45	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.48	48.5	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-106.1	39.41	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-111.59	40.58	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-138.22	64.5	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-111.59	64.87	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-122.94	48.05	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-150.11	62.32	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-123	48.02	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-105.54	36.04	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-97.16	37.29	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-97.2	37.18	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-115.54	51.21	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys gambelii"	-112.02	40.54	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-110.73	43.75	"unknown"	0	0	0	"none"
"Zonotrichia leucophrys"	-98.26	30.31	"unknown"	0	0	0	"none"
