"name"	"longitude"	"latitude"	"subspecies"	"leucophrys"	"gambelii"	"pugetensis"	"numSubsppGroups"	"assigned"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.19	41.63	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79	44.62	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.22	43.24	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.7	43.19	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79	45.39	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-76.55	42.94	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-76.78	42.97	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.61	41.85	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.61	41.86	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.5	41.42	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.33	44.46	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.86	44.82	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.46	43.13	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.73	41.97	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.26	42.88	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-76.2	44.59	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.01	41.67	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.85	43	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.27	41.64	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.27	41.61	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.2	41.64	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.28	43.89	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-89.66	42.28	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.08	41.74	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-76.86	43.94	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.44	41.13	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.58	45.5	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.52	41.95	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-84.79	39.25	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.93	43.21	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.95	42.2	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.36	43.37	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.39	42.93	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.74	43.67	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-76.65	41.11	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.38	42.58	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.45	41.64	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.16	41.62	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.37	41.68	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-89.33	43.09	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.32	42.95	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.96	44.81	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.66	43.91	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.53	41.97	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.8	43.87	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.81	44.16	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.04	43.63	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-89.07	42.83	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.19	41.61	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.6	41.79	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.77	41.88	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.94	46.47	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.37	43.67	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.86	42.22	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.86	42.25	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.93	44.6	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.51	41.94	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.7	41.71	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.51	41.91	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.75	42.78	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.51	41.92	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.9	43.28	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.24	44.71	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-89.81	43.03	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.53	41.69	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.21	43.86	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.44	46.13	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.53	41.68	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.87	43.07	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.72	44.12	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.28	45.12	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.81	42.54	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.52	41.96	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.68	43.51	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.04	44.6	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-74.74	41.24	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.91	42.26	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.19	45.34	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.14	41.51	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.09	46.43	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-86.38	42.16	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.98	43.83	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.52	41.12	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.71	41.54	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.8	44	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.89	42.31	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.22	43.02	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.58	44.22	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.8	45.46	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-76.42	44.24	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.19	45.05	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.5	45.58	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.69	45.58	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.53	45.98	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88	42.03	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.88	43.4	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.49	41.89	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.52	41.94	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.7	45.58	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.51	42.04	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.48	42.05	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys leucophrys"	-83.44	44.26	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-90.69	42.57	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-76.9	43.29	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.54	45.02	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.24	45.36	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-76.62	44.18	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-84.79	43.6	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.94	44.75	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.95	42.57	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.18	41.47	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.35	41.32	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.2	41.32	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.31	41.23	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.05	43.26	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.35	40.86	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.94	43.27	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.35	41.31	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.63	40.36	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.01	40.93	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.62	41.88	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.52	41.61	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.58	41.68	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.28	43.57	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.23	43.04	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-84.75	42.52	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.4	43.16	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-84.58	39.37	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-75.66	40.73	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.23	41.31	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.31	41.24	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-82.34	43	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-84.4	39.12	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-76.92	44.21	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-75.84	40.68	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.96	42.34	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.21	41.38	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.88	42.09	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.81	42.89	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.58	40.86	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.62	40.95	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-80.18	41.09	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-84.69	39.3	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.62	44.18	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.87	44.79	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.53	45.01	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.64	41.96	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.31	43.66	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.97	46.47	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.51	43.51	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.94	44.75	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.58	41.8	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.7	41.91	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-84.79	43.6	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.3	41.2	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-75.17	44.6	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.24	45.36	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.54	45.02	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.49	41.89	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.88	43.4	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.32	43.33	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.58	41.79	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.55	43.43	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.99	46.44	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.64	41.93	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.9	43.29	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-86.07	39.69	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-88	42.03	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.53	45.98	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-88.36	42.07	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.81	42.42	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.63	41.96	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.25	43.54	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.51	43.67	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.46	44.25	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.45	44.25	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.3	43.02	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.76	43.12	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.69	45.58	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.5	45.58	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-77.58	44.22	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.19	45.05	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-76.42	44.24	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.37	42.97	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.8	45.46	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.54	43.23	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.76	39.37	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.62	41.87	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.52	41.96	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.33	43.73	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.71	43.8	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.19	41.63	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.53	41.96	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.49	43.65	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.38	45.6	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.36	43.02	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.22	43.02	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.46	42.62	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.18	41.48	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-90.69	42.57	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.89	42.31	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.8	44	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.89	41.43	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.71	41.54	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.52	41.12	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.98	43.83	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-86.38	42.16	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.09	46.43	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.14	41.51	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.19	45.34	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.91	42.26	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.51	41.91	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.87	43.27	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.96	42.82	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.1	46.43	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-74.74	41.24	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-86.25	39.69	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.5	43.66	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-88.65	43.71	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.93	43.78	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-88.04	44.6	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.25	42.98	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.68	43.51	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.81	42.54	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-89.37	43.17	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.28	45.12	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.68	45.57	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.86	43.24	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.72	44.12	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.87	43.07	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-88.04	41.89	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.53	41.68	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.52	41.95	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-77.29	45.9	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.44	46.13	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.21	43.86	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-77.24	44.71	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.53	41.69	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-89.81	43.03	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.9	43.28	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.6	43.64	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.09	42.17	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.84	43.87	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.51	41.92	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.58	44.65	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.43	41.31	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.95	45.62	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-78.75	42.78	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.7	41.71	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-82.51	41.94	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-83.74	43.32	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-77.72	43.99	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.25	42.99	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.93	44.6	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-79.89	44.36	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.61	41.86	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.86	42.25	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-81.86	42.22	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-80.94	46.47	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.69	42.05	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-86.39	39.19	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.7	41.9	"unknown"	1	0	0	1	"leucophrys"
"Zonotrichia leucophrys"	-87.61	41.79	"unknown"	1	0	0	1	"leucophrys"
