assigned,longitude,latitude
seri,-112.214444,28.969444
seri,-112.383333,29
seri,-112.500624,29.000187
seri,-112.095133255,29.40194
seri,-112.330619,28.7635273
seri,-112.338952,29.2218497
seri,-113.1833333,28.8333333
