"Longitude" "Latitude" "wc2.1_10m_bio_1" "wc2.1_10m_bio_2" "wc2.1_10m_bio_3" "wc2.1_10m_bio_4" "wc2.1_10m_bio_5" "wc2.1_10m_bio_6" "wc2.1_10m_bio_7" "wc2.1_10m_bio_8" "wc2.1_10m_bio_9" "wc2.1_10m_bio_10" "wc2.1_10m_bio_11" "wc2.1_10m_bio_12" "wc2.1_10m_bio_13" "wc2.1_10m_bio_14" "wc2.1_10m_bio_15" "wc2.1_10m_bio_16" "wc2.1_10m_bio_17" "wc2.1_10m_bio_18" "wc2.1_10m_bio_19" "occ"
"2:202" -88.57 14.59 21.3361358642578 10.8274793624878 67.5293045043945 148.897659301758 29.8922500610352 13.8585004806519 16.033748626709 21.9034576416016 20.4813327789307 23.0266666412354 19.3509159088135 1322 248 17 79.7288055419922 612 59 434 112 1
"2:203" -106.29 23.17 25.1240921020508 13.4380741119385 62.1052169799805 333.046600341797 34.3553886413574 12.717794418335 21.6375942230225 28.6859645843506 23.8714294433594 28.8492069244385 21.0480365753174 841 224 1 125.810043334961 644 4 464 59 1
"2:204" -89.54 15 25.7573127746582 10.638500213623 70.8807983398438 119.619445800781 33.6455001831055 18.6364994049072 15.0090007781982 26.2939586639404 25.1758327484131 27.1573753356934 24.1965408325195 975 204 5 96.7298431396484 527 19 119 39 1
"2:205" -86.73 15.07 21.4369792938232 10.2218751907349 64.7835693359375 166.337249755859 29.494499206543 13.7159996032715 15.7784996032715 21.9197082519531 21.6165828704834 23.3294162750244 19.1987075805664 1422 216 23 58.277229309082 571 96 398 158 1
"2:206" -87.14 13.91 20.7468643188477 11.0155620574951 67.822509765625 141.284530639648 28.9524993896484 12.7107496261597 16.2417488098145 21.331750869751 19.6860008239746 22.2303333282471 18.797290802002 1185 229 11 85.0473480224609 540 37 429 73 1
"2:207" -91.58 16.03 20.8722915649414 11.3875417709351 68.4337158203125 145.474380493164 29.318000793457 12.6777496337891 16.640251159668 21.933708190918 20.63454246521 22.4118747711182 18.8269577026367 2811 452 57 67.9770278930664 1274 199 688 311 1
"2:208" -89.33 20.54 25.7583446502686 14.1409797668457 67.5454483032227 202.132232666016 36.3267517089844 15.3912496566772 20.9355010986328 27.0636672973633 23.8422508239746 27.857250213623 22.9966659545898 1089 188 26 68.2778472900391 517 90 278 100 1
"2:209" -95.42 16.74 23.5315418243408 12.2612915039062 73.02734375 121.716361999512 31.8422508239746 15.0522499084473 16.7900009155273 24.158166885376 23.4113750457764 24.9094581604004 21.9132080078125 903 202 11 89.0612411499023 508 49 202 64 1
"2:210" -89.95 21.07 26.1062812805176 11.7919368743896 67.04345703125 191.225982666016 34.7804985046387 17.1919994354248 17.5884990692139 27.4998340606689 25.5745410919189 28.0394992828369 23.4317493438721 752 139 16 69.1369857788086 348 55 261 83 1
"2:211" -92.19 16.19 20.3898754119873 13.0629997253418 69.7158126831055 140.963745117188 29.5467491149902 10.8092498779297 18.7374992370605 21.3584575653076 18.4700412750244 21.9547920227051 18.4700412750244 1143 242 4 94.3715744018555 573 24 388 24 1
"2:212" -88.04 14.1 17.9886569976807 10.822229385376 69.283332824707 118.108245849609 25.9424991607666 10.3222503662109 15.6202487945557 18.3389167785645 17.2051258087158 19.2257080078125 16.3593330383301 1749 355 11 90.3198776245117 844 36 586 38 1
"2:213" -91.74 15.3 14.7449684143066 13.8736457824707 71.5007400512695 115.775634765625 24.1937503814697 4.79024982452393 19.4034996032715 15.5540418624878 13.1556243896484 15.9435415267944 13.1556243896484 1482 295 8 89.139518737793 688 32 519 32 1
"2:214" -98.39 18.69 20.9582920074463 16.6506252288818 71.6919021606445 169.299179077148 32.466251373291 9.24100017547607 23.2252502441406 21.8329582214355 18.8023338317871 23.0971260070801 18.8023338317871 816 178 4 101.802513122559 486 17 263 17 1
"2:215" -88.83 20.51 25.7797603607178 14.0198125839233 69.4892959594727 190.97331237793 35.8162498474121 15.6407499313354 20.1754989624023 27.169792175293 23.8870830535889 27.7687492370605 23.1609592437744 1167 202 29 65.0142288208008 537 99 411 117 1
"2:216" -91.14 14.52 19.0092086791992 10.8813333511353 80.9668197631836 62.3067741394043 25.4580001831055 12.0187501907349 13.4392499923706 19.3402080535889 18.2075824737549 19.6493339538574 18.1996250152588 2590 521 13 86.7747268676758 1218 70 853 136 1
"2:217" -101.45 19.81 16.0468235015869 16.3190212249756 63.7673454284668 227.103622436523 28.6062507629395 3.0147500038147 25.5915012359619 17.6320419311523 16.1149158477783 18.7863750457764 13.0917501449585 809 191 6 105.700561523438 506 23 186 33 1
"2:218" -90.66 14.87 20.7399997711182 10.294750213623 71.5447235107422 105.820510864258 28.0197505950928 13.6304998397827 14.3892507553101 21.333625793457 20.0545425415039 21.9441261291504 19.3362922668457 1861 352 24 82.3269500732422 887 78 576 140 1
"2:219" -89.72 20.96 26.0162391662598 12.9149379730225 67.1045379638672 195.010070800781 35.6867485046387 16.4407501220703 19.2459983825684 27.267126083374 25.6426658630371 28.0380420684814 23.3324584960938 977 171 22 71.7573165893555 477 68 231 94 1
"2:220" -89.63 19.72 25.7006454467773 14.0906248092651 66.9746246337891 205.794876098633 36.1980018615723 15.1592502593994 21.0387516021729 27.0212516784668 23.8149585723877 27.8333339691162 22.8858337402344 1075 202 25 69.8559265136719 501 81 280 90 1
"2:221" -94.85 16.76 25.3552494049072 9.77395820617676 59.6873817443848 186.602798461914 34.1095008850098 17.7342510223389 16.3752498626709 26.2922077178955 25.2059173583984 27.4659156799316 22.8311252593994 1445 300 21 80.9590225219727 744 74 308 139 1
"2:222" -90.32 14.87 23.9336051940918 9.39291667938232 68.672966003418 114.831916809082 30.8567504882812 17.1790008544922 13.6777496337891 24.3802490234375 23.1754589080811 25.2531661987305 22.4272079467773 1523 302 13 86.8718414306641 749 49 480 91 1
"2:223" -88.52 14.51 21.3361358642578 10.8274793624878 67.5293045043945 148.897659301758 29.8922500610352 13.8585004806519 16.033748626709 21.9034576416016 20.4813327789307 23.0266666412354 19.3509159088135 1322 248 17 79.7288055419922 612 59 434 112 1
"2:224" -91.48 14.89 12.7439479827881 13.936562538147 70.6749114990234 106.926795959473 22.2447490692139 2.52550005912781 19.7192497253418 13.4596252441406 11.2568330764771 13.8670835494995 11.2568330764771 1327 261 6 85.5581741333008 622 31 476 31 1
"2:225" -104.73 21.21 19.4166240692139 16.3015842437744 65.3992614746094 244.952362060547 31.2630004882812 6.33675003051758 24.9262504577637 21.6779174804688 17.8248748779297 21.9722499847412 16.1736660003662 1246 331 3 119.244049072266 871 19 818 65 1
"2:226" -104.15 19.83 22.6931571960449 16.6211051940918 66.042594909668 214.906524658203 34.6977500915527 9.5305004119873 25.1672496795654 24.1821250915527 21.6957092285156 24.9343757629395 19.722375869751 799 190 3 109.72770690918 513 17 355 43 1
"2:227" -100.21 17.42 22.3462924957275 12.1355419158936 76.7004241943359 106.035705566406 29.9432506561279 14.1212501525879 15.82200050354 22.8183746337891 22.2700004577637 23.5387077331543 20.8534164428711 1452 316 5 103.141983032227 869 24 327 42 1
"2:228" -88.85 14.05 23.6455097198486 11.3538961410522 73.5546493530273 95.1784515380859 31.84375 16.4077491760254 15.4360008239746 23.7021675109863 22.8456249237061 25.0338325500488 22.5964164733887 1786 329 4 92.0802764892578 908 18 292 49 1
"2:229" -91.68 16.11 20.1879901885986 11.8138542175293 68.5745697021484 143.066635131836 28.8624992370605 11.6347503662109 17.2277488708496 21.1456661224365 18.8864994049072 21.779167175293 18.2045001983643 2251 402 36 78.5083770751953 1093 133 603 168 1
"2:230" -87.99 14.29 19.60325050354 11.4632081985474 69.6280136108398 132.513076782227 28.181999206543 11.7185001373291 16.4634990692139 19.9603328704834 18.6748752593994 21.0550422668457 17.8122081756592 1543 305 13 84.8934936523438 714 44 524 56 1
"2:231" -87.73 20.49 25.4165306091309 12.463812828064 71.2289047241211 179.466735839844 33.4799995422363 15.9817495346069 17.4982490539551 26.6134986877441 24.4472503662109 27.2644577026367 22.9705410003662 1157 188 42 54.9886054992676 498 129 409 144 1
"2:232" -87.91 21.17 25.52170753479 13.5200004577637 71.2704238891602 185.756240844727 34.5735015869141 15.6035003662109 18.9700012207031 27.1814155578613 24.6818332672119 27.3780002593994 22.9680004119873 1008 147 34 54.0222358703613 413 114 349 132 1
"2:233" -92.86 16.58 25.3447074890137 13.2584581375122 65.4423599243164 180.420166015625 35.5097503662109 15.25 20.2597503662109 26.3197078704834 23.0353755950928 27.5584583282471 23.0353755950928 1115 228 5 98.7685775756836 621 22 352 22 1
"2:234" -104.78 20.73 17.3526363372803 15.526478767395 65.0453109741211 222.229934692383 28.7842502593994 4.91400003433228 23.8702507019043 19.3140411376953 15.910249710083 19.6041259765625 14.3981666564941 1346 324 5 112.35619354248 893 25 846 67 1
"2:235" -91.87 15.74 24.3430614471436 13.2897081375122 67.8669662475586 153.293395996094 34.2104988098145 14.6284999847412 19.5819988250732 24.705041885376 23.3293743133545 26.2453746795654 22.4227504730225 1642 342 12 93.4932479858398 839 40 469 53 1
"2:236" -88.64 14.88 22.4595108032227 10.637770652771 67.7748489379883 153.412750244141 30.9034996032715 15.2077503204346 15.6957492828369 23.3966255187988 22.7478332519531 24.1940002441406 20.4328327178955 1485 265 21 69.6645736694336 639 94 441 211 1
"2:237" -95.02 16.33 27.7890853881836 11.2492914199829 72.2759170532227 119.504844665527 35.4267196655273 19.8623485565186 15.5643711090088 28.379825592041 26.1099872589111 29.0715923309326 26.1099872589111 922 236 2 116.283714294434 559 7 279 7 1
"2:238" -91.7 16.02 20.1879901885986 11.8138542175293 68.5745697021484 143.066635131836 28.8624992370605 11.6347503662109 17.2277488708496 21.1456661224365 18.8864994049072 21.779167175293 18.2045001983643 2251 402 36 78.5083770751953 1093 133 603 168 1
"2:239" -90.39 20.18 26.6232948303223 12.2630786895752 68.0422973632812 185.976181030273 35.5802154541016 17.5574855804443 18.0227298736572 27.9748668670654 26.0165328979492 28.5105171203613 24.0252666473389 1000 194 14 82.4900665283203 519 48 374 70 1
"2:240" -99.57 18.68 20.5744171142578 14.5138339996338 67.1804580688477 173.457733154297 31.5972499847412 9.99300003051758 21.6042499542236 21.2416667938232 18.5081253051758 22.8391666412354 18.4789581298828 1046 219 4 106.329391479492 629 21 310 30 1
"2:241" -90.19 20.83 26.5770511627197 12.8188543319702 71.1476821899414 171.703659057617 35.4544982910156 17.4372501373291 18.0172481536865 27.8074169158936 26.1317501068115 28.2954998016357 24.1652908325195 791 142 10 78.0018463134766 397 40 302 72 1
"2:242" -91.33 15.27 18.4331970214844 13.6301870346069 73.3347854614258 108.308349609375 27.8080005645752 9.22175025939941 18.5862503051758 19.0401668548584 17.7792911529541 19.6441669464111 16.9863758087158 2244 408 39 77.1308288574219 1030 128 672 190 1
"2:243" -98.85 19 20.7450313568115 15.647271156311 67.8619613647461 172.628463745117 32.5909996032715 9.5334997177124 23.0574989318848 21.4062080383301 18.7372093200684 23.0180416107178 18.6878757476807 936 193 4 105.054275512695 561 20 268 30 1
"2:244" -91.12 15.27 18.4421558380127 12.8508958816528 73.5492630004883 109.145439147949 27.3425006866455 9.86999988555908 17.4724998474121 19.0787086486816 17.7470836639404 19.6704578399658 16.9856243133545 2476 422 54 71.5712051391602 1126 171 699 263 1
"2:245" -95.83 16.98 20.7264366149902 11.6423330307007 71.0136566162109 127.847023010254 28.8372497558594 12.4427499771118 16.3945007324219 21.247917175293 19.7186241149902 22.2597904205322 19.0803756713867 1307 249 21 86.678581237793 702 66 345 76 1
"2:246" -91.48 15.4 11.6058330535889 14.3768749237061 70.1567611694336 117.984077453613 21.4685001373291 0.976000010967255 20.4925003051758 12.3999576568604 9.95983409881592 12.8310413360596 9.95983409881592 1420 270 14 81.5411987304688 660 51 490 51 1
"2:247" -87.37 14.91 24.0972805023193 11.7196044921875 70.3489379882812 148.668273925781 32.8047485351562 16.1455001831055 16.6592483520508 24.736083984375 23.0746669769287 25.8181247711182 22.1412506103516 1278 212 23 67.978759765625 555 82 374 142 1
"2:248" -90.59 15.37 19.3548431396484 10.8522291183472 71.8250732421875 127.651069641113 26.9597492218018 11.8505001068115 15.1092491149902 20.0924167633057 19.3227920532227 20.6944580078125 17.6016674041748 2890 401 95 52.1105995178223 1138 302 691 390 1
"2:249" -104.43 21.49 24.5248641967773 15.5285205841064 63.8534545898438 250.923477172852 36.2394981384277 11.9204998016357 24.318998336792 26.3013744354248 25.1402072906494 27.1691246032715 21.0982913970947 985 275 2 121.004341125488 685 13 443 58 1
"2:250" -90.3 14.75 21.7599792480469 9.8318338394165 70.1760101318359 109.193542480469 28.9317493438721 14.9215002059937 14.0102491378784 22.3702926635742 21.0786247253418 22.9905414581299 20.3139591217041 1320 277 5 94.3247222900391 664 23 446 52 1
"2:251" -89.49 15.14 25.3561038970947 9.9752082824707 69.0385589599609 131.853591918945 33.0467491149902 18.5979995727539 14.4487495422363 26.0956249237061 24.5420837402344 26.8549156188965 23.6054573059082 1389 254 20 84.8929672241211 715 61 401 112 1
"2:252" -96.76 19.52 21.3883533477783 10.2295417785645 57.9675941467285 228.861373901367 30.2245006561279 12.5775003433228 17.6469993591309 22.824333190918 20.7275409698486 23.7749176025391 18.2410411834717 1433 258 41 72.8841171264648 695 133 374 135 1
"2:253" -96.36 16.57 21.8471775054932 14.1546039581299 73.6959838867188 112.772346496582 31.2627506256104 12.0559997558594 19.206750869751 22.3170413970947 20.4409580230713 23.187292098999 20.4253749847412 619 138 2 97.4925537109375 350 10 229 13 1
"2:254" -100.33 18.69 23.6120109558105 15.4155626296997 64.4625015258789 191.521881103516 35.994499206543 12.0804996490479 23.9139995574951 24.032958984375 24.2761249542236 26.3348751068115 21.5710830688477 1264 267 3 111.480209350586 787 15 305 23 1
"2:255" -101.79 18.94 24.0245094299316 15.99693775177 69.3123245239258 157.058181762695 35.5369987487793 12.4575004577637 23.0794982910156 24.3945827484131 23.8625411987305 26.0827484130859 22.0561656951904 748 180 2 112.10897064209 489 9 148 23 1
"2:256" -98.74 18.72 21.517240524292 16.4619369506836 70.3561782836914 166.544937133789 33.4189987182617 10.0209999084473 23.3979988098145 22.1775417327881 20.5398750305176 23.740291595459 19.5780410766602 914 192 4 104.090309143066 547 18 272 29 1
"2:257" -88.1 21.37 25.7567920684814 13.096583366394 71.3418655395508 181.020141601562 34.5227508544922 16.1652507781982 18.3575000762939 27.3376655578613 25.0304164886475 27.5572509765625 23.2448329925537 986 162 28 56.1544990539551 408 97 321 141 1
"2:258" -95.31 16.13 27.7383327484131 11.4586668014526 73.1715621948242 105.748542785645 35.4879989624023 19.8279991149902 15.6599998474121 28.3926677703857 26.3026657104492 28.9182224273682 26.3026657104492 848 209 1 118.100410461426 513 4 269 4 1
"2:259" -89.94 15.04 16.2558536529541 8.48283290863037 68.7049865722656 122.347663879395 22.5515003204346 10.2047500610352 12.3467502593994 17.0948753356934 15.2439584732056 17.5378341674805 14.5943336486816 1789 294 43 64.354133605957 790 153 510 181 1
"2:260" -89.69 14.89 25.8052291870117 10.4027919769287 70.5309982299805 115.73649597168 33.556999206543 18.8077507019043 14.7492485046387 26.2896671295166 25.257833480835 27.1770000457764 24.2946243286133 1010 208 4 95.8301239013672 539 18 125 42 1
"2:261" -99.05 17.06 24.4757194519043 11.7963123321533 73.6820526123047 106.662048339844 32.2752494812012 16.2654991149902 16.0097503662109 24.8876667022705 24.464916229248 25.7476673126221 23.0561656951904 1621 384 3 115.046203613281 1018 13 378 25 1
"2:262" -101.71 18.79 25.5447597503662 15.6578121185303 73.6041641235352 122.462684631348 36.1414985656738 14.8684997558594 21.2729988098145 25.7945423126221 25.1811676025391 27.1184997558594 23.986083984375 735 174 2 111.683876037598 481 8 138 25 1
"2:263" -94.55 16.32 27.4853992462158 11.095666885376 69.9989166259766 139.532791137695 34.9255981445312 19.0743999481201 15.8511981964111 28.2567329406738 25.5181999206543 28.9582004547119 25.5181999206543 1042 258 0 116.665428161621 650 4 317 4 1
"2:264" -90.25 15.32 17.5198745727539 9.69662475585938 70.4594192504883 117.71312713623 24.4629993438721 10.701000213623 13.761999130249 18.1447925567627 17.5989589691162 18.7883758544922 15.9219999313354 2138 317 60 58.2286148071289 888 205 550 250 1
"2:265" -104.68 21.31 19.4166240692139 16.3015842437744 65.3992614746094 244.952362060547 31.2630004882812 6.33675003051758 24.9262504577637 21.6779174804688 17.8248748779297 21.9722499847412 16.1736660003662 1246 331 3 119.244049072266 871 19 818 65 1
"2:266" -86.43 13.66 22.9516048431396 10.9975414276123 71.2783813476562 107.244590759277 30.6832504272461 15.2542495727539 15.4290008544922 23.2312927246094 22.1415424346924 24.2182502746582 21.5669994354248 1066 199 8 84.4022598266602 499 33 361 36 1
"2:267" -89.93 14.73 19.2656669616699 9.3861665725708 69.9833526611328 106.172004699707 26.3652496337891 12.9532499313354 13.4119997024536 19.8443336486816 18.6125411987305 20.4537925720215 17.8614158630371 1445 283 15 85.1677169799805 718 56 470 84 1
"2:268" -96.15 16.68 21.2472400665283 13.1266870498657 72.1147537231445 122.379013061523 30.2994995117188 12.0970001220703 18.2024993896484 21.7589988708496 19.7766246795654 22.7974166870117 19.7749576568604 866 172 4 97.2193908691406 489 19 270 28 1
"2:269" -88.3 20.64 25.8033027648926 14.0136470794678 71.0396957397461 182.907775878906 35.3682518005371 15.6417503356934 19.7265014648438 27.300666809082 23.8915004730225 27.7447509765625 23.324291229248 1168 197 33 63.5725708007812 525 109 413 112 1
"2:270" -90.22 20.65 26.7635307312012 13.3579797744751 71.9040679931641 166.645416259766 35.9537506103516 17.3762493133545 18.5775012969971 27.8760414123535 26.4490413665771 28.4381675720215 24.439208984375 850 150 12 78.1452102661133 425 42 332 72 1
"2:271" -86.78 15.3 21.9616985321045 9.96272945404053 65.7931594848633 165.181549072266 29.6445007324219 14.5019998550415 15.1425008773804 22.5022926330566 22.0301666259766 23.8037910461426 19.7240829467773 1307 197 24 56.4616470336914 521 96 359 150 1
"2:272" -90.61 14.34 19.9289379119873 10.6363334655762 76.7204666137695 76.6664657592773 26.8272495269775 12.9635000228882 13.8637495040894 20.3586654663086 19.0030822753906 20.7647914886475 18.9073333740234 1455 311 2 98.8370513916016 755 12 195 40 1
"2:273" -93.45 16.08 22.7726764678955 12.8371877670288 70.697151184082 144.540679931641 31.42799949646 13.2700004577637 18.1579990386963 23.5242500305176 20.8152084350586 24.3755416870117 20.8152084350586 1286 286 2 106.225532531738 773 11 363 11 1
"2:274" -87.83 14.12 21.3371257781982 11.7436666488647 71.5793533325195 111.519744873047 29.9162502288818 13.5097503662109 16.4064998626709 21.5475425720215 19.8802509307861 22.5734577178955 19.8653335571289 1494 298 5 90.1269836425781 715 21 527 55 1
"2:275" -89.47 21.23 25.866828918457 11.750020980835 66.8128967285156 195.122161865234 34.5257797241211 16.939323425293 17.5864562988281 27.3208770751953 25.2662754058838 27.8305110931396 23.1361980438232 774 142 19 63.2855758666992 335 71 257 102 1
"2:276" -87.55 14.45 21.8814888000488 12.2794380187988 70.5380401611328 137.465957641602 30.9147491455078 13.5065002441406 17.4082489013672 22.2351665496826 20.8836250305176 23.4249992370605 20.0685405731201 1215 217 16 77.4039916992188 543 53 405 94 1
"2:277" -89.35 21.33 25.866828918457 11.750020980835 66.8128967285156 195.122161865234 34.5257797241211 16.939323425293 17.5864562988281 27.3208770751953 25.2662754058838 27.8305110931396 23.1361980438232 774 142 19 63.2855758666992 335 71 257 102 1
"2:278" -90.07 20.32 26.3564167022705 13.5549163818359 67.6333999633789 193.342895507812 36.4422492980957 16.4004993438721 20.0417499542236 27.525333404541 26.0808334350586 28.4213333129883 23.7190837860107 1089 205 20 78.1750869750977 549 65 275 78 1
"2:279" -90.14 20.39 26.4033546447754 13.7474164962769 69.1346054077148 187.040893554688 36.2980003356934 16.4130001068115 19.8850002288818 27.568208694458 26.1228332519531 28.3613758087158 23.8292922973633 1025 185 18 77.6034698486328 514 60 263 76 1
"2:280" -90.43 14.53 17.6286468505859 10.045708656311 73.1288375854492 90.9539108276367 24.6529998779297 10.9160003662109 13.7369995117188 18.1153335571289 17.0464992523193 18.6174583435059 16.4040012359619 1356 284 6 94.9006195068359 706 21 458 52 1
"2:281" -87.92 14.89 23.1098022460938 11.8048543930054 73.5665435791016 122.471565246582 31.5914993286133 15.5450000762939 16.0464992523193 23.6944999694824 23.1980838775635 24.5441665649414 21.5617504119873 2063 327 40 62.8428955078125 913 150 495 315 1
"2:282" -88.93 21.05 25.7337703704834 13.5580835342407 69.2189178466797 190.526977539062 35.4172515869141 15.8299999237061 19.587251663208 27.0421257019043 25.3092498779297 27.6740417480469 23.0992908477783 1052 183 23 67.6150360107422 496 86 376 119 1
"2:283" -96.5 17.09 13.7636871337891 10.6201667785645 68.8324966430664 126.940086364746 21.7425003051758 6.31349992752075 15.4290008544922 14.1647081375122 12.4314584732056 15.4073753356934 12.1857500076294 944 180 8 85.6376647949219 473 33 306 54 1
"2:284" -103.54 19.69 17.1396465301514 14.3762912750244 63.7014045715332 222.188217163086 27.9529991149902 5.38474988937378 22.5682487487793 18.7661247253418 16.189582824707 19.5151252746582 14.1048336029053 939 204 7 97.0783538818359 544 26 403 62 1
"2:285" -104.14 21.39 19.4568023681641 16.7388553619385 64.8836822509766 246.793228149414 32.2862510681152 6.48799991607666 25.7982521057129 21.6590003967285 18.5955009460449 22.170166015625 16.1380424499512 932 248 4 115.873153686523 626 18 428 51 1
"2:286" -92.2 15.21 17.2146453857422 12.2144165039062 76.6743545532227 83.7980270385742 24.7557506561279 8.82549953460693 15.930251121521 17.7271251678467 16.0448341369629 18.085750579834 16.0448341369629 1833 364 8 89.1887893676758 886 34 600 34 1
"2:287" -90.89 15.24 19.7772922515869 12.647500038147 73.5394592285156 106.490028381348 28.5729999542236 11.3747501373291 17.1982498168945 20.3316249847412 19.1281661987305 21.0296669006348 18.3870830535889 2840 451 71 66.467155456543 1269 234 755 359 1
"2:288" -85.94 15.77 26.914249420166 9.80324935913086 67.5585327148438 153.592880249023 34.2234992980957 19.7127494812012 14.5107498168945 25.9139175415039 27.8131675720215 28.4342918395996 24.7435417175293 1639 251 49 44.4524726867676 664 193 254 437 1
"2:289" -88.14 21.26 25.6544380187988 13.658374786377 71.3175201416016 185.06559753418 34.8810005187988 15.7294998168945 19.1515007019043 27.2432498931885 24.9149169921875 27.5317916870117 23.1067924499512 1122 176 36 58.143310546875 484 117 395 138 1
"2:290" -96.36 16.79 20.5785522460938 14.3682289123535 71.8438415527344 121.041839599609 30.4104995727539 10.4112501144409 19.9992485046387 21.0407085418701 19.1422500610352 22.0727500915527 19.072208404541 618 141 2 95.4819412231445 337 10 243 14 1
"2:291" -99.02 18.44 24.5495414733887 16.4997501373291 69.4470367431641 177.559768676758 36.1155014038086 12.3567495346069 23.7587509155273 25.158332824707 23.5877494812012 26.8533344268799 22.4002075195312 970 205 3 109.018615722656 601 14 280 25 1
"2:292" -99.51 17.71 24.7669887542725 14.5607290267944 70.1967163085938 157.291381835938 35.3279991149902 14.5852499008179 20.742748260498 24.7669582366943 23.9324588775635 26.855375289917 22.9365005493164 975 204 3 110.330123901367 611 15 251 28 1
"2:293" -96.18 16.83 21.6402606964111 13.9286460876465 72.1028366088867 124.125465393066 31.1992492675781 11.8815002441406 19.3177490234375 22.1223335266113 20.1363334655762 23.199333190918 20.1359176635742 758 158 3 97.5146484375 427 14 257 19 1
"2:294" -88.25 21.51 25.7693176269531 11.787727355957 71.0000381469727 177.964279174805 33.6121215820312 17.0096969604492 16.602424621582 26.9238395690918 24.9910087585449 27.5012130737305 23.2756576538086 841 142 20 57.2214202880859 354 79 314 125 1
"2:295" -104.25 20.07 19.6531467437744 17.5281677246094 63.9825096130371 238.513137817383 32.8574981689453 5.46224975585938 27.3952484130859 21.8164577484131 18.5833759307861 22.2350406646729 16.4148330688477 877 209 5 104.684867858887 547 20 403 51 1
"2:296" -93.14 16.46 24.1929264068604 13.6751871109009 66.7489242553711 172.175308227539 34.2480010986328 13.7604999542236 20.4875011444092 25.181583404541 22.8547077178955 26.2638339996338 21.9412078857422 1043 220 1 108.816078186035 628 7 321 7 1
"2:297" -92.96 15.86 23.953218460083 13.2138957977295 67.3165130615234 157.013442993164 33.4775009155273 13.8479995727539 19.6295013427734 24.5059585571289 22.7757911682129 25.8057079315186 21.8885841369629 1985 409 3 103.232192993164 1172 16 554 16 1
"2:298" -99.16 17.63 21.7188758850098 14.1746664047241 72.1770324707031 132.739990234375 31.6487503051758 12.0100002288818 19.6387500762939 22.0300426483154 20.779167175293 23.3682918548584 20.0031242370605 1208 249 4 106.588508605957 742 20 314 23 1
"2:299" -89.73 15.02 19.0161151885986 8.67181205749512 68.8608016967773 121.410530090332 25.5359992980957 12.9427499771118 12.5932493209839 19.8258743286133 18.0759582519531 20.33424949646 17.402624130249 1788 301 38 71.7368927001953 838 125 511 142 1
"2:300" -99.56 18.43 23.4025211334229 15.0107917785645 67.3892669677734 172.819549560547 34.6160011291504 12.3412504196167 22.2747497558594 23.9076251983643 22.4858322143555 25.7174987792969 21.3974590301514 1137 238 4 109.329689025879 698 17 325 30 1
"2:301" -104.78 20.48 17.6178646087646 16.4129791259766 64.1131973266602 235.355758666992 29.923999786377 4.32399988174438 25.6000003814697 19.6047077178955 16.1922912597656 20.0207500457764 14.4617080688477 1293 305 5 111.025505065918 853 25 532 64 1
"2:302" -90.38 19.93 26.5208702087402 12.3565692901611 65.4378890991211 203.437728881836 36 17.1171016693115 18.8828983306885 27.859468460083 26.0122222900391 28.6299514770508 23.7231407165527 1153 232 17 82.976692199707 604 58 412 81 1
"2:303" -99.15 18.63 24.3884792327881 16.8231658935547 67.8367233276367 196.859680175781 36.3709983825684 11.5714998245239 24.7994995117188 25.2108745574951 22.0323333740234 26.9186668395996 21.9492492675781 923 195 3 109.159461975098 573 15 268 24 1
"2:304" -92.09 16.13 21.630521774292 12.5890836715698 68.1891632080078 142.045074462891 30.8880004882812 12.4259996414185 18.4620018005371 22.4352493286133 20.4866237640381 23.2957496643066 19.7264995574951 1224 261 9 94.4650268554688 623 32 386 35 1
"2:305" -99.35 18.57 23.4059791564941 15.5594997406006 66.1515274047852 193.686538696289 35.0402488708496 11.5192499160767 23.5209999084473 24.1732921600342 21.1122074127197 25.9065418243408 21.0162506103516 1118 235 4 109.756050109863 691 19 324 29 1
"2:306" -97.81 17.67 20.890209197998 16.1912078857422 69.7491073608398 175.216995239258 32.3107490539551 9.09724998474121 23.2134990692139 21.730583190918 18.6477909088135 23.0246658325195 18.6477909088135 637 142 4 94.585090637207 340 15 232 15 1
"2:307" -90.64 14.64 18.7229061126709 10.9632291793823 74.864990234375 84.9368362426758 26.1322498321533 11.4882497787476 14.6440000534058 19.1599998474121 18.2056674957275 19.6580410003662 17.5960826873779 1286 278 3 98.0427627563477 681 15 439 42 1
"2:308" -97.36 18.41 19.9128742218018 15.3369579315186 67.3242034912109 214.898345947266 31.1215000152588 8.34074974060059 22.7807502746582 21.2637500762939 17.0599594116211 22.3937492370605 17.0599594116211 558 119 6 89.4832534790039 274 24 197 24 1
"2:309" -87.71 21.48 25.3899803161621 12.6563024520874 71.030632019043 188.036911010742 33.833667755127 16.0155773162842 17.8180904388428 26.7327060699463 24.3603439331055 27.266960144043 22.8128128051758 898 140 30 50.9509315490723 358 102 324 134 1
"2:310" -104.04 20.65 19.5023746490479 17.0547924041748 63.7520599365234 241.493072509766 32.5987510681152 5.84700012207031 26.7517509460449 21.6457080841064 18.6679172515869 22.1151256561279 16.2355842590332 914 229 5 110.60669708252 600 22 442 46 1
"2:311" -87.49 14.57 21.5765514373779 11.5435628890991 68.7782135009766 151.091400146484 30.2339992523193 13.450249671936 16.783748626709 22.0546245574951 20.4068756103516 23.2471656799316 19.5248336791992 1193 198 20 67.9536895751953 494 70 386 92 1
