"Longitude" "Latitude" "wc2.1_10m_bio_1" "wc2.1_10m_bio_2" "wc2.1_10m_bio_3" "wc2.1_10m_bio_4" "wc2.1_10m_bio_5" "wc2.1_10m_bio_6" "wc2.1_10m_bio_7" "wc2.1_10m_bio_8" "wc2.1_10m_bio_9" "wc2.1_10m_bio_10" "wc2.1_10m_bio_11" "wc2.1_10m_bio_12" "wc2.1_10m_bio_13" "wc2.1_10m_bio_14" "wc2.1_10m_bio_15" "wc2.1_10m_bio_16" "wc2.1_10m_bio_17" "wc2.1_10m_bio_18" "wc2.1_10m_bio_19" "occ"
"2:461" -91.2 15.16 16.7564888000488 13.7241458892822 72.0541076660156 113.740074157715 26.2697505950928 7.22275018692017 19.0470008850098 17.4248332977295 16.0417079925537 17.9922924041748 15.2260417938232 1856 346 22 79.728630065918 826 84 593 138 1
"2:462" -100.43 19.39 18.1590728759766 15.5194787979126 67.5913467407227 176.072525024414 29.642749786377 6.68200016021729 22.960750579834 19.1830406188965 18.1518745422363 20.3891258239746 15.865291595459 913 191 8 97.9507598876953 540 37 228 57 1
"2:463" -90.3 15.21 17.5198745727539 9.69662475585938 70.4594192504883 117.71312713623 24.4629993438721 10.701000213623 13.761999130249 18.1447925567627 17.5989589691162 18.7883758544922 15.9219999313354 2138 317 60 58.2286148071289 888 205 550 250 1
"2:464" -90.11 15.12 15.897479057312 8.66345882415771 69.1886672973633 118.82470703125 22.2644996643066 9.74300003051758 12.5214996337891 16.6741256713867 15.976583480835 17.1382083892822 14.2807083129883 1757 282 47 58.6537475585938 738 163 492 209 1
"2:465" -90.03 20.45 26.4033546447754 13.7474164962769 69.1346054077148 187.040893554688 36.2980003356934 16.4130001068115 19.8850002288818 27.568208694458 26.1228332519531 28.3613758087158 23.8292922973633 1025 185 18 77.6034698486328 514 60 263 76 1
"2:466" -87.87 14.64 20.0395946502686 11.2778129577637 69.2538299560547 144.300888061523 28.61549949646 12.3307504653931 16.2847480773926 20.4047088623047 19.0270004272461 21.658166885376 18.1236667633057 1477 279 16 77.8712921142578 663 61 486 136 1
"2:467" -87.43 14.64 21.5765514373779 11.5435628890991 68.7782135009766 151.091400146484 30.2339992523193 13.450249671936 16.783748626709 22.0546245574951 20.4068756103516 23.2471656799316 19.5248336791992 1193 198 20 67.9536895751953 494 70 386 92 1
"2:468" -89.87 21.14 26.1062812805176 11.7919368743896 67.04345703125 191.225982666016 34.7804985046387 17.1919994354248 17.5884990692139 27.4998340606689 25.5745410919189 28.0394992828369 23.4317493438721 752 139 16 69.1369857788086 348 55 261 83 1
"2:469" -96.35 15.69 26.2391719818115 11.3674325942993 75.2407531738281 89.9553298950195 33.4688034057617 18.3607234954834 15.1080799102783 26.8287830352783 25.043872833252 27.298189163208 25.043872833252 1077 235 5 103.954788208008 601 18 339 18 1
"2:470" -96.2 17.33 18.685791015625 11.4741249084473 63.8364601135254 177.359039306641 27.7682495117188 9.79399967193604 17.974250793457 19.1590824127197 17.5500831604004 20.8977508544922 16.4419994354248 1752 308 33 78.907829284668 895 106 428 189 1
"2:471" -97.96 17.64 19.9928646087646 15.5070629119873 69.5945739746094 157.371841430664 31.0067501068115 8.72474956512451 22.2820014953613 20.7002506256104 17.9865837097168 21.9453754425049 17.9865837097168 743 151 5 95.0469360351562 408 18 257 18 1
"2:472" -95.59 16.77 23.3766460418701 13.245457649231 75.0217132568359 110.56201171875 32.0887489318848 14.4332504272461 17.6554985046387 23.7752075195312 22.5391254425049 24.7281246185303 21.9697494506836 951 207 13 87.7857666015625 526 52 230 62 1
"2:473" -97.28 17.66 14.9962186813354 14.2839794158936 69.0347442626953 151.401824951172 25.3422508239746 4.65124988555908 20.6910018920898 15.65625 13.1677083969116 16.8642921447754 13.0292091369629 583 124 3 92.7430419921875 321 14 209 21 1
"2:474" -97.37 18.32 19.126895904541 14.6504583358765 66.9804153442383 204.845443725586 30.1450004577637 8.27225017547607 21.8727493286133 20.2835826873779 17.6522922515869 21.5716247558594 16.4659576416016 530 119 6 90.4371871948242 270 23 194 23 1
"2:475" -86.75 14.97 22.0037288665771 10.6230001449585 64.8633804321289 166.375259399414 30.3452491760254 13.9677495956421 16.377498626709 22.4449577331543 22.213041305542 23.9168338775635 19.7650833129883 1434 223 24 60.9980316162109 587 97 412 143 1
"2:476" -86.5 15.35 25.2601051330566 9.98779201507568 67.6347351074219 153.707122802734 32.6957511901855 17.9284992218018 14.7672519683838 25.8709583282471 25.1101665496826 26.9356670379639 23.1392917633057 1177 163 39 45.4997482299805 434 121 273 191 1
"2:477" -86.58 14.13 22.4129886627197 10.6704788208008 66.2886199951172 156.460494995117 30.4722499847412 14.3752498626709 16.0970001220703 22.9655838012695 22.4996662139893 24.1584167480469 20.2860412597656 1188 193 17 68.2308883666992 502 71 352 101 1
"2:478" -93.01 16.36 24.1929264068604 13.6751871109009 66.7489242553711 172.175308227539 34.2480010986328 13.7604999542236 20.4875011444092 25.181583404541 22.8547077178955 26.2638339996338 21.9412078857422 1043 220 1 108.816078186035 628 7 321 7 1
"2:479" -87.69 13.91 23.841646194458 11.8396663665771 74.0360870361328 88.6410598754883 32.4720001220703 16.4802494049072 15.9917507171631 23.6177921295166 22.9867076873779 25.0594177246094 22.8274574279785 1752 349 3 91.0091171264648 871 17 307 62 1
"2:480" -88.31 14.63 19.6626358032227 10.5247707366943 68.3038558959961 148.134185791016 27.8020000457764 12.3932504653931 15.4087495803833 20.0232086181641 18.6339588165283 21.3163757324219 17.6902084350586 1589 302 18 77.8171539306641 714 70 507 97 1
"2:481" -86.38 13.74 20.2543964385986 10.1411666870117 68.0512466430664 142.566772460938 27.5219993591309 12.6197500228882 14.9022493362427 21.0092506408691 20.0375823974609 21.7210826873779 18.2664585113525 1333 218 19 69.7110366821289 567 80 410 110 1
"2:482" -102.06 20.16 18.0058326721191 16.2332496643066 62.2643508911133 251.515167236328 30.6887493133545 4.61724996566772 26.0714988708496 19.8605842590332 17.912166595459 20.9916667938232 14.6948337554932 824 201 4 109.846061706543 530 19 189 30 1
"2:483" -90.69 15.36 17.7571144104004 11.3648958206177 72.3636703491211 127.546257019043 25.5427494049072 9.83749961853027 15.705249786377 18.6716251373291 17.7532501220703 19.0953750610352 16.0178337097168 2675 394 80 57.0010032653809 1113 260 671 321 1
"2:484" -88.06 15.06 23.7425518035889 11.4358959197998 71.750129699707 131.610321044922 32.242000579834 16.3034992218018 15.9385013580322 24.4085826873779 23.7904586791992 25.2493324279785 22.0794582366943 1840 296 34 62.9437141418457 802 132 449 294 1
"2:485" -86.23 15.53 26.62721824646 9.990478515625 68.1769332885742 152.994689941406 33.9495010375977 19.2957496643066 14.653751373291 26.6666259765625 26.2473335266113 28.1897926330566 24.4771671295166 1404 198 38 41.7034950256348 541 178 253 334 1
"2:486" -101.93 18.07 26.066219329834 12.7453117370605 78.1753234863281 93.1030807495117 33.7707481384277 17.4672508239746 16.3034973144531 26.8026237487793 25.1965427398682 27.1459579467773 24.8436679840088 961 251 1 116.217758178711 642 5 365 23 1
"2:487" -101.64 19.51 16.553092956543 16.2153129577637 64.0965805053711 227.520477294922 28.6672496795654 3.36899995803833 25.2982501983643 17.7376251220703 16.2916259765625 19.0780410766602 13.4576244354248 916 208 5 106.469879150391 576 20 211 36 1
"2:488" -90.41 14.91 22.4848747253418 9.7966251373291 70.0083923339844 109.217010498047 29.5682506561279 15.5747499465942 13.9935007095337 22.9037914276123 21.7703742980957 23.7394161224365 21.0492076873779 1735 331 21 83.0467681884766 827 70 538 124 1
"2:489" -86.98 15.4 25.0535736083984 10.3744373321533 67.7691345214844 161.808486938477 32.7517509460449 17.4432506561279 15.308500289917 25.6526260375977 25.0530834197998 26.789249420166 22.8672504425049 1199 169 33 45.3356437683105 452 127 278 199 1
"2:490" -96.41 17.29 13.7815523147583 10.1796875 65.7379684448242 147.308578491211 21.8209991455078 6.33575010299683 15.4852485656738 13.8952503204346 13.1279582977295 15.6852083206177 11.9230833053589 1118 209 15 81.7916412353516 564 48 308 101 1
"2:491" -98.1 18.22 22.929759979248 15.8829793930054 72.0226745605469 163.587738037109 34.0677490234375 12.0150003433228 22.0527496337891 23.6164588928223 20.9170837402344 25.0007915496826 20.9170837402344 601 130 4 99.5991592407227 339 15 195 15 1
"2:492" -96.49 17.34 14.5092287063599 9.92291641235352 64.5960159301758 150.840469360352 22.4174995422363 7.05600023269653 15.361499786377 14.7655830383301 13.6641664505005 16.439208984375 12.6098747253418 1563 278 27 77.1767349243164 781 91 373 184 1
"2:493" -87.46 15.14 21.0211143493652 10.8338956832886 67.4347305297852 161.069931030273 29.4270000457764 13.3612499237061 16.0657501220703 21.4624576568604 19.8818740844727 22.8600826263428 18.8834171295166 1290 207 21 62.2344741821289 521 92 381 186 1
"2:494" -85.91 14.89 20.4260215759277 9.81204128265381 66.8235855102539 151.771606445312 27.6737499237061 12.9902496337891 14.683500289917 21.0168762207031 20.4200420379639 22.0947914123535 18.3299999237061 1561 215 18 58.344482421875 593 84 412 185 1
"2:495" -86.99 20.86 26.0173168182373 10.0686168670654 64.4032745361328 199.483062744141 33.355152130127 17.7214488983154 15.6337032318115 27.4319877624512 24.8008823394775 28.1904354095459 23.368106842041 1278 195 42 47.2674331665039 514 146 391 211 1
"2:496" -95.95 16.55 23.1797180175781 14.3070621490479 74.963981628418 122.117416381836 32.492748260498 13.4075002670288 19.0852470397949 23.8092918395996 21.6263751983643 24.6883335113525 21.6263751983643 698 146 1 101.934188842773 411 9 231 9 1
"2:497" -103.16 20.35 19.4401149749756 15.297812461853 62.0166931152344 248.204025268555 31.7220001220703 7.05474996566772 24.6672496795654 21.4097080230713 18.9902496337891 22.2188758850098 16.1035003662109 865 232 3 117.907188415527 593 15 202 31 1
"2:498" -86.73 15.44 25.4381675720215 10.4398336410522 67.7878265380859 160.347595214844 33.1372489929199 17.736499786377 15.400749206543 25.2830009460449 25.3964996337891 27.1576671600342 23.2453346252441 1191 168 35 45.832275390625 448 121 270 202 1
"2:499" -87.89 21.55 25.6861209869385 12.0120487213135 71.1549758911133 183.49967956543 33.6605110168457 16.778980255127 16.8815307617188 26.9830150604248 24.7346076965332 27.5212326049805 23.1458587646484 801 130 25 52.9315986633301 325 87 286 121 1
"2:500" -88.67 14.76 22.2700939178467 10.5946865081787 67.0327072143555 150.162673950195 30.6975002288818 14.8922500610352 15.8052501678467 22.9130840301514 21.3127498626709 23.9524173736572 20.2729167938232 1426 259 18 75.3137664794922 641 71 441 163 1
"2:501" -92.73 15.86 23.9690418243408 13.2113332748413 67.2846145629883 152.789489746094 33.650749206543 14.0157499313354 19.6349983215332 24.4227085113525 22.0031242370605 25.8001251220703 22.0009994506836 2123 433 5 100.452339172363 1214 20 602 57 1
"2:502" -87.69 15 24.4359264373779 11.7476043701172 72.4344787597656 127.075172424316 33.0157508850098 16.7975006103516 16.2182502746582 25.00608253479 24.5738334655762 25.9398765563965 22.8409175872803 1851 289 38 63.6601524353027 825 138 463 267 1
"2:503" -103.66 20.49 19.831729888916 17.822416305542 63.9323310852051 252.398574829102 33.5087509155273 5.63175010681152 27.8770008087158 21.94700050354 19.1259994506836 22.5766258239746 16.4219589233398 785 201 3 114.877510070801 525 13 376 31 1
"2:504" -103.71 20.7 20.336009979248 17.7703952789307 63.2184715270996 268.891815185547 34.181999206543 6.07249975204468 28.1094989776611 22.6016254425049 19.7212085723877 23.2899990081787 16.7542495727539 728 186 1 113.12393951416 489 17 346 35 1
"2:505" -98.2 18.18 23.9256248474121 16.4832496643066 71.8960571289062 169.885696411133 35.3962516784668 12.4697504043579 22.9265022277832 24.6256675720215 21.8707084655762 26.0904178619385 21.8430824279785 799 167 5 101.262214660645 453 17 250 22 1
"2:506" -87.02 13.64 24.8086032867432 11.2030830383301 73.9111633300781 86.0845413208008 32.8154983520508 17.6580009460449 15.1574974060059 24.7229995727539 24.5634155273438 25.9258327484131 23.742374420166 1188 247 6 89.6325836181641 568 27 224 67 1
"2:507" -103.1 20.08 18.7123336791992 15.0810832977295 62.3307647705078 239.296539306641 30.8037490844727 6.6085000038147 24.1952495574951 20.5968742370605 18.2996253967285 21.4176254272461 15.4859161376953 858 209 6 106.786674499512 544 22 206 42 1
"2:508" -98.05 18.76 19.769115447998 16.4919376373291 71.8094482421875 174.089096069336 31.017749786377 8.05150032043457 22.9662494659424 20.7542495727539 17.4757499694824 21.8762912750244 17.4757499694824 677 147 4 96.1787338256836 371 17 239 17 1
"2:509" -95.79 15.9 27.6418952941895 11.4401960372925 76.9337310791016 76.5107269287109 34.9243125915527 20.0541172027588 14.8701953887939 27.9786930084229 26.6737899780273 28.5733985900879 26.6737899780273 981 232 2 110.67692565918 567 9 316 9 1
"2:510" -94.11 16.48 25.0162296295166 12.1150417327881 73.608512878418 120.471588134766 32.9207496643066 16.4619998931885 16.4587497711182 25.7210426330566 23.3535003662109 26.3057498931885 23.3535003662109 934 208 3 106.311790466309 556 13 282 13 1
"2:511" -90.14 14.93 24.8153228759766 9.51785469055176 68.9162673950195 112.898025512695 31.9055004119873 18.0947494506836 13.8107509613037 25.2014999389648 24.140209197998 26.1166248321533 23.3457088470459 1299 261 12 87.8416213989258 648 40 411 80 1
"2:512" -86.01 14.78 24.6317405700684 11.2619791030884 68.3766632080078 144.893371582031 33.0092506408691 16.5387496948242 16.4705009460449 25.3020820617676 24.9040412902832 26.3733749389648 22.7216243743896 1293 193 20 61.5687866210938 534 79 350 138 1
"2:513" -88.15 14.52 21.7483654022217 11.4342288970947 70.5805740356445 134.950729370117 30.3332500457764 14.1330003738403 16.2002487182617 22.0126667022705 20.8168334960938 23.2971248626709 19.9894580841064 1771 321 26 73.6899185180664 800 98 515 187 1
"2:514" -89.71 20.51 25.8480625152588 14.0979585647583 67.4826049804688 203.612915039062 36.3434982299805 15.4522495269775 20.8912487030029 27.1233348846436 25.5056667327881 27.9857482910156 23.0576248168945 1099 192 24 73.3772201538086 544 82 272 91 1
"2:515" -86.43 14.58 23.9597492218018 10.9034156799316 67.0041427612305 153.848007202148 32.2454986572266 15.972749710083 16.2727489471436 24.7502498626709 24.1457500457764 25.7722492218018 21.8829154968262 1080 158 18 56.0684356689453 417 72 306 131 1
"2:516" -86.5 13.72 20.2543964385986 10.1411666870117 68.0512466430664 142.566772460938 27.5219993591309 12.6197500228882 14.9022493362427 21.0092506408691 20.0375823974609 21.7210826873779 18.2664585113525 1333 218 19 69.7110366821289 567 80 410 110 1
"2:517" -89.85 21.25 26.0803413391113 10.6102561950684 66.9362564086914 187.829406738281 33.8384628295898 17.9871788024902 15.8512840270996 27.1941604614258 25.3143882751465 27.933048248291 23.4289169311523 659 124 15 67.0644454956055 295 52 220 81 1
"2:518" -92.63 15.6 19.4894905090332 12.2145624160767 72.6549072265625 119.437362670898 27.50950050354 10.6977500915527 16.8117504119873 20.1061668395996 18.4759578704834 20.7987499237061 17.8407917022705 1894 381 12 93.543342590332 1002 42 544 44 1
"2:519" -104.91 21.16 21.4236660003662 15.5588750839233 66.6368713378906 236.58952331543 32.0724983215332 8.72375011444092 23.348747253418 23.7935409545898 21.0052070617676 23.955041885376 18.3817920684814 1178 306 2 118.789306640625 828 15 764 72 1
"2:520" -91.74 15.92 22.5927295684814 12.4437913894653 68.1366195678711 143.758850097656 31.9750003814697 13.7119998931885 18.2630004882812 23.3744583129883 21.505500793457 24.3386669158936 20.7219161987305 2126 402 24 86.8381576538086 1059 82 582 102 1
"2:521" -93.47 16.91 23.3227806091309 11.7370624542236 64.9191741943359 190.066314697266 32.5415000915527 14.4619998931885 18.0795001983643 24.5172080993652 22.9122924804688 25.3367919921875 20.7004165649414 1349 238 25 68.2380142211914 614 91 336 154 1
"2:522" -97.31 18.2 23.8957405090332 18.2349796295166 69.9240875244141 238.575988769531 36.6025009155273 10.5242500305176 26.0782508850098 25.3127498626709 20.7137489318848 26.6887092590332 20.7137489318848 399 86 3 97.3157501220703 219 12 134 12 1
"2:523" -88.53 14.99 22.4595108032227 10.637770652771 67.7748489379883 153.412750244141 30.9034996032715 15.2077503204346 15.6957492828369 23.3966255187988 22.7478332519531 24.1940002441406 20.4328327178955 1485 265 21 69.6645736694336 639 94 441 211 1
"2:524" -93.67 17 23.615385055542 11.1719379425049 63.8350868225098 193.94010925293 32.5429992675781 15.0417499542236 17.5012493133545 24.8544578552246 23.1966667175293 25.6451244354248 20.929666519165 1374 230 29 63.0253067016602 616 106 318 178 1
"2:525" -87.67 14.83 22.8827285766602 11.7927083969116 71.2625732421875 134.130462646484 31.6474990844727 15.0992498397827 16.5482482910156 23.4534168243408 23.0980834960938 24.4567489624023 21.1660842895508 1712 276 33 64.5893402099609 744 124 461 229 1
"2:526" -97.07 17.69 19.9027500152588 14.4221668243408 65.3755187988281 210.11637878418 30.9360008239746 8.8754997253418 22.0605010986328 21.0444164276123 18.5079154968262 22.4777927398682 17.216833114624 748 146 8 91.284797668457 408 29 221 49 1
"2:527" -98.66 17.73 23.2968654632568 14.8610210418701 70.2084426879883 161.273391723633 34.0922508239746 12.9252500534058 21.1669998168945 23.8363342285156 21.4514579772949 25.4008750915527 21.3374576568604 939 192 3 105.849006652832 571 16 284 19 1
"2:528" -85.95 15.17 23.5924377441406 10.8341255187988 67.2665863037109 158.252502441406 31.7697505950928 15.6634998321533 16.1062507629395 24.5072917938232 23.7377910614014 25.3983745574951 21.4607925415039 1221 169 28 49.6638679504395 451 106 323 164 1
"2:529" -93.18 16.91 22.7615528106689 12.3620634078979 65.4934997558594 185.448593139648 32.4145011901855 13.5392503738403 18.8752517700195 23.7934989929199 22.5039176940918 24.8187923431396 20.2262496948242 1337 242 23 73.401496887207 631 85 349 129 1
"2:530" -89.16 14.81 21.0501041412354 9.69104099273682 66.9802780151367 141.349655151367 28.789249420166 14.3207502365112 14.4684991836548 21.8764991760254 20.1381244659424 22.6337509155273 19.1770420074463 1482 266 19 77.4791030883789 698 74 449 153 1
"2:531" -88.91 14.29 22.249885559082 10.7813959121704 71.161979675293 107.885581970215 30.2245006561279 15.0740003585815 15.1505002975464 22.6413326263428 21.0347499847412 23.6212501525879 20.8771667480469 1619 305 4 91.1009140014648 815 23 272 49 1
"2:532" -88.81 20.8 25.7257919311523 13.7531661987305 69.5693588256836 189.719940185547 35.5782508850098 15.8092498779297 19.7690010070801 27.1005420684814 23.8367919921875 27.6929588317871 23.117374420166 1158 199 27 65.6592330932617 537 98 408 120 1
"2:533" -96.3 16.93 19.3719902038574 12.7394371032715 68.6364364624023 134.213928222656 28.7574996948242 10.1967496871948 18.5607490539551 19.8452491760254 17.8337917327881 21.0830841064453 17.738790512085 897 177 5 93.2661361694336 487 22 291 35 1
"2:534" -88.53 14.75 21.2888031005859 10.6354379653931 67.4035491943359 152.029998779297 29.7250003814697 13.946249961853 15.7787504196167 21.9042091369629 20.3398742675781 23.0184574127197 19.2702503204346 1416 253 18 72.3355026245117 617 82 440 174 1
"2:535" -103.7 19.33 25.9135723114014 15.3699369430542 74.6639022827148 136.823913574219 35.6124992370605 15.0270004272461 20.5854988098145 26.9643325805664 24.7792091369629 27.3209171295166 24.1279163360596 890 212 1 113.068283081055 607 6 323 38 1
"2:536" -90.36 15.49 18.3149471282959 11.1994371414185 72.4320068359375 123.125534057617 26.1140003204346 10.6520004272461 15.4619998931885 19.0557498931885 18.2294158935547 19.5736656188965 16.6031665802002 2426 337 80 52.7861404418945 956 260 596 308 1
"2:537" -103.48 20.84 21.0604057312012 17.0836048126221 63.1603202819824 267.290710449219 34.372501373291 7.32450008392334 27.0480003356934 23.2169589996338 20.5100421905518 24.0268745422363 17.4910411834717 819 218 2 118.689987182617 570 13 183 31 1
"2:538" -101.83 21.36 16.5882816314697 15.8596038818359 62.739501953125 271.680358886719 28.8904991149902 3.61199998855591 25.2784996032715 18.9591255187988 16.0327911376953 19.5717506408691 12.972583770752 555 130 6 98.4406204223633 338 27 253 35 1
"2:539" -97.45 16.6 22.849666595459 14.1080837249756 71.5129928588867 123.241569519043 32.4109992980957 12.6829996109009 19.7280006408691 23.509708404541 21.2154159545898 24.3204154968262 21.2154159545898 1600 331 6 102.376983642578 906 22 502 22 1
"2:540" -89.64 19.83 25.7006454467773 14.0906248092651 66.9746246337891 205.794876098633 36.1980018615723 15.1592502593994 21.0387516021729 27.0212516784668 23.8149585723877 27.8333339691162 22.8858337402344 1075 202 25 69.8559265136719 501 81 280 90 1
"2:541" -87.09 14.68 22.6355209350586 11.3691244125366 66.2942047119141 161.735824584961 31.4242496490479 14.2747497558594 17.1494998931885 23.0218334197998 21.537166595459 24.4673748016357 20.480375289917 1131 187 15 69.2510147094727 476 59 368 124 1
"2:542" -105.45 20.87 23.9904937744141 11.9905691146851 65.5222320556641 254.766891479492 31.7736530303955 13.4736528396606 18.2999992370605 26.8135738372803 22.7064876556396 26.8135738372803 20.8495006561279 1198 318 2 122.080429077148 881 10 881 39 1
"2:543" -99.76 17.9 24.3214797973633 13.9515829086304 68.29052734375 168.16423034668 34.791748046875 14.3620004653931 20.4297485351562 24.2573738098145 23.458625793457 26.6041660308838 22.3917922973633 1000 214 2 110.897186279297 629 14 259 28 1
"2:544" -91.29 15.1 16.7564888000488 13.7241458892822 72.0541076660156 113.740074157715 26.2697505950928 7.22275018692017 19.0470008850098 17.4248332977295 16.0417079925537 17.9922924041748 15.2260417938232 1856 346 22 79.728630065918 826 84 593 138 1
"2:545" -92.55 15.48 22.257625579834 12.0954170227051 77.1059494018555 83.0030899047852 29.7542495727539 14.0675001144409 15.686749458313 22.5795001983643 21.1266670227051 23.2355422973633 21.1266670227051 2203 452 5 95.3239898681641 1184 24 660 24 1
"2:546" -90.07 15.49 17.9428234100342 9.19156265258789 69.1224822998047 130.314544677734 24.6625003814697 11.3649997711182 13.2975006103516 18.7102088928223 17.8974170684814 19.3121662139893 16.1542911529541 2693 424 85 55.5212097167969 1118 271 646 348 1
"2:547" -88.37 14.08 23.2551040649414 11.6649589538574 74.1797943115234 90.4867935180664 31.6650009155273 15.9397497177124 15.7252511978149 23.2548751831055 22.4252910614014 24.5256671905518 22.2189159393311 1809 340 5 90.4869384765625 881 20 296 61 1
"2:548" -89.03 21.12 25.7055511474609 13.3237285614014 68.1067810058594 197.000503540039 35.3532485961914 15.7902498245239 19.5629997253418 27.0711250305176 25.2509994506836 27.7060832977295 22.9757080078125 942 168 20 68.4340209960938 444 77 338 107 1
"2:549" -99.48 17.54 22.7963752746582 13.9192914962769 71.0975036621094 140.570449829102 32.7997512817383 13.2220001220703 19.577751159668 23.0236663818359 21.9059581756592 24.5874996185303 21.0587501525879 902 201 2 105.907684326172 566 15 223 18 1
"2:550" -89.86 19.23 25.741979598999 13.5530834197998 65.8580017089844 212.606460571289 36.1117515563965 15.5325002670288 20.5792503356934 26.4870834350586 23.7535839080811 28.0092506408691 22.859375 1119 220 22 73.2691116333008 537 80 284 88 1
"2:551" -103.85 20.79 19.716854095459 17.1630001068115 63.4773292541504 256.412902832031 32.9772491455078 5.93924999237061 27.0379981994629 21.943000793457 19.0604591369629 22.5097503662109 16.2727088928223 843 218 3 115.114364624023 573 17 408 38 1
"2:552" -93.62 16.26 22.0394382476807 12.3109998703003 72.1788177490234 136.385192871094 30.1837501525879 13.1274995803833 17.0562515258789 22.8804588317871 20.1521663665771 23.4696674346924 20.1521663665771 1029 219 4 103.330024719238 599 17 301 17 1
"2:553" -89.72 21.26 26.031213760376 10.7504634857178 66.1358337402344 190.571746826172 34.022647857666 17.767520904541 16.255126953125 27.0976505279541 25.339672088623 27.9254264831543 23.3462963104248 719 132 19 62.8671798706055 312 64 232 97 1
"2:554" -97.27 18.74 14.6804275512695 13.0463542938232 66.0040130615234 191.176116943359 24.6997509002686 4.93375015258789 19.7660007476807 15.4567499160767 13.2455415725708 16.9276676177979 12.1897077560425 891 158 17 77.1786651611328 435 58 266 64 1
"2:555" -88.17 14.86 24.3198642730713 11.6490201950073 71.6157684326172 136.341720581055 32.9837493896484 16.7177505493164 16.265998840332 24.9159164428711 24.5462913513184 25.8926239013672 22.5761260986328 1669 286 29 67.9879913330078 734 113 445 231 1
"2:556" -88.3 21 25.6796455383301 13.8181238174438 71.1852569580078 184.569076538086 35.1144981384277 15.7030000686646 19.4114990234375 27.1972923278809 23.7550411224365 27.5955009460449 23.1551246643066 1305 209 35 61.411003112793 581 123 469 141 1
"2:557" -87.37 13.87 21.4143753051758 11.421124458313 71.3352127075195 112.019805908203 29.6070003509521 13.5965003967285 16.0104999542236 21.7533760070801 19.9152488708496 22.6065406799316 19.8881244659424 1340 269 8 88.7237701416016 625 27 494 61 1
"2:558" -89.96 15.7 25.3969993591309 9.13733386993408 68.7366333007812 138.760314941406 32.1352500915527 18.8419990539551 13.2932510375977 26.2668323516846 25.2509994506836 26.8303756713867 23.4824161529541 3838 648 112 58.8266258239746 1691 359 817 493 1
"2:559" -88.34 21.19 25.7713966369629 13.4679584503174 70.8839950561523 181.532440185547 35.0439987182617 16.0440006256104 18.9999980926514 27.1837921142578 25.2055416107178 27.6301651000977 23.2513332366943 1211 192 34 61.9042854309082 539 112 425 150 1
"2:560" -104.58 21.33 20.3986663818359 16.6103744506836 64.5175857543945 255.663055419922 32.7467498779297 7.00124979019165 25.7455005645752 22.591833114624 18.9266242980957 22.9916248321533 16.9716243743896 1133 310 2 119.925987243652 784 17 510 58 1
"2:561" -95.18 16.58 26.0164165496826 11.2340412139893 68.9120483398438 133.604598999023 34.3434982299805 18.0415000915527 16.3019981384277 26.6317501068115 24.769832611084 27.5542907714844 24.2177505493164 649 147 2 112.251419067383 406 8 175 8 1
"2:562" -85.63 14.28 22.8483963012695 9.69441699981689 69.4243545532227 127.200706481934 29.7992496490479 15.8352499008179 13.96399974823 23.5654582977295 22.8344173431396 24.2649574279785 21.0900421142578 1861 281 34 55.8911895751953 784 136 464 268 1
"2:563" -85.81 14.1 22.9568538665771 10.127124786377 69.8133544921875 128.216094970703 30.2255001068115 15.7194995880127 14.5060005187988 23.6761665344238 22.9217090606689 24.4079170227051 21.1908340454102 1722 263 29 59.7255210876465 739 116 435 220 1
"2:564" -105.38 20.28 23.6238536834717 13.9464588165283 69.3594818115234 222.758819580078 32.0195007324219 11.9119997024536 20.1075019836426 26.0545406341553 22.5310001373291 26.1207084655762 20.8818740844727 1182 320 1 120.623954772949 853 10 652 38 1
"2:565" -86.52 15.46 25.2821865081787 10.212833404541 67.5139465332031 158.409255981445 32.9012489318848 17.7742500305176 15.1269989013672 25.9047508239746 25.1889572143555 27.0014572143555 23.1049575805664 1160 165 36 47.2572174072266 435 115 272 181 1
"2:566" -103.32 20.42 19.7118015289307 16.2008533477783 61.5697708129883 258.704467773438 32.8582496643066 6.54524993896484 26.3129997253418 21.7173328399658 19.3561248779297 22.707124710083 16.2990417480469 888 236 4 117.221710205078 605 16 202 33 1
"2:567" -97.48 18.23 19.126895904541 14.6504583358765 66.9804153442383 204.845443725586 30.1450004577637 8.27225017547607 21.8727493286133 20.2835826873779 17.6522922515869 21.5716247558594 16.4659576416016 530 119 6 90.4371871948242 270 23 194 23 1
"2:568" -89.41 13.63 23.5747394561768 10.2912292480469 76.2030944824219 75.296760559082 30.4120006561279 16.9069995880127 13.5050010681152 23.5299587249756 22.9548759460449 24.6432075500488 22.766040802002 1913 391 2 96.5882568359375 1026 16 236 58 1
"2:569" -99.6 18.05 26.1093330383301 15.7267503738403 67.8798828125 176.938827514648 37.760498046875 14.5920000076294 23.1684989929199 25.8558330535889 25.3331241607666 28.531457901001 24.154333114624 1041 225 2 110.973686218262 646 14 286 24 1
"2:570" -89.61 20.62 25.7849788665771 14.3052921295166 66.9990005493164 206.984146118164 36.5862503051758 15.2347497940063 21.3515014648438 27.054666519165 23.8554992675781 27.984582901001 22.9610004425049 1094 192 24 71.8821258544922 537 86 270 94 1
