"name"	"longitude"	"latitude"	"subspecies"	"acaciarum"	"flaviceps"	"hidalgensis"	"lamprocephalus"	"ornatus"	"numSubsppGroups"	"assigned"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.7	32.82	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.47	32.93	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.3	33.22	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.49	33.17	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.77	32.62	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.83	33.33	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.62	32.89	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.07	33.57	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.45	32.91	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.68	32.84	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.33	33.34	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.41	33.48	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.52	33.8	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.8	32.91	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.48	33.96	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.74	33.66	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.23	33.73	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.46	33.97	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.06	33.51	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.44	32.98	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.18	32.64	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.64	33.47	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.09	33.47	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.06	33.43	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.15	33.63	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.38	32.95	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.26	33.23	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.37	33.24	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.16	33.68	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.44	33.53	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.52	33.7	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.17	33.68	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.15	34.11	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.69	33.94	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.86	33.98	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.87	33.95	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.81	33.74	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.39	33.14	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.08	33.58	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.55	34.1	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.36	32.97	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.09	33.9	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.74	33.7	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.34	33.7	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.03	33.15	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.53	33.05	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.18	33.57	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.67	33.75	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.37	33.34	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.49	33.16	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.52	33.79	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.3	33.72	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.15	33.64	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.07	33.56	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.14	33.63	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.38	33.35	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.2	33.67	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-117.57	33.86	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.26	33.21	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.06	33.75	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.02	32.88	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.41	33.03	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.02	32.89	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.23	33.65	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.8	33.1	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.4	33.73	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.13	33.65	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.05	33.38	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.46	32.99	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.84	33.02	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.15	33.69	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.08	33.57	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.67	33	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.42	32.98	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.54	33.83	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.32	33.03	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.55	32.89	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.5	32.98	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-115.48	32.65	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.54	33.75	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.55	33.83	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.51	33.12	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.57	33.82	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.08	32.88	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.15	33.65	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.54	33.79	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.07	33.95	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.08	33.72	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.06	33.57	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.4	33.68	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.12	33.01	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.54	33.13	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.14	33.64	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.09	33.46	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.53	33.82	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-116.79	33.5	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum Grinnell, 1931"	-117.77	33.51	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.79	33.5	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.54	33.79	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.83	33.33	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.03	33.15	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.15	33.63	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.23	33.73	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.49	33.17	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.07	33.57	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.57	33.82	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.33	33.34	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.07	33.95	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.54	33.83	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.26	34.04	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.86	33.98	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.87	33.95	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.81	33.74	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.15	34.11	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.4	33.68	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.52	33.79	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.07	33.56	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.36	32.97	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.06	33.57	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.49	33.16	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.39	33.14	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.06	33.75	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-117.77	33.51	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.84	33.02	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.18	33.57	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.67	33.75	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.16	33.68	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.14	33.63	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-115.32	33.03	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-115.55	32.89	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-115.74	33.66	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-117.57	33.86	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.34	33.7	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-115.61	33.21	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.06	33.43	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-115.53	33.05	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.23	33.73	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.52	33.79	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.42	32.98	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.26	33.21	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.08	33.58	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.41	33.03	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.23	33.65	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.09	33.47	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.46	32.99	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.37	33.34	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.5	32.98	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.8	33.1	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.41	33.48	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.54	33.13	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.69	33.94	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.44	33.53	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.09	33.46	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.09	33.9	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.84	33.02	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.15	33.64	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.51	33.12	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.48	33.96	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.52	33.8	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.02	32.88	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.02	32.89	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.52	33.7	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.54	33.75	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.37	33.24	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-115.5	33.06	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.53	33.82	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.38	33.35	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.26	33.23	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.08	32.88	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.18	32.64	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.44	32.98	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.7	32.82	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.45	32.91	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.68	32.84	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.62	32.89	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.47	32.93	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.3	33.22	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.44	33.29	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.54	33.74	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.43	33.62	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.08	33.57	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.08	33.72	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.4	33.73	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.55	34.1	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.55	33.83	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.3	33.72	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-116.08	33.57	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.2	33.67	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.12	33.01	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.38	32.95	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.64	33.47	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.06	33.51	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-115.8	32.91	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.15	33.65	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps acaciarum"	-116.05	33.38	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps"	-115.48	32.65	"acaciarum"	1	0	0	0	0	1	"acaciarum"
"Auriparus flaviceps (Sundevall, 1850)"	-100.94	21.79	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.94	21.8	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-99.8	20.69	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102	21.23	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.14	21.6	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.46	20.73	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.29	21.85	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-99.97	20.39	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-101.65	22.75	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-99.8	20.68	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.44	20.7	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-101.25	21	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.35	22.18	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.44	20.55	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-99.51	20.76	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-99.89	20.52	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.94	22.13	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.38	21.97	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-101.23	22.27	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.47	22.13	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.63	21.12	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.29	20.61	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.73	20.92	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.39	20.52	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-101.72	21.18	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.24	21.91	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.63	21.09	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.53	20.81	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.69	21.07	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.69	21.11	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.81	21.03	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.64	21.12	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-101.69	21.18	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.79	20.95	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.77	20.9	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-100.72	20.92	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-102.36	22	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps (Sundevall, 1850)"	-99.92	20.38	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps"	-99.81	20.92	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps"	-102.28	21.85	"unknown"	0	0	1	0	0	1	"hidalgensis"
"Auriparus flaviceps"	-102.29	21.85	"unknown"	0	0	1	0	0	1	"hidalgensis"
