"name"	"longitude"	"latitude"	"subspecies"	"curtata"	"melanura"	"lucida"	"numSubsppGroups"	"assigned"
"Polioptila melanura"	-104.42	30	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.39	27.36	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.15	29.26	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.58	28.28	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.59	28.28	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.99	29.18	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.64	28.37	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.61	29.32	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.54	28.19	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.46	29.51	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103	29.18	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.21	28.49	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.43	28.28	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.56	28.23	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.44	28.39	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.37	29.28	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.58	28.3	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.32	29.7	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.12	26.92	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.39	29.23	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.56	30.01	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.57	28.26	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.58	28.26	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.41	29.23	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.85	29.38	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.45	28.39	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.43	28.42	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-104.24	29.59	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.63	28.17	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-104.81	28.95	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-104.99	28.93	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.47	28.27	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.04	29.49	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.98	28.69	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-104.2	29.18	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-100.45	29.61	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.32	29.69	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.91	28.92	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.39	29.45	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.75	30.48	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.81	28.97	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.77	30.47	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.56	30.05	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-104.6	30.04	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.04	28.31	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.71	30.97	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.93	29.5	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.21	29.35	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.56	29.81	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.81	29.07	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.61	28.76	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.57	28.59	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.02	29.48	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.97	28.76	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.48	28.26	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.51	28.24	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.71	30.95	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-100.77	27.96	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.49	28.26	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-104.06	29.49	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.2	30.67	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.91	29.08	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.95	29.18	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.24	29.37	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.45	28.5	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-104.1	29.5	"unknown"	0	1	0	1	"melanura"
