"name"	"longitude"	"latitude"	"subspecies"	"leucophrys"	"numSubsppGroups"	"assigned"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.452287	37.73413	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.470581	38.422599	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.782723	38.552018	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.048298	32.790164	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.048212	32.790137	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.453095	37.728175	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.77424	34.170271	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.251303	32.888379	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.048176	32.790018	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.721425	33.548521	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.496528	37.500928	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.758562	34.143311	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.474063	34.17263	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.473547	34.175838	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.442632	38.269874	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.122399	32.772157	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.473564	34.177763	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.06559	36.949681	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-105.480538	28.260576	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.533635	33.81072	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.883161	37.672591	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.439363	38.270431	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.265942	33.705971	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.043666	32.789504	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.411805	33.744828	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.411812	33.74483	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.615892	37.171116	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.783654	37.052213	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.040071	32.793851	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.350621	38.553361	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.47594	34.17625	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.47226	34.177379	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-100.597787	26.539634	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.274892	44.114056	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.335475	38.75626	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.236497	32.719078	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.313163	37.869216	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.309266	37.870024	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-79.853146	44.744441	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.348944	33.783224	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-115.915862	33.503299	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.429642	33.906155	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-115.615583	33.177293	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-115.709639	33.08259	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.140913	45.526749	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.439072	33.605133	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.266266	37.39551	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-106.762807	34.549919	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.195632	33.83933	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.900149	47.057118	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.487207	37.505292	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.494749	37.495757	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.501487	37.71994	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.442947	37.701533	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.859054	35.313198	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-111.713273	33.254503	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.937847	36.990367	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.60683	37.169967	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.62593	37.176893	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.369764	47.511295	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-99.804159	30.44326	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-97.148234	33.250753	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.700799	38.543199	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.700791	38.543186	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.70078	38.543192	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-117.335363	33.96225	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.38135	33.813867	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.258713	32.922417	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.258705	32.922405	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.440537	37.740378	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.149299	32.72824	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.258653	32.923697	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.258645	32.923705	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.258628	32.923758	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.258653	32.923767	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.258667	32.923817	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-105.427116	28.317364	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-105.427062	28.317411	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.866273	37.4567	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.874785	37.463742	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.874312	37.463269	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-112.18406	33.120389	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.350476	38.553284	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.399475	33.717092	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.32304	34.183591	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.486173	37.713424	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.493247	37.716163	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.389758	34.073333	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-101.806358	33.572059	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-101.801347	33.567712	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.632951	43.678594	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.085128	32.821246	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.463206	48.426014	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.995723	33.097446	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.041815	34.199201	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.100775	34.046187	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.035605	34.055506	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-111.895287	34.829822	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.465928	48.423753	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.101562	33.880784	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.007917	33.977732	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.961822	34.151067	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.984435	36.991403	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.244971	32.672328	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-101.028627	33.042093	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-78.715298	35.810239	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.439067	33.605103	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.020503	37.350889	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.02052	37.350843	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.02167	37.349655	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.02146	37.349602	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.021545	37.349598	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.0853	32.821174	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.222992	32.771092	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.02734	38.881687	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-87.572574	41.69535	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.793331	34.242811	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.83586	33.084214	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.463651	49.864774	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.029129	36.953284	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.951967	36.518013	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.411583	37.259946	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.784547	32.496237	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.401463	33.714524	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.411774	37.259851	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-97.174007	33.015509	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-101.892017	33.618731	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-101.891712	33.61863	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-94.313735	36.262945	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-98.254547	29.568563	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.517351	38.027001	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.509224	38.030028	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.342537	33.826553	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.924912	38.761128	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.619523	37.182376	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.359441	34.237581	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-106.69427	35.133741	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.46148	49.864607	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.553176	43.537867	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.331874	37.500243	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.952385	34.15356	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.411901	33.744689	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-111.472813	33.459875	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-111.472788	33.459878	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-111.472792	33.459877	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.242875	32.716805	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.79747	34.091681	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.441284	38.26978	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-120.613625	37.177318	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.159419	37.286718	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-81.340937	37.098172	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.473778	32.680217	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.46607	37.766066	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.810076	37.280516	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.81005	37.280512	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.439088	33.605133	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.454592	34.073929	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-109.46676	37.203393	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.655754	33.988318	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.929884	36.104795	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.342808	33.859718	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.164402	34.14424	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-111.489385	33.380758	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-111.48878	33.38069	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.572049	34.051281	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.298757	34.402183	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.770206	38.963776	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-100.000015	32.482853	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.124847	38.212897	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.492901	35.150133	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-110.717403	32.174187	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.304687	42.221553	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.44003	33.601163	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-105.10019	39.979665	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.707678	34.102702	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.575783	47.299209	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.342822	38.765917	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.427041	37.653364	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.98209	33.076491	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-105.179419	40.187836	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-88.352234	41.233146	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.471779	37.769502	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-118.811928	34.030778	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.014003	34.028821	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.170533	34.092863	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.472847	37.756241	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.059575	36.982377	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.451966	37.805938	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.141355	38.020906	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.398132	33.737474	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.372765	47.681196	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.901226	36.968119	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-111.463007	33.494858	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-117.26872	33.889167	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.308217	33.994293	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-117.207939	33.942495	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.789912	36.815306	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.957018	37.40756	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.194358	38.066153	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.569866	34.048389	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.222083	38.650387	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.775992	37.186043	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.776297	37.186192	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.496446	37.611943	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-112.008452	34.754477	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-112.02376	34.768533	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.429382	37.422851	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.496676	37.501491	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.473933	34.17766	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-105.018235	40.566899	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.428683	37.422632	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-83.695618	35.94897	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.015954	38.306759	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.320827	34.057371	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.958517	45.502619	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.389892	37.770113	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.493284	37.726975	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.759031	33.801225	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-135.326978	57.054141	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.515311	38.026371	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.457338	32.674207	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.21778	38.151681	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.149697	38.2245	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.836609	36.609041	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.762108	38.562592	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-77.152758	39.083997	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-120.64942	36.626026	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.157258	37.656697	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.666695	34.297509	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.029566	34.104224	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.052578	34.153797	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-111.477381	33.458696	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.312433	37.889837	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.023038	37.142926	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.474413	34.179011	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.350536	38.55327	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.78029	34.136519	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.872733	34.421858	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.811065	34.226561	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-118.029682	34.340192	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.08402	36.956823	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.43924	33.605063	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.0989	37.437325	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.781509	37.277177	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-115.359609	36.438993	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-114.532961	33.670359	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.310074	37.867257	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.73185	36.887567	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.731955	36.88762	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-119.733217	36.88767	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-99.684345	27.663865	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-96.704661	32.707933	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-117.368709	33.898176	"unknown"	0	0	"none"
"Zonotrichia leucophrys gambelii (Nuttall, 1840)"	-117.319651	33.894185	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.877892	32.918341	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.386583	38.971496	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-122.386577	38.971492	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-108.084053	38.753365	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-121.813635	37.283775	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-123.007629	49.064484	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-116.538796	33.766606	"unknown"	0	0	"none"
"Zonotrichia leucophrys (J.R.Forster, 1772)"	-111.694778	40.224072	"unknown"	0	0	"none"
