"Longitude" "Latitude" "wc2.1_10m_bio_1" "wc2.1_10m_bio_2" "wc2.1_10m_bio_3" "wc2.1_10m_bio_4" "wc2.1_10m_bio_5" "wc2.1_10m_bio_6" "wc2.1_10m_bio_7" "wc2.1_10m_bio_8" "wc2.1_10m_bio_9" "wc2.1_10m_bio_10" "wc2.1_10m_bio_11" "wc2.1_10m_bio_12" "wc2.1_10m_bio_13" "wc2.1_10m_bio_14" "wc2.1_10m_bio_15" "wc2.1_10m_bio_16" "wc2.1_10m_bio_17" "wc2.1_10m_bio_18" "wc2.1_10m_bio_19" "occ"
-102.6 22.7 15.507698059082 15.6354789733887 62.9726486206055 276.633422851562 27.6940002441406 2.86500000953674 24.8290004730225 17.2439575195312 14.7096252441406 18.6060409545898 11.7862501144409 448 97 3 94.3424530029297 268 17 187 38 1
-105.25 23.84 12.8637504577637 19.6997909545898 65.6632385253906 365.760833740234 26.8742504119873 -3.12700009346008 30.0012512207031 16.5005416870117 10.4768753051758 17.0289173126221 8.16316699981689 836 191 7 94.5244750976562 514 35 466 115 1
-102.03 24.91 18.9579792022705 17.1510829925537 62.8371429443359 382.626373291016 32.1414985656738 4.84700012207031 27.2944984436035 22.3044586181641 17.4069995880127 23.0436668395996 13.8142499923706 344 62 5 74.7584533691406 178 23 136 36 1
-101.76 21.3 17.4559688568115 16.1874370574951 62.367919921875 274.975494384766 30.1254997253418 4.1707501411438 25.9547500610352 19.8050422668457 16.9851665496826 20.4679584503174 13.8057498931885 567 132 5 99.7606582641602 349 25 260 33 1
-100.69 20.16 17.908353805542 17.1036243438721 66.1712951660156 232.025833129883 30.4732494354248 4.62575006484985 25.8474998474121 19.0270004272461 17.7196674346924 20.6014995574951 14.842583656311 722 171 7 105.487510681152 454 24 169 29 1
-100.81 25.13 15.8898124694824 17.3825836181641 64.9797973632812 347.020385742188 28.6270008087158 1.87625002861023 26.7507514953613 18.976583480835 14.539999961853 19.5928764343262 11.246208190918 438 66 12 54.4667434692383 189 50 188 63 1
-100.56 25.4 12.7188119888306 14.028374671936 65.2148895263672 265.529022216797 23.39674949646 1.88574993610382 21.5109996795654 15.0279998779297 11.4905834197998 15.5522079467773 9.14449977874756 591 95 16 61.5549774169922 276 59 226 71 1
-99.53 20.02 14.0672807693481 15.6811876296997 68.4626007080078 190.576110839844 24.9009990692139 1.9962500333786 22.904748916626 15.5389165878296 11.5149583816528 16.1597499847412 11.5149583816528 773 161 9 89.4578247070312 429 33 219 33 1
-101.72 22.64 16.6150932312012 17.1329784393311 63.9642295837402 295.001708984375 29.4680004119873 2.68274998664856 26.785249710083 18.7397918701172 15.808708190918 19.8057918548584 12.6593332290649 372 70 5 78.7531585693359 196 22 154 33 1
-100.53 25.26 13.9283752441406 15.8542499542236 67.04833984375 278.439788818359 25.4915008544922 1.84549999237061 23.6459999084473 16.2853755950928 12.7935419082642 16.9004592895508 10.1794586181641 535 86 15 58.5707778930664 241 57 208 68 1
-100.44 20.7 17.1921672821045 16.0445823669434 64.1321563720703 251.764144897461 29.2767505645752 4.25874996185303 25.0180015563965 19.1912078857422 14.9441251754761 19.9953746795654 13.8296670913696 527 121 6 95.0619201660156 320 25 153 27 1
-102.16 21.56 17.0964279174805 17.4114799499512 63.5165672302246 288.587341308594 30.3677501678467 2.95525002479553 27.4125003814697 18.9854164123535 16.2570838928223 20.3136253356934 13.2425832748413 584 141 5 104.540641784668 370 23 257 36 1
-101.3 21.11 15.3137083053589 13.9918327331543 62.3834762573242 247.045974731445 26.2859992980957 3.85724997520447 22.4287490844727 17.3335418701172 15.0259170532227 18.0438747406006 12.0166664123535 725 172 9 97.1973571777344 432 35 178 44 1
-102.35 22.18 16.5456352233887 16.0936450958252 62.6852188110352 284.803894042969 28.9787502288818 3.3050000667572 25.6737499237061 19.1172924041748 15.7998332977295 19.6814594268799 12.715708732605 499 120 3 97.0543212890625 299 17 221 40 1
-102.59 27.22 17.3745212554932 15.8868751525879 54.5589179992676 502.882873535156 31.34375 2.22499990463257 29.1187496185303 22.1165008544922 15.0997085571289 22.9130420684814 10.6974582672119 334 60 6 67.4269714355469 165 25 159 40 1
-101.03 25.34 17.3527507781982 15.1370000839233 60.4144859313965 362.540924072266 29.2342491149902 4.17899990081787 25.055248260498 20.5463752746582 15.7165412902832 21.2655410766602 12.5140419006348 396 66 8 65.5391159057617 193 36 180 47 1
-101.56 29.81 20.5667285919189 14.550708770752 42.083869934082 761.33251953125 36.2709999084473 1.69550001621246 34.5755004882812 25.9347915649414 11.5632495880127 29.287166595459 10.6464996337891 373 60 11 51.223518371582 158 44 124 47 1
-97.62 18.31 18.8521766662598 14.6225624084473 67.7833404541016 192.898330688477 29.786750793457 8.21424961090088 21.5725021362305 19.8484992980957 16.3494167327881 21.1525840759277 16.3494167327881 514 126 4 94.1730041503906 270 16 207 16 1
-103.18 29.4 19.2088432312012 16.1833114624023 47.8895378112793 678.343200683594 35.0767517089844 1.28375005722046 33.7930030822754 26.1747074127197 12.2562494277954 27.076208114624 10.4554166793823 345 57 7 66.5531539916992 162 29 152 34 1
-101.51 20.7 19.2436561584473 16.7813129425049 62.1012535095215 282.648498535156 32.4862518310547 5.46374988555908 27.0225028991699 20.5652923583984 19.0794162750244 22.5619163513184 15.5535831451416 626 166 4 108.608818054199 402 20 142 29 1
-102.63 21.12 18.1942081451416 18.6352081298828 63.1985855102539 296.232604980469 32.1717491149902 2.68499994277954 29.4867496490479 20.9255428314209 17.3085842132568 21.5167503356934 14.2848749160767 745 205 2 119.325653076172 512 14 362 26 1
