"Longitude" "Latitude" "wc2.1_10m_bio_1" "wc2.1_10m_bio_2" "wc2.1_10m_bio_3" "wc2.1_10m_bio_4" "wc2.1_10m_bio_5" "wc2.1_10m_bio_6" "wc2.1_10m_bio_7" "wc2.1_10m_bio_8" "wc2.1_10m_bio_9" "wc2.1_10m_bio_10" "wc2.1_10m_bio_11" "wc2.1_10m_bio_12" "wc2.1_10m_bio_13" "wc2.1_10m_bio_14" "wc2.1_10m_bio_15" "wc2.1_10m_bio_16" "wc2.1_10m_bio_17" "wc2.1_10m_bio_18" "wc2.1_10m_bio_19" "occ"
-116.84 33.02 17.4345302581787 16.0806465148926 54.3049507141113 490.993011474609 33.953498840332 4.3417501449585 29.6117477416992 12.3333749771118 23.144458770752 24.0287914276123 12.0619993209839 389 76 2 86.7920303344727 215 11 19 200 1
-118.26 33.76 17.8772315979004 10.4702234268188 54.5680885314941 318.278015136719 27.3979072570801 8.2104606628418 19.1874465942383 14.5720367431641 21.3390522003174 22.0214786529541 14.1801958084106 329 74 0 101.875671386719 206 4 8 194 1
-116.916666666667 32.25 16.9263610839844 12.6243886947632 57.4540939331055 349.389251708984 28.7730007171631 6.80000019073486 21.9729995727539 13.3298330307007 20.890832901001 21.7507781982422 13.3295001983643 297 58 1 90.1093368530273 171 5 10 156 0
-116.916666666667 33.4166666666667 15.2744379043579 15.8580417633057 50.9262161254883 565.303344726562 33.078498840332 1.93924999237061 31.1392478942871 9.44912528991699 22.0577507019043 22.8821258544922 9.10983371734619 471 86 2 82.0739440917969 250 20 34 238 0
-118.416666666667 34.25 17.8831462860107 14.5683336257935 53.518726348877 457.4580078125 32.8240013122559 5.60300016403198 27.2210006713867 13.2240829467773 23.2613334655762 23.9473762512207 12.7476663589478 397 85 1 98.2652816772461 229 5 9 225 0
-116.25 32.25 13.4427289962769 14.7581672668457 51.6561660766602 538.491882324219 30.0427494049072 1.47274994850159 28.5699996948242 8.01583290100098 17.7087078094482 20.6974582672119 7.7410831451416 364 60 1 63.2517356872559 168 32 62 156 0
-117.25 33.75 17.8763122558594 17.9352493286133 52.8708648681641 570.636413574219 36.9889984130859 3.06625008583069 33.9227485656738 12.0679168701172 24.7470836639404 25.3777923583984 11.453125 346 70 2 89.7699966430664 200 9 19 186 0
-116.25 32.25 13.4427289962769 14.7581672668457 51.6561660766602 538.491882324219 30.0427494049072 1.47274994850159 28.5699996948242 8.01583290100098 17.7087078094482 20.6974582672119 7.7410831451416 364 60 1 63.2517356872559 168 32 62 156 0
-116.916666666667 32.9166666666667 17.8085308074951 14.8307704925537 54.8454933166504 446.341796875 32.6915016174316 5.65049982070923 27.0410022735596 13.1374998092651 22.8904590606689 23.7723331451416 12.8835411071777 369 73 2 88.2004776000977 207 9 16 191 0
-116.916666666667 33.75 17.33030128479 17.8382701873779 52.769702911377 584.809997558594 36.3087501525879 2.50475001335144 33.8040008544922 11.3483333587646 24.4099998474121 24.9852504730225 10.7218751907349 331 62 2 78.2789611816406 176 16 29 165 0
