"Longitude" "Latitude" "wc2.1_10m_bio_1" "wc2.1_10m_bio_2" "wc2.1_10m_bio_3" "wc2.1_10m_bio_4" "wc2.1_10m_bio_5" "wc2.1_10m_bio_6" "wc2.1_10m_bio_7" "wc2.1_10m_bio_8" "wc2.1_10m_bio_9" "wc2.1_10m_bio_10" "wc2.1_10m_bio_11" "wc2.1_10m_bio_12" "wc2.1_10m_bio_13" "wc2.1_10m_bio_14" "wc2.1_10m_bio_15" "wc2.1_10m_bio_16" "wc2.1_10m_bio_17" "wc2.1_10m_bio_18" "wc2.1_10m_bio_19" "occ"
-106.59 32.38 14.6476459503174 16.5219173431396 46.3545379638672 748.452331542969 32.7985000610352 -2.84400010108948 35.6425018310547 22.9625415802002 10.2745838165283 23.9915428161621 5.61154174804688 327 70 7 72.3580780029297 174 28 153 52 1
-99.75 29.43 19.7124271392822 13.7949371337891 42.8480758666992 690.805419921875 34.8819999694824 2.68700003623962 32.1949996948242 24.6942920684814 10.7453746795654 27.7143745422363 10.7453746795654 633 81 27 39.363639831543 218 89 196 89 1
-121.84 39.32 16.4854373931885 14.3810005187988 45.9027938842773 636.780822753906 34.4977493286133 3.16849994659424 31.3292503356934 8.78220844268799 24.1631240844727 24.1631240844727 8.78220844268799 468 94 1 86.8253173828125 242 10 10 242 1
-109.61 29.7 21.2331466674805 19.3139572143555 53.0606918334961 652.342224121094 39.4529991149902 3.0532500743866 36.3997497558594 28.3312911987305 20.4543342590332 29.0415000915527 13.2420415878296 509 155 6 103.920806884766 316 28 294 91 1
-111.54 25.82 21.4086780548096 15.7798118591309 58.4307632446289 456.972839355469 35.1057510375977 8.09974956512451 27.0060005187988 27.4807510375977 21.8136672973633 27.4807510375977 16.1765823364258 266 79 0 113.816329956055 174 3 174 58 1
-109.82 23.55 21.8702812194824 13.5665807723999 55.1007080078125 447.775482177734 33.798469543457 9.17704105377197 24.6214294433594 27.4215126037598 20.189624786377 27.4215126037598 16.5388603210449 422 156 1 135.362411499023 311 5 311 39 1
-110.37 29.11 22.3514270782471 20.5789375305176 57.0306434631348 616.525390625 40.0144996643066 3.93050003051758 36.0839996337891 29.6210422515869 21.0474166870117 29.7785415649414 14.8273754119873 436 120 2 110.943153381348 298 16 252 74 1
-109.78 23.36 22.5611152648926 13.4886875152588 54.7602729797363 450.840301513672 34.3375015258789 9.70524978637695 24.632251739502 28.0656261444092 20.9717922210693 28.0656261444092 17.1386661529541 410 154 1 138.002395629883 304 3 304 37 1
-106.82 32.26 16.2884998321533 17.5230007171631 46.936710357666 776.539184570312 34.8622512817383 -2.47099995613098 37.333251953125 24.9319591522217 12.1121664047241 25.9537925720215 6.8797082901001 249 58 5 74.5267333984375 133 19 116 41 1
-113.57 37.11 16.8332080841064 17.1492919921875 41.4001579284668 907.528198242188 39.0707511901855 -2.35249996185303 41.4232521057129 8.19887447357178 20.990291595459 28.251293182373 5.99462509155273 225 31 5 40.5135192871094 89 27 43 75 1
-107.62 32.15 16.4316558837891 16.6762294769287 46.0345039367676 763.167297363281 34.8839988708496 -1.34150004386902 36.2254981994629 24.7836246490479 16.1075839996338 25.8900413513184 7.17429161071777 259 56 4 80.6708374023438 148 16 121 46 1
-106.85 34.28 13.4893960952759 19.3754997253418 47.4566955566406 822.041564941406 34.5412483215332 -6.28649997711182 40.8277473449707 23.031042098999 8.8043327331543 23.6545829772949 3.44541668891907 235 50 8 70.7821350097656 125 25 101 30 1
-110.17 30.33 19.5255928039551 18.2544364929199 53.436092376709 609.953918457031 37.2244987487793 3.06325006484985 34.161247253418 26.4022903442383 18.4326248168945 26.9616661071777 12.1577920913696 519 151 4 101.775352478027 321 29 291 98 1
-110.24 29.82 19.8337287902832 18.2232913970947 53.579402923584 604.809875488281 37.1162490844727 3.10450005531311 34.0117492675781 26.6877918243408 18.7011260986328 27.1980419158936 12.5495004653931 577 167 4 102.919555664062 364 28 323 105 1
-110.18 23.86 22.1191349029541 15.9131870269775 59.6451873779297 441.071166992188 35.2642517089844 8.58450031280518 26.6797523498535 27.6473331451416 22.933292388916 27.6473331451416 16.750207901001 276 95 1 128.658584594727 200 3 200 37 1
-111.74 34.99 12.0043230056763 15.479603767395 43.509838104248 754.28125 31.5125007629395 -4.06475019454956 35.5772514343262 4.29966688156128 14.3403749465942 21.593542098999 3.37016677856445 583 70 10 37.7354888916016 189 67 141 173 1
-106.31 31.64 17.2487087249756 17.5040416717529 45.4387817382812 796.276611328125 36.1407508850098 -2.38150000572205 38.5222511291504 26.1665000915527 16.8831672668457 26.8503341674805 7.34962511062622 211 45 3 76.1170272827148 119 16 101 32 1
-120.97 38.51 15.6529893875122 14.8318128585815 46.0175857543945 645.356079101562 34.232250213623 2.00149989128113 32.2307510375977 9.39249992370605 23.525749206543 23.7034168243408 8.12887477874756 776 143 4 84.1075820922852 387 15 24 377 1
-122.92 39.06 13.9053859710693 16.1375617980957 49.4831314086914 600.222351074219 33.2900009155273 0.677749991416931 32.6122512817383 7.79949998855591 21.2630844116211 21.696834564209 7.09441661834717 851 178 1 92.6980133056641 463 11 20 462 1
-121.01 38.69 15.9191875457764 13.4414167404175 43.8928489685059 637.379943847656 33.5429992675781 2.91974997520447 30.6232490539551 8.83958339691162 23.6664161682129 23.7216243743896 8.36045837402344 707 127 3 84.3650588989258 348 13 21 338 1
-106.63 31.93 17.0645313262939 16.7555618286133 45.1848564147949 793.904357910156 35.4715003967285 -1.61074995994568 37.0822486877441 25.7798328399658 16.8997077941895 26.7922916412354 7.31487464904785 237 52 4 74.3517379760742 129 18 112 37 1
