"Longitude" "Latitude" "wc2.1_10m_bio_1" "wc2.1_10m_bio_2" "wc2.1_10m_bio_3" "wc2.1_10m_bio_4" "wc2.1_10m_bio_5" "wc2.1_10m_bio_6" "wc2.1_10m_bio_7" "wc2.1_10m_bio_8" "wc2.1_10m_bio_9" "wc2.1_10m_bio_10" "wc2.1_10m_bio_11" "wc2.1_10m_bio_12" "wc2.1_10m_bio_13" "wc2.1_10m_bio_14" "wc2.1_10m_bio_15" "wc2.1_10m_bio_16" "wc2.1_10m_bio_17" "wc2.1_10m_bio_18" "wc2.1_10m_bio_19" "occ"
-115.32 33.63 21.9426040649414 14.830958366394 41.6740417480469 799.3818359375 40.9830017089844 5.39499998092651 35.5880012512207 31.62841796875 25.1175422668457 31.9768753051758 12.5687494277954 114 19 1 49.8192977905273 41 7 30 39 1
-111.65 33.55 21.1018028259277 16.3275203704834 44.6390686035156 793.977478027344 40.4210014343262 3.84424996376038 36.5767517089844 13.0150413513184 23.9915008544922 30.8763332366943 11.7836246490479 352 44 4 45.622745513916 114 24 81 114 1
-112.24 33.17 21.422155380249 15.542854309082 42.9369506835938 811.0029296875 40.3562507629395 4.15700006484985 36.1992492675781 31.0692501068115 24.8845825195312 31.536958694458 11.8705415725708 225 35 3 48.7629356384277 81 14 62 70 1
-117.27 33.67 17.8763122558594 17.9352493286133 52.8708648681641 570.636413574219 36.9889984130859 3.06625008583069 33.9227485656738 12.0679168701172 24.7470836639404 25.3777923583984 11.453125 346 70 2 89.7699966430664 200 9 19 186 1
-111.61 33.46 21.5020732879639 16.5663967132568 45.3522834777832 786.38427734375 40.739501953125 4.21124982833862 36.5282516479492 13.4557085037231 24.214750289917 31.1236667633057 12.2503747940063 316 42 3 47.0163269042969 102 20 101 101 1
-114.49 33 23.7814998626709 15.0772504806519 43.402759552002 781.635864257812 41.5762481689453 6.83825016021729 34.7379989624023 30.4820423126221 26.5953750610352 33.3906669616699 14.4933338165283 96 16 1 53.8109931945801 38 5 36 32 1
-115.46 32.59 22.8992500305176 16.8044166564941 46.5428581237793 749.457458496094 41.9182510375977 5.81300020217896 36.1052513122559 14.0736255645752 25.353458404541 32.2557907104492 14.0736255645752 67 11 0 53.1974258422852 27 3 20 27 1
-117.6 33.65 17.0107402801514 13.4484796524048 54.6630592346191 401.975067138672 30.331750869751 5.72924995422363 24.6025009155273 12.8541250228882 21.5601673126221 22.4223747253418 12.6307506561279 362 73 1 94.031982421875 214 6 14 197 1
-119.28 34.35 15.7170829772949 14.4309167861938 56.4816360473633 398.196624755859 29.6842498779297 4.13450002670288 25.5497493743896 11.6011257171631 20.30637550354 21.0262088775635 11.3234996795654 499 117 1 104.530158996582 320 5 11 294 1
-111.48 33.34 20.5151977539062 15.0986042022705 42.9844284057617 783.014526367188 39.185001373291 4.05924987792969 35.1257514953613 12.3533334732056 23.0730838775635 30.1007080078125 11.3637914657593 400 52 4 46.8220748901367 130 26 127 129 1
