"name"	"longitude"	"latitude"	"subspecies"	"campoi"	"numSubsppGroups"	"assigned"
"Melozone fusca (Swainson, 1827)"	-98.97954	19.557958	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-100.28729	20.592698	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-107.968791	32.583291	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-101.888268	22.67184	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-107.975533	32.590347	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-100.018991	19.254206	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-99.141284	19.48334	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-99.168568	19.34163	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-111.791472	34.864763	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-104.243971	32.546807	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-111.794981	33.772794	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-100.730653	20.0491	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-104.641498	38.380778	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-104.655092	24.198614	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-104.653172	24.201869	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-104.869047	24.84846	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-101.86731	22.668672	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-104.65493	24.198212	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-104.652217	24.200992	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-101.991636	21.240187	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-103.432913	20.663937	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-99.067216	19.460256	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-107.956313	36.060101	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-110.331183	31.9206	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-98.879908	19.331379	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-98.71035	20.095484	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-103.405625	20.754812	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-100.396116	20.619731	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-100.186106	24.888326	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-100.750382	20.04869	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-100.750348	20.048527	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-112.811401	31.943192	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-103.356915	20.709077	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-101.220213	19.699915	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-103.513067	20.747466	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-106.573761	32.323455	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-106.585979	32.326222	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-105.929337	35.535447	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-105.929383	35.535422	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-99.094075	19.296789	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-98.302306	19.057863	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-101.235058	19.696413	"unknown"	0	0	"none"
"Melozone fusca (Swainson, 1827)"	-103.367678	29.212146	"unknown"	0	0	"none"
